priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
year,איי מרשל,כתום,2,1,0,0,2021-12-01T00:00:00.000Z,0,0
year,קנדה,כתום,2,22245,38,0.17,2021-12-01T00:00:00.000Z,26,12
year,קוסובו,כתום,2,90,0,0,2021-12-01T00:00:00.000Z,0,0
year,קלדוניה החדשה,כתום,2,5,0,0,2021-12-01T00:00:00.000Z,0,0
year,גבון,אדום,1,43,0,0,2021-12-01T00:00:00.000Z,0,0
year,דרום אפריקה,אדום,1,3577,21,0.59,2021-12-01T00:00:00.000Z,16,2
year,ונואטו,כתום,2,2,0,0,2021-12-01T00:00:00.000Z,0,0
year,ירדן,כתום,2,39064,198,0.51,2021-12-01T00:00:00.000Z,192,5
year,ויטנאם,כתום,2,394,0,0,2021-12-01T00:00:00.000Z,0,0
year,הונג קונג,כתום,2,814,8,0.98,2021-12-01T00:00:00.000Z,2,6
year,בורונדי,אדום,1,12,0,0,2021-12-01T00:00:00.000Z,0,0
year,בלגיה,כתום,2,19180,62,0.32,2021-12-01T00:00:00.000Z,49,13
year,סוריה,כתום,2,502,0,0,2021-12-01T00:00:00.000Z,0,0
year,אירן,כתום,2,3,0,0,2021-12-01T00:00:00.000Z,0,0
year,מלדיבים,כתום,2,5599,25,0.45,2021-12-01T00:00:00.000Z,24,0
year,לאוס,כתום,2,7,0,0,2021-12-01T00:00:00.000Z,0,0
year,פורטוגל,כתום,2,13044,29,0.22,2021-12-01T00:00:00.000Z,28,1
year,ניגר,אדום,1,14,0,0,2021-12-01T00:00:00.000Z,0,0
year,ניקרגואה,כתום,2,35,0,0,2021-12-01T00:00:00.000Z,0,0
year,מלטה,כתום,2,1384,2,0.14,2021-12-01T00:00:00.000Z,2,0
year,אקואדור,כתום,2,442,2,0.45,2021-12-01T00:00:00.000Z,2,0
year,פורטו ריקו,כתום,2,151,0,0,2021-12-01T00:00:00.000Z,0,0
year,מונגוליה,כתום,2,17,0,0,2021-12-01T00:00:00.000Z,0,0
year,מוזמביק,אדום,1,110,0,0,2021-12-01T00:00:00.000Z,0,0
year,טוגו,אדום,1,102,0,0,2021-12-01T00:00:00.000Z,0,0
year,גינאה החדשה,כתום,2,3,0,0,2021-12-01T00:00:00.000Z,0,0
year,מאוריציוס,אדום,1,297,1,0.34,2021-12-01T00:00:00.000Z,1,0
year,בוטן,כתום,2,20,0,0,2021-12-01T00:00:00.000Z,0,0
UpToNow,איי קומורו,אדום,1,1,0,0,2021-12-01T00:00:00.000Z,0,0
UpToNow,אנדורה,כתום,2,33,0,0,2021-12-01T00:00:00.000Z,0,0
