name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,102.4683532714844,13
יוספטל,,41.53845977783203,0
שמיר,,64.6464614868164,10
וולפסון,,63.2503662109375,9
זיו צפת,,80.40345764160156,9
הלל יפה,,81.74757385253906,2
נהריה,,71.64591979980469,11
ברזילי,,78.33333587646484,3
פוריה,,57.74647903442383,4
סוראסקי,,100.4269866943359,9
בני ציון,,80.36951446533203,11
רבין ק. בילינסון,,97.2455062866211,19
סורוקה,,74.63075256347656,5
מאיר,,73.26477813720703,6
קפלן,,86.6426010131836,10
"רמב""ם",,86.59793853759766,53
הכרמל,,78.32310485839844,8
השרון ק. גולדה,,55.18672180175781,2
הדסה עין כרם,,108.367073059082,19
הסקוטי,,115.7894744873047,1
המשפחה הקדושה,,,0
סנט ג'וזף,,,3
שערי צדק,,102.4570007324219,14
אל מקאסד,,,0
לניאדו,,82.17269897460938,3
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,99.04153442382812,1
אסותא אשדוד,,,1
שניידר,,,0
סנט וינסנט,,67.16417694091797,8
המרכזי בעמק,,72.4137954711914,21
