coronaOccupancy,isolatedTeam,name,normalOccupancy
129.62962962962962,34,מעייני הישועה,95.52715301513672
107.69230769230771,32,שערי צדק,102.3341522216797
106.0606060606061,124,"רמב""ם",94.43299102783203
95,55,ברזילי,74.5
90,116,הדסה עין כרם,117.4089050292969
85,51,שיבא,99.30379486083984
81.48148148148148,15,אסותא אשדוד,
80,63,רבין ק. בילינסון,95.32933807373047
78.33333333333333,62,הלל יפה,86.7961196899414
73.52941176470588,29,וולפסון,66.47145080566406
69.04761904761905,80,לניאדו,85.23677062988281
65.71428571428571,65,סוראסקי,106.1485900878906
63.73626373626373,84,נהריה,71.92254638671875
62.5,35,שניידר,91.5611801147461
62.5,48,פוריה,65.91548919677734
62,41,קפלן,97.29241943359375
60.49382716049383,74,המרכזי בעמק,81.72413635253906
59.09090909090909,17,המשפחה הקדושה,145
56.75675675675676,0,סנט ג'וזף,
56.14035087719298,50,מאיר,78.27763366699219
54.347826086956516,31,בני ציון,84.29560852050781
54.09836065573771,32,שמיר (אסף הרופא),65.88103485107422
50,28,זיו צפת,77.80979919433594
46.42857142857143,121,הכרמל,66.87116241455078
45.454545454545446,4,הסקוטי,100
42.10526315789474,7,השרון ק. גולדה,45.64315414428711
42.10526315789474,7,השרון ק. גולדה,45.64315414428711
39.130434782608695,0,אל מקאסד,
30.76923076923077,69,סורוקה,78.10599517822266
12.5,15,סנט וינסנט,53.73134231567383
0,0,אוגוסטה ויקטוריה,
