amount,date
1098,2020-09-01T00:00:00.000Z
1522,2020-09-02T00:00:00.000Z
1855,2020-09-03T00:00:00.000Z
1261,2020-09-04T00:00:00.000Z
810,2020-09-05T00:00:00.000Z
2382,2020-09-06T00:00:00.000Z
1514,2020-09-07T00:00:00.000Z
1392,2020-09-08T00:00:00.000Z
1220,2020-09-09T00:00:00.000Z
198,2020-09-10T00:00:00.000Z
