CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.007697690692792162,2020-03-02T00:00:00.000Z,1,5632,-225,0,1429
0,0,10,0,0,10,10,0.006997900629811057,2020-03-03T00:00:00.000Z,0,7857,-222,0,1429
0,0,12,0,0,12,11,0.008397480755773267,2020-03-04T00:00:00.000Z,0,7012,-224,0,1429
0,0,12,1,0,13,13,0.009097270818754374,2020-03-05T00:00:00.000Z,1,7012,-224,0,1429
1,0,14,2,0,16,16,0.01119664100769769,2020-03-06T00:00:00.000Z,1,5177,-223,0,1429
2,0,17,3,0,20,20,0.01399580125962211,2020-03-07T00:00:00.000Z,1,4861,-223,0,1429
4,0,21,5,0,26,26,0.01819454163750875,2020-03-08T00:00:00.000Z,2,7330,-221,0,1429
5,0,33,6,0,39,39,0.02729181245626312,2020-03-09T00:00:00.000Z,7,6205,-230,0,1429
5,0,53,6,0,59,59,0.04128761371588523,2020-03-10T00:00:00.000Z,2,6021,-217,0,1429
6,0,73,7,1,81,81,0.05668299510146956,2020-03-11T00:00:00.000Z,10,5981,-219,0,1429
6,0,95,7,1,103,101,0.07207837648705388,2020-03-12T00:00:00.000Z,6,5983,-218,0,1429
6,0,112,7,4,123,122,0.086074177746676,2020-03-13T00:00:00.000Z,10,4121,-204,0,1429
4,0,152,6,4,162,161,0.1133659902029391,2020-03-14T00:00:00.000Z,20,3692,-214,0,1429
6,0,187,9,6,202,200,0.1413575927221834,2020-03-15T00:00:00.000Z,37,5489,-215,0,1429
7,0,205,11,5,221,215,0.1546536039188244,2020-03-16T00:00:00.000Z,27,4759,-157,0,1429
7,0,238,12,6,256,256,0.179146256123163,2020-03-17T00:00:00.000Z,46,4338,-108,0,1429
7,0,279,16,11,306,269,0.2141357592722183,2020-03-18T00:00:00.000Z,54,3920,-8,0,1429
12,0,263,21,11,295,264,0.2064380685794262,2020-03-19T00:00:00.000Z,31,4053,123,0,1429
12,1,252,23,14,289,251,0.2022393282015395,2020-03-20T00:00:00.000Z,30,3207,298,0,1429
15,0,229,27,21,277,274,0.1938418474457663,2020-03-21T00:00:00.000Z,35,2905,481,0,1429
22,0,255,37,32,324,305,0.2267319804058783,2020-03-22T00:00:00.000Z,54,4523,696,0,1429
24,0,274,42,36,352,323,0.2463261021693492,2020-03-23T00:00:00.000Z,58,4053,1017,0,1429
26,3,302,45,48,395,343,0.2764170748775368,2020-03-24T00:00:00.000Z,82,3963,1408,0,1429
28,1,311,49,53,413,397,0.2890132960111966,2020-03-25T00:00:00.000Z,81,3666,1766,0,1429
31,5,345,54,65,464,413,0.324702589223233,2020-03-26T00:00:00.000Z,83,3925,2248,0,1429
37,2,381,65,69,515,468,0.3603918824352694,2020-03-27T00:00:00.000Z,110,3267,2614,0,1429
41,1,362,69,82,513,485,0.3589923023093072,2020-03-28T00:00:00.000Z,53,2834,3053,0,1429
50,3,377,79,88,544,516,0.3806857942617215,2020-03-29T00:00:00.000Z,70,4289,3516,0,1429
55,1,426,88,105,619,570,0.4331700489853044,2020-03-30T00:00:00.000Z,121,3886,3970,0,1429
