cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),30,23.08,130,279.63,8.39,אדום,4649
אבו גוש,108,28.27,382,485.88,7.71,אדום,7862
אבו סנאן,100,38.61,259,181.04,8.66,אדום,14306
אבו קורינאת (שבט),18,64.29,28,42.04,8.74,אדום,6661
אבו רובייעה (שבט),קטן מ-15,אין מידע,31,35.06,9.94,אדום,8843
אבו רוקייק (שבט),17,43.59,39,38.15,7.95,אדום,10222
אבו תלול,קטן מ-15,אין מידע,17,79.70,9.99,אדום,2133
אבטין,קטן מ-15,אין מידע,28,96.99,7.58,אדום,2887
אבן יהודה,193,42.42,455,324.17,10,אדום,14036
אבני חפץ,22,51.16,43,206.83,10,אדום,2079
אום אל-פחם,348,41.63,836,147.41,9.36,אדום,56713
אום בטין,15,62.50,24,53.56,5.04,צהוב,4481
אופקים,314,39.05,804,248.32,10,אדום,32378
אור יהודה,185,28.46,650,177.66,10,אדום,36587
אור עקיבא,188,34.12,551,283.77,10,אדום,19417
אורנית,100,41.49,241,267.48,10,אדום,9010
אזור,63,27.27,231,174.63,10,אדום,13228
אחוזת ברק,48,44.86,107,446.21,10,אדום,2398
אילת,656,44.50,1474,280.72,10,אדום,52507
אכסאל,109,37.46,291,193.50,9.11,אדום,15039
אלון שבות,50,52.08,96,308.58,10,אדום,3111
אליכין,35,42.17,83,239.47,10,אדום,3466
אלעד,251,45.64,550,111.84,8.47,אדום,49179
אלעזר,34,58.62,58,236.93,10,אדום,2448
אלפי מנשה,99,43.81,226,282.11,10,אדום,8011
אלקנה,59,43.70,135,341.00,10,אדום,3959
אעבלין,92,43.60,211,156.12,9.81,אדום,13515
אעצם (שבט),17,42.50,40,36.86,7.19,כתום,10853
אפרת,187,53.28,351,307.36,10,אדום,11420
אריאל,202,36.33,556,271.38,10,אדום,20488
אשדוד,1339,34.92,3835,169.44,10,אדום,226329
אשקלון,1297,33.59,3861,263.65,10,אדום,146442
באקה אל-גרביה,241,38.44,627,205.92,9.42,אדום,30448
באר יעקב,262,41.79,627,217.57,10,אדום,28818
באר שבע,2051,35.07,5848,277.65,10,אדום,210624
בועיינה-נוג'ידאת,26,22.81,114,113.87,9.88,אדום,10011
בוקעאתא,20,25.97,77,115.32,10,אדום,6677
ביר אל-מכסור,97,50.52,192,197.35,10,אדום,9729
בית אל,58,58.59,99,167.06,10,אדום,5926
בית אריה,51,41.13,124,232.12,10,אדום,5342
בית ג'ן,60,35.09,171,140.52,10,אדום,12169
בית דגן,42,31.82,132,180.87,10,אדום,7298
בית חשמונאי,33,45.83,72,328.92,10,אדום,2189
בית יצחק-שער חפר,18,39.13,46,214.55,9.92,אדום,2144
בית שאן,222,31.40,707,372.50,10,אדום,18980
בית שמש,265,29.22,907,68.60,9.2,אדום,132210
ביתר עילית,34,25.56,133,21.70,4.22,ירוק,61297
בני ברק,770,39.92,1929,92.73,5.99,צהוב,208031
"בני עי""ש",35,30.17,116,168.07,10,אדום,6902
בנימינה-גבעת עדה,180,42.45,424,265.48,10,אדום,15971
"בסמ""ה",108,43.20,250,243.85,9.62,אדום,10252
בסמת טבעון,72,45.00,160,199.98,9.79,אדום,8001
בענה,32,42.67,75,89.06,8.28,אדום,8421
ברכה,51,75.00,68,235.46,10,אדום,2888
ברקת,15,45.45,33,156.77,10,אדום,2105
בת חפר,76,50.00,152,287.99,10,אדום,5278
בת ים,558,24.39,2288,179.07,9.99,אדום,127772
ג'דיידה-מכר,89,36.93,241,112.98,9.95,אדום,21331
ג'ולס,42,35.00,120,183.35,10,אדום,6545
ג'לג'וליה,92,41.44,222,215.64,9.85,אדום,10295
ג'סר א-זרקא,158,49.84,317,209.75,5.82,צהוב,15113
ג'ש (גוש חלב),25,35.21,71,227.56,10,אדום,3120
ג'ת,92,36.80,250,204.05,10,אדום,12252
גבע בנימין,33,45.83,72,125.07,10,אדום,5757
גבעת אבני,קטן מ-15,אין מידע,60,288.46,10,אדום,2080
גבעת ברנר,33,50.77,65,243.90,10,אדום,2665
גבעת זאב,98,42.06,233,121.32,9.99,אדום,19205
גבעת שמואל,261,43.87,595,218.46,10,אדום,27236
גבעתיים,418,34.32,1218,200.09,10,אדום,60872
גדרה,290,38.41,755,262.11,10,אדום,28805
גן יבנה,309,45.58,678,283.84,10,אדום,23887
גן נר,19,20.00,95,351.85,10,אדום,2700
גני מודיעין,קטן מ-15,אין מידע,31,114.60,9.94,אדום,2705
גני תקווה,241,44.38,543,252.46,10,אדום,21508
דאלית אל-כרמל,87,32.58,267,149.48,10,אדום,17862
דבוריה,91,35.14,259,242.46,9.83,אדום,10682
דייר אל-אסד,21,23.33,90,70.81,8.6,אדום,12710
דייר חנא,76,36.19,210,200.78,10,אדום,10459
דימונה,457,38.31,1193,341.31,10,אדום,34954
הוד השרון,699,40.24,1737,268.24,10,אדום,64755
הושעיה,33,50.00,66,315.94,10,אדום,2089
הר אדר,46,41.82,110,268.49,10,אדום,4097
הרצליה,725,34.07,2128,214.50,10,אדום,99208
זכרון יעקב,227,42.51,534,227.21,10,אדום,23503
זמר,44,35.20,125,173.06,9.7,אדום,7223
זרזיר,67,44.67,150,181.18,10,אדום,8279
חדרה,737,33.61,2193,221.68,10,אדום,98928
חולון,1168,33.26,3512,178.72,10,אדום,196510
חורה,68,41.72,163,70.68,9.59,אדום,23062
חורפיש,62,37.58,165,254.24,10,אדום,6490
חיפה,1719,28.58,6015,211.07,10,אדום,284981
חספין,20,45.45,44,214.53,10,אדום,2051
חצור הגלילית,88,30.24,291,305.10,10,אדום,9538
חריש,288,42.92,671,342.21,10,אדום,19608
חשמונאים,31,36.47,85,317.99,10,אדום,2673
טבריה,231,24.52,942,206.19,9.96,אדום,45686
טובא-זנגריה,41,42.71,96,139.39,9.94,אדום,6887
טורעאן,87,36.71,237,164.36,9.69,אדום,14420
טייבה,257,37.74,681,152.75,7.9,אדום,44582
טירה,194,39.92,486,180.19,9.36,אדום,26972
טירת כרמל,185,30.78,601,247.48,10,אדום,24285
טלמון,46,52.27,88,182.72,10,אדום,4816
טמרה,206,44.02,468,134.26,7.33,כתום,34859
יאנוח-ג'ת,48,40.00,120,176.86,10,אדום,6785
יבנאל,21,42.00,50,114.86,10,אדום,4353
יבנה,443,42.39,1045,210.01,10,אדום,49759
יד בנימין,47,45.19,104,244.76,10,אדום,4249
יהוד,261,39.79,656,218.64,10,אדום,30003
יפיע,101,31.66,319,165.30,9.94,אדום,19298
יקיר,36,56.25,64,268.34,10,אדום,2385
יקנעם עילית,249,40.23,619,257.26,10,אדום,24061
ירוחם,159,41.95,379,354.87,10,אדום,10680
ירושלים,3495,35.35,9888,103.77,8.82,אדום,952916
ירכא,90,43.27,208,119.82,10,אדום,17360
כאבול,148,51.93,285,200.22,6.51,כתום,14234
כאוכב אבו אל-היג'א,28,31.82,88,240.63,10,אדום,3657
כוכב השחר,24,55.81,43,184.08,10,אדום,2336
כוכב יאיר,125,44.96,278,318.15,10,אדום,8738
כוכב יעקב,39,46.43,84,94.25,9.77,אדום,8912
כסיפה,115,46.75,246,109.73,9.5,אדום,22418
כסרא-סמיע,17,25.37,67,74.63,10,אדום,8978
כעביה-טבאש-חג'אג'רה,50,43.10,116,206.81,9.83,אדום,5609
כפר אדומים,59,47.58,124,262.21,10,אדום,4729
כפר ברא,48,55.81,86,228.48,9.42,אדום,3764
כפר האורנים,48,48.48,99,376.00,10,אדום,2633
כפר ורדים,56,43.75,128,232.94,10,אדום,5495
"כפר חב""ד",21,33.87,62,92.06,6.95,כתום,6735
כפר יאסיף,74,42.05,176,171.72,10,אדום,10249
כפר יונה,301,42.33,711,272.00,10,אדום,26140
כפר כמא,43,28.48,151,444.64,10,אדום,3396
כפר כנא,66,39.05,169,72.69,8.54,אדום,23251
כפר מנדא,95,47.50,200,97.04,9.6,אדום,20610
כפר מצר,20,33.33,60,215.98,10,אדום,2778
כפר סבא,930,35.62,2611,256.83,10,אדום,101664
כפר קאסם,200,39.37,508,209.61,9.96,אדום,24236
כפר קרע,102,41.30,247,127.78,9.8,אדום,19330
כפר תבור,56,39.44,142,322.65,10,אדום,4401
כרמיאל,327,30.42,1075,232.73,10,אדום,46190
להבים,72,36.36,198,298.15,10,אדום,6641
לוד,553,37.72,1466,181.47,9.98,אדום,80786
לפיד,קטן מ-15,אין מידע,35,149.25,9.95,אדום,2345
לקיה,44,36.07,122,83.47,9.73,אדום,14616
מבוא חורון,38,48.10,79,290.65,10,אדום,2718
מבשרת ציון,197,32.51,606,248.90,10,אדום,24347
מג'ד אל-כרום,90,35.29,255,163.47,8.37,אדום,15599
מג'דל שמס,83,40.89,203,180.54,10,אדום,11244
מגאר,216,36.42,593,254.82,10,אדום,23271
מגדל העמק,259,35.67,726,281.50,10,אדום,25790
מודיעין עילית,98,38.13,257,32.62,5.01,צהוב,78775
מודיעין-מכבים-רעות,880,41.86,2102,221.86,10,אדום,94744
מוקייבלה,33,37.08,89,215.81,9.98,אדום,4124
מזכרת בתיה,206,45.58,452,299.44,10,אדום,15095
מזרעה,19,37.25,51,127.31,9.79,אדום,4006
מייסר,16,35.56,45,218.77,9.95,אדום,2057
מיתר,158,52.67,300,301.11,10,אדום,9963
מסעדה,31,51.67,60,159.79,10,אדום,3755
מסעודין אל-עזאזמה,26,32.50,80,44.87,10,אדום,17828
מעגלים,קטן מ-15,אין מידע,23,111.33,10,אדום,2066
מעגן מיכאל,22,30.14,73,351.13,10,אדום,2079
מעיליא,15,22.39,67,206.47,9.83,אדום,3245
מעלה אדומים,244,36.09,676,178.83,10,אדום,37802
מעלה עירון,115,46.37,248,161.55,9.89,אדום,15351
מעלות-תרשיחא,179,36.02,497,224.30,10,אדום,22158
מצפה יריחו,36,50.00,72,280.70,10,אדום,2565
מצפה רמון,81,47.93,169,326.07,10,אדום,5183
מרכז שפירא,29,58.00,50,208.42,10,אדום,2399
משהד,47,31.54,149,175.85,8.23,אדום,8473
מתן,30,41.67,72,198.35,10,אדום,3630
נאעורה,קטן מ-15,אין מידע,44,187.63,9.91,אדום,2345
נהריה,472,34.08,1385,234.00,10,אדום,59189
נווה דניאל,26,48.15,54,232.76,10,אדום,2320
נוף איילון,21,32.31,65,309.52,10,אדום,2100
נוף הגליל,280,28.87,970,231.23,10,אדום,41950
נופית,24,44.44,54,206.74,10,אדום,2612
נוקדים,30,57.69,52,201.24,10,אדום,2584
נחף,59,37.58,157,117.66,9.68,אדום,13343
ניצן,34,45.33,75,295.74,10,אדום,2536
נס ציונה,419,39.20,1069,211.55,10,אדום,50532
נעלה,43,66.15,65,274.84,10,אדום,2365
נצרת,485,33.54,1446,186.02,9.95,אדום,77734
נשר,155,30.63,506,211.30,10,אדום,23947
נתיבות,285,37.65,757,191.86,10,אדום,39456
נתניה,1493,33.99,4392,196.46,10,אדום,223562
סאג'ור,27,34.62,78,178.90,10,אדום,4360
סביון,34,39.53,86,212.61,9.86,אדום,4045
סולם,קטן מ-15,אין מידע,32,120.85,9.4,אדום,2648
סח'נין,273,41.74,654,202.98,10,אדום,32220
סלמה,25,53.19,47,138.28,9.6,אדום,3399
ע'ג'ר,קטן מ-15,אין מידע,18,66.82,10,אדום,2694
עוזייר,22,38.60,57,169.54,10,אדום,3362
עומר,108,50.47,214,282.73,10,אדום,7569
עיילבון,57,42.86,133,230.06,10,אדום,5781
עילוט,19,41.30,46,53.95,9.3,אדום,8527
עין מאהל,50,33.33,150,110.74,9.92,אדום,13545
עין נקובא,21,50.00,42,117.48,8.78,אדום,3575
עין קנייא,15,44.12,34,158.66,10,אדום,2143
עכו,370,35.10,1054,212.86,10,אדום,49517
עלי,91,53.85,169,376.81,10,אדום,4485
עלי זהב,121,62.69,193,504.84,10,אדום,3823
עמנואל,17,45.95,37,89.14,8.7,אדום,4151
עספיא,72,30.38,237,187.84,10,אדום,12617
עפולה,497,32.72,1519,267.22,10,אדום,56844
עפרה,40,41.24,97,313.61,10,אדום,3093
עץ אפרים,41,47.67,86,348.18,10,אדום,2470
עראבה,177,49.86,355,135.11,8.12,אדום,26274
ערד,180,34.68,519,191.02,10,אדום,27170
