period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
3_Month,0-9,1145391,416560,36.37
All,0-9,1660579,650671,39.18
1_Year,0-9,1507978,562349,37.29
6_Month,0-9,1387268,521820,37.61
1_Month,0-9,881275,345899,39.25
6_Month,10-19,1253320,532250,42.47
1_Month,10-19,695862,345439,49.64
All,10-19,1568588,696431,44.4
1_Year,10-19,1381575,566471,41
3_Month,10-19,1040999,455901,43.79
All,20-29,1356601,483264,35.62
3_Month,20-29,793511,293809,37.03
1_Month,20-29,506408,215334,42.52
6_Month,20-29,1021585,345556,33.83
1_Year,20-29,1170159,372500,31.83
All,30-39,1249752,465927,37.28
3_Month,30-39,775901,310468,40.01
1_Year,30-39,1097845,387520,35.3
6_Month,30-39,969992,363053,37.43
1_Month,30-39,534062,244378,45.76
All,40-49,1105620,410645,37.14
1_Year,40-49,971379,341538,35.16
6_Month,40-49,867410,320902,37
3_Month,40-49,712960,282799,39.67
1_Month,40-49,494174,221683,44.86
1_Month,50-59,346207,142528,41.17
All,50-59,836657,268821,32.13
1_Year,50-59,722412,214604,29.71
6_Month,50-59,639807,200652,31.36
3_Month,50-59,515634,180792,35.06
1_Month,60-69,272114,90233,33.16
3_Month,60-69,410514,118039,28.75
6_Month,60-69,511267,128994,25.23
1_Year,60-69,578737,139212,24.05
All,60-69,671596,175754,26.17
3_Month,70-79,244626,59666,24.39
1_Month,70-79,158963,44860,28.22
6_Month,70-79,308703,65072,21.08
1_Year,70-79,354731,71111,20.05
All,70-79,414784,90373,21.79
1_Month,80-89,66461,18349,27.61
3_Month,80-89,95511,23279,24.37
6_Month,80-89,120062,26025,21.68
1_Year,80-89,142809,28881,20.22
All,80-89,179148,39143,21.85
All,90+,47452,11216,23.64
1_Year,90+,35755,7752,21.68
6_Month,90+,29421,6973,23.7
3_Month,90+,23912,6248,26.13
1_Month,90+,17840,5030,28.2
