section,female,male,period,order_period
0-9,"{'amount': 4, 'percentage': 0}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.3}",3 חודשים,4
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 5, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 3, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.2}",חודש אחרון,5
10-19,"{'amount': 5, 'percentage': 0.1}","{'amount': 4, 'percentage': 0}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 2, 'percentage': 0}","{'amount': 2, 'percentage': 0}",שנה,2
20-29,"{'amount': 10, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 5, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.2}",6 חודשים,3
20-29,"{'amount': 3, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.1}",3 חודשים,4
20-29,"{'amount': 3, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
20-29,"{'amount': 19, 'percentage': 0.2}","{'amount': 24, 'percentage': 0.2}",מתחילת קורונה,1
30-39,"{'amount': 34, 'percentage': 0.4}","{'amount': 48, 'percentage': 0.5}",מתחילת קורונה,1
30-39,"{'amount': 3, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.4}",3 חודשים,4
30-39,"{'amount': 12, 'percentage': 0.4}","{'amount': 17, 'percentage': 0.6}",6 חודשים,3
30-39,"{'amount': 19, 'percentage': 0.4}","{'amount': 30, 'percentage': 0.7}",שנה,2
30-39,"{'amount': 3, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.2}",חודש אחרון,5
40-49,"{'amount': 39, 'percentage': 0.9}","{'amount': 69, 'percentage': 1.6}",שנה,2
40-49,"{'amount': 18, 'percentage': 0.6}","{'amount': 43, 'percentage': 1.5}",6 חודשים,3
40-49,"{'amount': 6, 'percentage': 0.5}","{'amount': 8, 'percentage': 0.6}",חודש אחרון,5
40-49,"{'amount': 73, 'percentage': 0.8}","{'amount': 113, 'percentage': 1.2}",מתחילת קורונה,1
40-49,"{'amount': 9, 'percentage': 0.6}","{'amount': 14, 'percentage': 0.9}",3 חודשים,4
50-59,"{'amount': 96, 'percentage': 2.3}","{'amount': 163, 'percentage': 3.8}",שנה,2
50-59,"{'amount': 55, 'percentage': 1.9}","{'amount': 96, 'percentage': 3.3}",6 חודשים,3
50-59,"{'amount': 27, 'percentage': 1.8}","{'amount': 38, 'percentage': 2.5}",3 חודשים,4
50-59,"{'amount': 21, 'percentage': 1.6}","{'amount': 28, 'percentage': 2.1}",חודש אחרון,5
50-59,"{'amount': 185, 'percentage': 1.9}","{'amount': 354, 'percentage': 3.6}",מתחילת קורונה,1
60-69,"{'amount': 262, 'percentage': 6.2}","{'amount': 376, 'percentage': 8.8}",שנה,2
60-69,"{'amount': 175, 'percentage': 6.1}","{'amount': 233, 'percentage': 8.1}",6 חודשים,3
60-69,"{'amount': 44, 'percentage': 3.3}","{'amount': 76, 'percentage': 5.7}",חודש אחרון,5
60-69,"{'amount': 500, 'percentage': 5.2}","{'amount': 910, 'percentage': 9.4}",מתחילת קורונה,1
60-69,"{'amount': 57, 'percentage': 3.7}","{'amount': 96, 'percentage': 6.3}",3 חודשים,4
70-79,"{'amount': 144, 'percentage': 9.4}","{'amount': 196, 'percentage': 12.8}",3 חודשים,4
70-79,"{'amount': 927, 'percentage': 9.6}","{'amount': 1484, 'percentage': 15.3}",מתחילת קורונה,1
70-79,"{'amount': 118, 'percentage': 8.9}","{'amount': 173, 'percentage': 13.1}",חודש אחרון,5
70-79,"{'amount': 294, 'percentage': 10.2}","{'amount': 390, 'percentage': 13.6}",6 חודשים,3
70-79,"{'amount': 456, 'percentage': 10.7}","{'amount': 588, 'percentage': 13.8}",שנה,2
80-89,"{'amount': 692, 'percentage': 16.3}","{'amount': 711, 'percentage': 16.7}",שנה,2
80-89,"{'amount': 289, 'percentage': 18.9}","{'amount': 285, 'percentage': 18.6}",3 חודשים,4
80-89,"{'amount': 485, 'percentage': 16.9}","{'amount': 496, 'percentage': 17.2}",6 חודשים,3
80-89,"{'amount': 253, 'percentage': 19.1}","{'amount': 261, 'percentage': 19.7}",חודש אחרון,5
80-89,"{'amount': 1553, 'percentage': 16}","{'amount': 1689, 'percentage': 17.4}",מתחילת קורונה,1
90+,"{'amount': 315, 'percentage': 10.9}","{'amount': 228, 'percentage': 7.9}",6 חודשים,3
90+,"{'amount': 1022, 'percentage': 10.5}","{'amount': 751, 'percentage': 7.7}",מתחילת קורונה,1
90+,"{'amount': 169, 'percentage': 12.8}","{'amount': 151, 'percentage': 11.4}",חודש אחרון,5
90+,"{'amount': 195, 'percentage': 12.7}","{'amount': 160, 'percentage': 10.5}",3 חודשים,4
90+,"{'amount': 414, 'percentage': 9.7}","{'amount': 301, 'percentage': 7.1}",שנה,2
