age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,360886,326979,1538337,23.5,21.3
20-29,1002603,922406,1300361,77.1,70.9
30-39,971954,909626,1197026,81.2,76
40-49,932581,878646,1098556,84.9,80
50-59,758096,715599,849966,89.2,84.2
60-69,669270,640568,741639,90.2,86.4
70-79,479817,464802,490784,97.8,94.7
80-89,215424,208530,225538,95.5,92.5
90+,50478,48131,51496,98,93.5
