section,female,male,period
0-,"{'amount': 9, 'percentage': 0.3}","{'amount': 5, 'percentage': 0.1}",שנה
0-,"{'amount': 6, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.1}",6 חודשים
0-,"{'amount': 4, 'percentage': 0.6}","{'amount': 1, 'percentage': 0.1}",3 חודשים
0-,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-,"{'amount': 9, 'percentage': 0.2}","{'amount': 7, 'percentage': 0.2}",מתחילת קורונה
10,"{'amount': 3, 'percentage': 0.4}","{'amount': 2, 'percentage': 0.3}",3 חודשים
10,"{'amount': 3, 'percentage': 0.1}","{'amount': 6, 'percentage': 0.3}",6 חודשים
10,"{'amount': 7, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.3}",שנה
10,"{'amount': 1, 'percentage': 0.9}","{'amount': 0, 'percentage': 0}",חודש אחרון
10,"{'amount': 8, 'percentage': 0.2}","{'amount': 12, 'percentage': 0.3}",מתחילת קורונה
20,"{'amount': 20, 'percentage': 1}","{'amount': 23, 'percentage': 1.1}",6 חודשים
20,"{'amount': 8, 'percentage': 1.1}","{'amount': 15, 'percentage': 2.1}",3 חודשים
20,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20,"{'amount': 36, 'percentage': 1}","{'amount': 31, 'percentage': 0.8}",מתחילת קורונה
20,"{'amount': 33, 'percentage': 1}","{'amount': 29, 'percentage': 0.8}",שנה
30,"{'amount': 48, 'percentage': 2.3}","{'amount': 32, 'percentage': 1.6}",6 חודשים
30,"{'amount': 64, 'percentage': 1.9}","{'amount': 47, 'percentage': 1.4}",שנה
30,"{'amount': 5, 'percentage': 4.7}","{'amount': 2, 'percentage': 1.9}",חודש אחרון
30,"{'amount': 27, 'percentage': 3.9}","{'amount': 16, 'percentage': 2.3}",3 חודשים
30,"{'amount': 67, 'percentage': 1.8}","{'amount': 58, 'percentage': 1.6}",מתחילת קורונה
40,"{'amount': 78, 'percentage': 2.3}","{'amount': 150, 'percentage': 4.4}",שנה
40,"{'amount': 83, 'percentage': 2.2}","{'amount': 161, 'percentage': 4.3}",מתחילת קורונה
40,"{'amount': 1, 'percentage': 0.9}","{'amount': 17, 'percentage': 15.9}",חודש אחרון
40,"{'amount': 23, 'percentage': 3.3}","{'amount': 55, 'percentage': 7.9}",3 חודשים
40,"{'amount': 54, 'percentage': 2.6}","{'amount': 102, 'percentage': 5}",6 חודשים
50,"{'amount': 14, 'percentage': 13.1}","{'amount': 22, 'percentage': 20.6}",חודש אחרון
50,"{'amount': 146, 'percentage': 3.9}","{'amount': 354, 'percentage': 9.6}",מתחילת קורונה
50,"{'amount': 141, 'percentage': 4.1}","{'amount': 328, 'percentage': 9.5}",שנה
50,"{'amount': 50, 'percentage': 7.1}","{'amount': 85, 'percentage': 12.1}",3 חודשים
50,"{'amount': 89, 'percentage': 4.3}","{'amount': 209, 'percentage': 10.2}",6 חודשים
60,"{'amount': 273, 'percentage': 7.9}","{'amount': 587, 'percentage': 17.1}",שנה
60,"{'amount': 64, 'percentage': 9.1}","{'amount': 92, 'percentage': 13.1}",3 חודשים
60,"{'amount': 9, 'percentage': 8.4}","{'amount': 11, 'percentage': 10.3}",חודש אחרון
60,"{'amount': 170, 'percentage': 8.3}","{'amount': 331, 'percentage': 16.1}",6 חודשים
60,"{'amount': 284, 'percentage': 7.7}","{'amount': 628, 'percentage': 17}",מתחילת קורונה
70,"{'amount': 338, 'percentage': 9.1}","{'amount': 675, 'percentage': 18.2}",מתחילת קורונה
70,"{'amount': 7, 'percentage': 6.5}","{'amount': 7, 'percentage': 6.5}",חודש אחרון
70,"{'amount': 69, 'percentage': 9.9}","{'amount': 85, 'percentage': 12.1}",3 חודשים
70,"{'amount': 200, 'percentage': 9.7}","{'amount': 345, 'percentage': 16.8}",6 חודשים
70,"{'amount': 319, 'percentage': 9.3}","{'amount': 623, 'percentage': 18.1}",שנה
80,"{'amount': 37, 'percentage': 5.3}","{'amount': 48, 'percentage': 6.9}",3 חודשים
80,"{'amount': 155, 'percentage': 7.5}","{'amount': 190, 'percentage': 9.2}",6 חודשים
80,"{'amount': 248, 'percentage': 7.2}","{'amount': 355, 'percentage': 10.3}",שנה
80,"{'amount': 4, 'percentage': 3.7}","{'amount': 5, 'percentage': 4.7}",חודש אחרון
80,"{'amount': 267, 'percentage': 7.2}","{'amount': 389, 'percentage': 10.5}",מתחילת קורונה
90,"{'amount': 63, 'percentage': 1.8}","{'amount': 67, 'percentage': 1.9}",שנה
90,"{'amount': 36, 'percentage': 1.8}","{'amount': 33, 'percentage': 1.6}",6 חודשים
90,"{'amount': 2, 'percentage': 1.9}","{'amount': 0, 'percentage': 0}",חודש אחרון
90,"{'amount': 72, 'percentage': 1.9}","{'amount': 78, 'percentage': 2.1}",מתחילת קורונה
90,"{'amount': 10, 'percentage': 1.4}","{'amount': 6, 'percentage': 0.9}",3 חודשים
