section,male,female,period
0-9,"{'amount': 6, 'percentage': 1.1}","{'amount': 3, 'percentage': 0.5}",3 חודשים
0-9,"{'amount': 1, 'percentage': 0.8}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 23, 'percentage': 1}","{'amount': 8, 'percentage': 0.3}",שנה
0-9,"{'amount': 17, 'percentage': 1.2}","{'amount': 8, 'percentage': 0.6}",6 חודשים
0-9,"{'amount': 31, 'percentage': 0.5}","{'amount': 15, 'percentage': 0.2}",מתחילת קורונה
10-19,"{'amount': 14, 'percentage': 0.6}","{'amount': 16, 'percentage': 0.7}",שנה
10-19,"{'amount': 9, 'percentage': 0.6}","{'amount': 10, 'percentage': 0.7}",6 חודשים
10-19,"{'amount': 3, 'percentage': 0.5}","{'amount': 3, 'percentage': 0.5}",3 חודשים
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 24, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 1.5}",חודש אחרון
20-29,"{'amount': 11, 'percentage': 0.8}","{'amount': 13, 'percentage': 0.9}",6 חודשים
20-29,"{'amount': 4, 'percentage': 0.7}","{'amount': 1, 'percentage': 0.2}",3 חודשים
20-29,"{'amount': 22, 'percentage': 0.9}","{'amount': 20, 'percentage': 0.8}",שנה
20-29,"{'amount': 54, 'percentage': 0.9}","{'amount': 57, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.8}",חודש אחרון
30-39,"{'amount': 15, 'percentage': 2.7}","{'amount': 9, 'percentage': 1.6}",3 חודשים
30-39,"{'amount': 48, 'percentage': 2}","{'amount': 36, 'percentage': 1.5}",שנה
30-39,"{'amount': 28, 'percentage': 2}","{'amount': 16, 'percentage': 1.1}",6 חודשים
30-39,"{'amount': 2, 'percentage': 1.5}","{'amount': 1, 'percentage': 0.8}",חודש אחרון
30-39,"{'amount': 102, 'percentage': 1.7}","{'amount': 104, 'percentage': 1.7}",מתחילת קורונה
40-49,"{'amount': 14, 'percentage': 2.6}","{'amount': 7, 'percentage': 1.3}",3 חודשים
40-49,"{'amount': 105, 'percentage': 4.4}","{'amount': 51, 'percentage': 2.1}",שנה
40-49,"{'amount': 52, 'percentage': 3.7}","{'amount': 21, 'percentage': 1.5}",6 חודשים
40-49,"{'amount': 5, 'percentage': 3.8}","{'amount': 4, 'percentage': 3.1}",חודש אחרון
40-49,"{'amount': 261, 'percentage': 4.3}","{'amount': 139, 'percentage': 2.3}",מתחילת קורונה
50-59,"{'amount': 44, 'percentage': 8}","{'amount': 17, 'percentage': 3.1}",3 חודשים
50-59,"{'amount': 14, 'percentage': 10.7}","{'amount': 3, 'percentage': 2.3}",חודש אחרון
50-59,"{'amount': 192, 'percentage': 8.1}","{'amount': 109, 'percentage': 4.6}",שנה
50-59,"{'amount': 108, 'percentage': 7.7}","{'amount': 56, 'percentage': 4}",6 חודשים
50-59,"{'amount': 548, 'percentage': 9.1}","{'amount': 253, 'percentage': 4.2}",מתחילת קורונה
60-69,"{'amount': 83, 'percentage': 15.1}","{'amount': 41, 'percentage': 7.5}",3 חודשים
60-69,"{'amount': 297, 'percentage': 12.5}","{'amount': 210, 'percentage': 8.8}",שנה
60-69,"{'amount': 164, 'percentage': 11.8}","{'amount': 94, 'percentage': 6.7}",6 חודשים
60-69,"{'amount': 18, 'percentage': 13.7}","{'amount': 11, 'percentage': 8.4}",חודש אחרון
60-69,"{'amount': 926, 'percentage': 15.3}","{'amount': 504, 'percentage': 8.3}",מתחילת קורונה
70-79,"{'amount': 98, 'percentage': 17.9}","{'amount': 57, 'percentage': 10.4}",3 חודשים
70-79,"{'amount': 28, 'percentage': 21.4}","{'amount': 14, 'percentage': 10.7}",חודש אחרון
70-79,"{'amount': 369, 'percentage': 15.5}","{'amount': 250, 'percentage': 10.5}",שנה
70-79,"{'amount': 226, 'percentage': 16.2}","{'amount': 144, 'percentage': 10.3}",6 חודשים
70-79,"{'amount': 1021, 'percentage': 16.9}","{'amount': 584, 'percentage': 9.7}",מתחילת קורונה
80-89,"{'amount': 68, 'percentage': 12.4}","{'amount': 44, 'percentage': 8}",3 חודשים
80-89,"{'amount': 15, 'percentage': 11.5}","{'amount': 7, 'percentage': 5.3}",חודש אחרון
80-89,"{'amount': 263, 'percentage': 11}","{'amount': 223, 'percentage': 9.4}",שנה
80-89,"{'amount': 179, 'percentage': 12.8}","{'amount': 143, 'percentage': 10.3}",6 חודשים
80-89,"{'amount': 640, 'percentage': 10.6}","{'amount': 477, 'percentage': 7.9}",מתחילת קורונה
90+,"{'amount': 47, 'percentage': 3.4}","{'amount': 48, 'percentage': 3.4}",6 חודשים
90+,"{'amount': 142, 'percentage': 2.3}","{'amount': 138, 'percentage': 2.3}",מתחילת קורונה
90+,"{'amount': 64, 'percentage': 2.7}","{'amount': 65, 'percentage': 2.7}",שנה
90+,"{'amount': 16, 'percentage': 2.9}","{'amount': 15, 'percentage': 2.7}",3 חודשים
90+,"{'amount': 2, 'percentage': 1.5}","{'amount': 3, 'percentage': 2.3}",חודש אחרון
