section,male,female,period
0-9,"{'amount': 17, 'percentage': 0.9}","{'amount': 10, 'percentage': 0.5}",3 חודשים
0-9,"{'amount': 1, 'percentage': 0.3}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 80, 'percentage': 0.7}","{'amount': 55, 'percentage': 0.5}",שנה
0-9,"{'amount': 54, 'percentage': 0.8}","{'amount': 36, 'percentage': 0.5}",6 חודשים
0-9,"{'amount': 111, 'percentage': 0.4}","{'amount': 73, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 41, 'percentage': 0.3}","{'amount': 35, 'percentage': 0.3}",שנה
10-19,"{'amount': 25, 'percentage': 0.4}","{'amount': 17, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 4, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.3}",3 חודשים
10-19,"{'amount': 77, 'percentage': 0.3}","{'amount': 78, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 1, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.3}",חודש אחרון
20-29,"{'amount': 40, 'percentage': 0.6}","{'amount': 26, 'percentage': 0.4}",6 חודשים
20-29,"{'amount': 11, 'percentage': 0.6}","{'amount': 4, 'percentage': 0.2}",3 חודשים
20-29,"{'amount': 93, 'percentage': 0.8}","{'amount': 97, 'percentage': 0.8}",שנה
20-29,"{'amount': 243, 'percentage': 0.8}","{'amount': 271, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 4, 'percentage': 1.1}","{'amount': 0, 'percentage': 0}",חודש אחרון
30-39,"{'amount': 18, 'percentage': 1}","{'amount': 17, 'percentage': 0.9}",3 חודשים
30-39,"{'amount': 216, 'percentage': 1.8}","{'amount': 222, 'percentage': 1.8}",שנה
30-39,"{'amount': 61, 'percentage': 0.9}","{'amount': 70, 'percentage': 1}",6 חודשים
30-39,"{'amount': 1, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.8}",חודש אחרון
30-39,"{'amount': 625, 'percentage': 2.2}","{'amount': 595, 'percentage': 2.1}",מתחילת קורונה
40-49,"{'amount': 34, 'percentage': 1.8}","{'amount': 19, 'percentage': 1}",3 חודשים
40-49,"{'amount': 463, 'percentage': 3.8}","{'amount': 333, 'percentage': 2.7}",שנה
40-49,"{'amount': 144, 'percentage': 2.1}","{'amount': 90, 'percentage': 1.3}",6 חודשים
40-49,"{'amount': 7, 'percentage': 1.9}","{'amount': 3, 'percentage': 0.8}",חודש אחרון
40-49,"{'amount': 1400, 'percentage': 4.8}","{'amount': 966, 'percentage': 3.3}",מתחילת קורונה
50-59,"{'amount': 72, 'percentage': 3.9}","{'amount': 41, 'percentage': 2.2}",3 חודשים
50-59,"{'amount': 16, 'percentage': 4.3}","{'amount': 8, 'percentage': 2.2}",חודש אחרון
50-59,"{'amount': 714, 'percentage': 5.9}","{'amount': 521, 'percentage': 4.3}",שנה
50-59,"{'amount': 302, 'percentage': 4.4}","{'amount': 204, 'percentage': 3}",6 חודשים
50-59,"{'amount': 2229, 'percentage': 7.7}","{'amount': 1566, 'percentage': 5.4}",מתחילת קורונה
60-69,"{'amount': 161, 'percentage': 8.7}","{'amount': 98, 'percentage': 5.3}",3 חודשים
60-69,"{'amount': 1176, 'percentage': 9.7}","{'amount': 879, 'percentage': 7.2}",שנה
60-69,"{'amount': 603, 'percentage': 8.8}","{'amount': 425, 'percentage': 6.2}",6 חודשים
60-69,"{'amount': 36, 'percentage': 9.7}","{'amount': 24, 'percentage': 6.5}",חודש אחרון
60-69,"{'amount': 3272, 'percentage': 11.3}","{'amount': 2214, 'percentage': 7.7}",מתחילת קורונה
70-79,"{'amount': 275, 'percentage': 14.8}","{'amount': 201, 'percentage': 10.8}",3 חודשים
70-79,"{'amount': 51, 'percentage': 13.8}","{'amount': 39, 'percentage': 10.5}",חודש אחרון
70-79,"{'amount': 1548, 'percentage': 12.8}","{'amount': 1216, 'percentage': 10}",שנה
70-79,"{'amount': 954, 'percentage': 14}","{'amount': 718, 'percentage': 10.5}",6 חודשים
70-79,"{'amount': 3661, 'percentage': 12.7}","{'amount': 2783, 'percentage': 9.6}",מתחילת קורונה
80-89,"{'amount': 297, 'percentage': 16}","{'amount': 269, 'percentage': 14.5}",3 חודשים
80-89,"{'amount': 49, 'percentage': 13.2}","{'amount': 57, 'percentage': 15.4}",חודש אחרון
80-89,"{'amount': 1526, 'percentage': 12.6}","{'amount': 1573, 'percentage': 13}",שנה
80-89,"{'amount': 1014, 'percentage': 14.9}","{'amount': 1049, 'percentage': 15.4}",6 חודשים
80-89,"{'amount': 3041, 'percentage': 10.5}","{'amount': 3150, 'percentage': 10.9}",מתחילת קורונה
90+,"{'amount': 433, 'percentage': 6.4}","{'amount': 553, 'percentage': 8.1}",6 חודשים
90+,"{'amount': 1030, 'percentage': 3.6}","{'amount': 1520, 'percentage': 5.3}",מתחילת קורונה
90+,"{'amount': 555, 'percentage': 4.6}","{'amount': 798, 'percentage': 6.6}",שנה
90+,"{'amount': 142, 'percentage': 7.7}","{'amount': 160, 'percentage': 8.6}",3 חודשים
90+,"{'amount': 33, 'percentage': 8.9}","{'amount': 36, 'percentage': 9.7}",חודש אחרון
