period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7763,1106,14.25
3_Month,0-9,18973,3107,16.38
6_Month,0-9,102926,43088,41.86
1_Year,0-9,1225082,536584,43.8
All,0-9,1714874,767584,44.76
1_Month,10-19,12663,3421,27.02
3_Month,10-19,29092,7143,24.55
6_Month,10-19,110398,43430,39.34
1_Year,10-19,1147730,575808,50.17
All,10-19,1631607,810447,49.67
1_Month,20-29,18453,5056,27.4
3_Month,20-29,41665,9565,22.96
6_Month,20-29,147664,57138,38.69
1_Year,20-29,1011199,428347,42.36
All,20-29,1477052,607758,41.15
1_Month,30-39,18700,5382,28.78
3_Month,30-39,41166,10817,26.28
6_Month,30-39,160717,70097,43.62
1_Year,30-39,983439,471493,47.94
All,30-39,1374996,616416,44.83
1_Month,40-49,19945,6061,30.39
3_Month,40-49,43187,12310,28.5
6_Month,40-49,158066,71748,45.39
1_Year,40-49,898665,442404,49.23
All,40-49,1221745,560659,45.89
1_Month,50-59,20500,6228,30.38
3_Month,50-59,43788,12940,29.55
6_Month,50-59,147164,69183,47.01
1_Year,50-59,705766,321710,45.58
All,50-59,957464,402083,41.99
1_Month,60-69,22546,6613,29.33
3_Month,60-69,49659,14960,30.13
6_Month,60-69,158598,76327,48.13
1_Year,60-69,595897,256246,43
All,60-69,791697,308908,39.02
1_Month,70-79,24217,6477,26.75
3_Month,70-79,51839,15603,30.1
6_Month,70-79,145394,70573,48.54
1_Year,70-79,397932,174058,43.74
All,70-79,517805,202291,39.07
1_Month,80-89,20271,3483,17.18
3_Month,80-89,34736,7710,22.2
6_Month,80-89,76025,32325,42.52
1_Year,80-89,156961,71144,45.33
All,80-89,221790,85748,38.66
1_Month,90+,7465,1080,14.47
3_Month,90+,11619,2100,18.07
6_Month,90+,21695,8309,38.3
1_Year,90+,37742,17759,47.05
All,90+,58259,22299,38.28
