name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
ביר אל-מכסור,8.5,אדום,62.7,0.104991394148,0.3863636363636001,83,אדום,2021-09-19T00:00:00.000Z,65.09,58.91,85.3
צור יצחק,4.8,צהוב,25.8,0.0153429602888,-0.3703703703704,22,צהוב,2021-09-19T00:00:00.000Z,58.92,56.86,33.4
טורעאן,9.6,אדום,203.9,0.1092124814264,1.1617647058823,367,אדום,2021-09-19T00:00:00.000Z,65.03,55.85,254.5
טייבה,8.7,אדום,146.7,0.1058405937399,0.6726342710997,829,אדום,2021-09-19T00:00:00.000Z,53.59,46.37,185.9
גבעת שמואל,6.1,כתום,37.1,0.0318471337579,-0.4924623115578,166,כתום,2021-09-19T00:00:00.000Z,69.97,66.86,60.9
ירכא,9.9,אדום,199.3,0.1211384935786,3.8732394366197,375,אדום,2021-09-19T00:00:00.000Z,59.76,49.57,216.0
רמת ישי,5.4,צהוב,35.5,0.029598308668,0.3999999999999999,39,צהוב,2021-09-19T00:00:00.000Z,76.42,74.39,49.4
קרית יערים,8.2,אדום,75.2,0.1146341463414,-0.4534883720931,84,אדום,2021-09-19T00:00:00.000Z,44.08,35.19,134.4
צור משה,4.6,ירוק,15.1,0.0180505415162,0, קטן מ-15 ,ירוק,2021-09-19T00:00:00.000Z,63.85,61.41,
קרית עקרון,6.9,צהוב,53.5,0.0559371933267,-0.2337662337663,92,צהוב,2021-09-19T00:00:00.000Z,65.86,62.06,83.4
רכסים,9.9,אדום,133.4,0.2489331436699,-0.12,254,אדום,2021-09-19T00:00:00.000Z,40.91,31.89,192.5
כפר יונה,6.6,כתום,55.5,0.0471544715447,-0.1618497109827,224,כתום,2021-09-19T00:00:00.000Z,66.17,63.30,85.7
אבו רוקייק (שבט),5.5,כתום,10.8,0.1063829787234,0,16,כתום,2021-09-19T00:00:00.000Z,10.69,8.81,15.7
עראבה,7.9,אדום,109.2,0.0830199595024,0.7185628742514001,354,אדום,2021-09-19T00:00:00.000Z,61.73,53.06,134.7
עספיא,7.4,כתום,40.4,0.0699588477366,0.59375,68,כתום,2021-09-19T00:00:00.000Z,62.62,55.46,53.9
כפר קאסם,7.9,אדום,89.9,0.1108299595141,0.1295336787564001,287,אדום,2021-09-19T00:00:00.000Z,57.70,47.59,118.4
גבעת ברנר,4.1,צהוב,18.8,0.0134770889487,0, קטן מ-15 ,צהוב,2021-09-19T00:00:00.000Z,69.68,68.03,
שתולים,6.3,כתום,52.6,0.0588235294117,-0.08333333333339998,18,כתום,2021-09-19T00:00:00.000Z,67.13,62.83,86.0
כפר מנדא,6.1,צהוב,19.9,0.0988235294117,0.8636363636363,59,צהוב,2021-09-19T00:00:00.000Z,54.42,46.26,28.6
הוד השרון,5.4,צהוב,27.6,0.0239904038384,-0.3115384615385,298,צהוב,2021-09-19T00:00:00.000Z,74.26,72.09,46.0
חשמונאים,9,כתום,157.1,0.074074074074,0.4482758620689,57,כתום,2021-09-19T00:00:00.000Z,מעל 90%,מעל 90%,213.2
הרצליה,5.9,צהוב,32.1,0.0307335459553,-0.2337349397591,541,צהוב,2021-09-19T00:00:00.000Z,76.52,73.96,54.5
שערי תקווה,5.4,כתום,28.1,0.035343035343,-0.5277777777778,33,כתום,2021-09-19T00:00:00.000Z,67.70,64.49,54.6
נעלה,8.7,אדום,97.3,0.0714285714285,-0.2333333333334,36,אדום,2021-09-19T00:00:00.000Z,59.45,56.87,152.2
כפר אדומים,6.9,צהוב,42.3,0.0464601769911,-0.2,33,צהוב,2021-09-19T00:00:00.000Z,62.09,58.96,69.8
שמשית,5.6,צהוב,43.7,0.0332326283987,0.1000000000000001,16,צהוב,2021-09-19T00:00:00.000Z,87.09,84.95,63.5
נצרת,8,כתום,74.0,0.0736868944416,0.5753424657534001,769,כתום,2021-09-19T00:00:00.000Z,61.88,54.48,98.9
טבריה,8,כתום,91.3,0.1032528339083,0.3717105263156999,602,כתום,2021-09-19T00:00:00.000Z,59.44,55.01,131.8
יהוד,6.8,כתום,55.3,0.0457804743519,-0.3941605839417,268,כתום,2021-09-19T00:00:00.000Z,74.88,71.45,89.3
אכסאל,9.9,כתום,125.7,0.1157575757575,2.375,217,כתום,2021-09-19T00:00:00.000Z,62.56,54.91,144.3
ג'דיידה-מכר,8.4,אדום,112.0,0.0961923847695,0.7573529411764,269,אדום,2021-09-19T00:00:00.000Z,63.42,55.12,126.1
מתן,3.8,ירוק,11.0,0.0097323600973,-0.2307692307693, קטן מ-15 ,ירוק,2021-09-19T00:00:00.000Z,77.36,74.41,
לקיה,9.5,אדום,86.9,0.1497641509433,2.96875,148,אדום,2021-09-19T00:00:00.000Z,27.84,22.52,101.3
קצרין,7.6,צהוב,38.6,0.0519031141868,-0.1714285714286,48,צהוב,2021-09-19T00:00:00.000Z,67.04,64.18,63.9
אופקים,8.3,אדום,92.7,0.0911577028258,-0.3914807302232,585,אדום,2021-09-19T00:00:00.000Z,58.75,53.32,180.7
מגדל העמק,7.3,כתום,71.3,0.066200809121,-0.2489795918368,249,כתום,2021-09-19T00:00:00.000Z,68.69,64.32,96.5
קרית טבעון,5.8,כתום,27.9,0.0302670623145,-0.3703703703704,86,כתום,2021-09-19T00:00:00.000Z,72.50,70.34,47.1
מסעדה,9.4,צהוב,122.5,0.20814479638,3.6,49,צהוב,2021-09-19T00:00:00.000Z,71.13,61.25,130.5
ערערה,9,אדום,115.6,0.1158512720156,0.8789808917197,379,אדום,2021-09-19T00:00:00.000Z,48.18,40.82,148.5
חולון,6.4,כתום,44.9,0.0533252720677,-0.3,1389,כתום,2021-09-19T00:00:00.000Z,69.39,65.96,70.7
פתח תקווה,6.8,כתום,53.1,0.0515684595625,-0.2619311875694,2085,כתום,2021-09-19T00:00:00.000Z,70.96,66.80,83.3
תקוע,7.5,אדום,100.3,0.0553359683794,-0.2222222222223,63,אדום,2021-09-19T00:00:00.000Z,48.45,45.68,150.4
סח'נין,8.4,כתום,111.4,0.092659137577,1.7829457364341,433,כתום,2021-09-19T00:00:00.000Z,66.37,56.66,134.4
גבעתיים,5.1,צהוב,19.1,0.0223739097459,-0.3409090909091,188,צהוב,2021-09-19T00:00:00.000Z,71.89,69.95,30.9
באר שבע,7.2,כתום,65.8,0.0619171785919,0.09313338595099996,1904,כתום,2021-09-19T00:00:00.000Z,71.79,67.46,90.4
חדרה,6.8,כתום,51.7,0.0544522741832,-0.2658045977012,865,כתום,2021-09-19T00:00:00.000Z,67.15,63.40,87.4
סולם,7.1,צהוב,64.2,0.0742358078602,0.7,17,צהוב,2021-09-19T00:00:00.000Z,73.38,65.29,64.2
ברקת,8.9,אדום,118.8,0.1256281407035,-0.3421052631579,35,אדום,2021-09-19T00:00:00.000Z,42.14,37.05,166.3
אלון שבות,5.3,כתום,35.4,0.0311688311688,-0.1538461538462,16,כתום,2021-09-19T00:00:00.000Z,79.68,74.12,51.4
יקיר,4.7,צהוב,25.2,0.0223048327137,0, קטן מ-15 ,צהוב,2021-09-19T00:00:00.000Z,61.38,57.40,
תפרח,9.2,אדום,120.4,0.1911764705882,-0.46,57,אדום,2021-09-19T00:00:00.000Z,41.55,29.25,254.1
אבו גוש,6.4,צהוב,47.1,0.0254295532646,1.6428571428571,49,צהוב,2021-09-19T00:00:00.000Z,מעל 90%,85.63,62.3
אבו ג'ווייעד (שבט),7,צהוב,40.9,0.0317725752508,0.4615384615384,41,צהוב,2021-09-19T00:00:00.000Z,44.98,40.98,88.2
אריאל,5.5,צהוב,29.8,0.0322404371584,-0.4351851851852,105,צהוב,2021-09-19T00:00:00.000Z,65.05,62.16,51.2
מייסר,9.6,אדום,145.8,0.1321585903083,0.1111111111111001,46,אדום,2021-09-19T00:00:00.000Z,64.37,58.34,223.6
ריינה,8.1,כתום,55.4,0.0780089153046,0.7966101694915,162,כתום,2021-09-19T00:00:00.000Z,49.54,42.93,84.7
סאג'ור,6.8,כתום,52.8,0.0522727272727,0.1499999999999999,31,כתום,2021-09-19T00:00:00.000Z,69.72,61.56,71.1
