name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,61
אל מקאסד,,,0
שמיר,,74.41077423095703,20
וולפסון,,77.7452392578125,22
זיו צפת,,80.97982788085938,16
הלל יפה,,96.11650848388672,15
נהריה,,82.876708984375,18
ברזילי,,81.62251281738281,15
פוריה,,75.49295806884766,22
סוראסקי,,100.5977783203125,38
בני ציון,,83.60276794433594,14
רבין ק. בילינסון,,91.29916381835938,44
סורוקה,,74.59505462646484,38
מאיר,,83.03341674804688,24
קפלן,,83.21554565429688,38
"רמב""ם",,86.3729476928711,33
הכרמל,,69.52965545654297,6
רבין ק. השרון,,69.29460906982422,13
הדסה עין כרם,,100.2645492553711,42
הסקוטי,,,0
המשפחה הקדושה,,,0
שערי צדק,,104.6172561645508,12
לניאדו,,116.1559906005859,24
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,,0
אסותא אשדוד,,,4
שניידר,,,0
יוספטל,,,0
סנט וינסנט,,,0
סנט ג'וזף,,,0
המרכזי בעמק,,74.10423278808594,35
