cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,83,14.60,5.18,צהוב,56844
Akko,קטן מ-15,אין מידע,43,8.68,3.45,ירוק,49517
Arad,קטן מ-15,אין מידע,31,11.41,4.38,ירוק,27170
Ari'el,קטן מ-15,אין מידע,24,11.71,6.69,כתום,20488
Ashdod,29,13.06,222,9.81,5.26,צהוב,226329
Ashqelon,קטן מ-15,אין מידע,199,13.59,5.53,צהוב,146442
Bat Yam,קטן מ-15,אין מידע,126,9.86,4.17,ירוק,127772
Be'er Sheva,32,8.91,359,17.04,5.13,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,21,7.29,5.06,צהוב,28818
Bene Beraq,קטן מ-15,אין מידע,91,4.37,3.77,ירוק,208031
Bet She'an,קטן מ-15,אין מידע,21,11.06,3.36,ירוק,18980
Bet Shemesh,קטן מ-15,אין מידע,47,3.55,3.49,ירוק,132210
Dimona,קטן מ-15,אין מידע,34,9.73,4.33,ירוק,34954
Elat,קטן מ-15,אין מידע,32,6.09,5.31,צהוב,52507
Gan Yavne,קטן מ-15,אין מידע,20,8.37,7.76,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,22,10.23,5.12,צהוב,21508
Gedera,קטן מ-15,אין מידע,27,9.37,2.24,ירוק,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,25,9.18,5.33,צהוב,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,18,9.37,5.83,צהוב,19205
Giv'atayim,קטן מ-15,אין מידע,53,8.71,4.73,צהוב,60872
Hadera,קטן מ-15,אין מידע,112,11.32,4.69,צהוב,98928
Haifa,22,6.53,337,11.83,4.95,צהוב,284981
Herzliyya,קטן מ-15,אין מידע,86,8.67,4.59,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,65,10.04,4.37,ירוק,64755
Holon,20,9.90,202,10.28,5.39,צהוב,196510
Jerusalem,44,7.75,568,5.96,3.93,ירוק,952916
