gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,382,1.4,0,0,1,0.7,4,0.8,77,3.1
זכר,0-9,3 חודשים,1347,1.3,0,0,1,0.3,5,0.4,156,2.8
זכר,0-9,שנה,247899,9.1,3,0.1,20,1,63,0.6,1857,4.7
זכר,0-9,מתחילת קורונה,443233,9.4,8,0.1,35,0.5,129,0.4,3441,3.7
זכר,0-9,6 חודשים,5723,2.5,0,0,4,0.7,9,0.4,356,3.1
נקבה,0-9,מתחילת קורונה,365240,7.7,4,0,18,0.3,82,0.2,2763,2.9
נקבה,0-9,חודש אחרון,344,1.2,0,0,1,0.7,4,0.8,54,2.2
נקבה,0-9,3 חודשים,1382,1.4,0,0,1,0.3,4,0.3,98,1.8
נקבה,0-9,שנה,191517,7,2,0.1,11,0.5,42,0.4,1475,3.7
נקבה,0-9,6 חודשים,5460,2.4,0,0,2,0.3,6,0.2,252,2.2
זכר,10-19,3 חודשים,3152,3.1,0,0,0,0,2,0.2,25,0.4
זכר,10-19,שנה,221081,8.1,3,0.1,11,0.5,25,0.2,407,1
זכר,10-19,מתחילת קורונה,442880,9.4,6,0,25,0.4,83,0.3,1108,1.2
זכר,10-19,חודש אחרון,845,3,0,0,0,0,2,0.4,12,0.5
זכר,10-19,6 חודשים,6904,3,0,0,1,0.2,3,0.1,73,0.6
נקבה,10-19,חודש אחרון,1207,4.3,0,0,1,0.7,2,0.4,14,0.6
נקבה,10-19,3 חודשים,4502,4.4,0,0,1,0.3,4,0.3,33,0.6
נקבה,10-19,מתחילת קורונה,435440,9.2,7,0.1,24,0.4,84,0.3,1251,1.3
נקבה,10-19,שנה,214464,7.9,2,0.1,9,0.4,19,0.2,448,1.1
נקבה,10-19,6 חודשים,9127,4,0,0,1,0.2,4,0.2,70,0.6
זכר,20-29,מתחילת קורונה,274081,5.8,26,0.2,61,0.9,254,0.8,1722,1.8
זכר,20-29,3 חודשים,4489,4.4,1,0.3,3,1,3,0.3,45,0.8
זכר,20-29,שנה,130639,4.8,4,0.1,17,0.8,44,0.4,487,1.2
זכר,20-29,חודש אחרון,1412,5,0,0,0,0,3,0.6,19,0.8
זכר,20-29,6 חודשים,9686,4.2,2,0.2,6,1,10,0.4,108,0.9
נקבה,20-29,מתחילת קורונה,389397,8.2,22,0.2,64,0.9,287,0.9,5541,5.9
