period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,127324,37684,29.6
3_Month,0-9,1118838,470869,42.09
6_Month,0-9,1252506,498090,39.77
1_Year,0-9,1483098,605649,40.84
All,0-9,1677701,713305,42.52
1_Month,10-19,129923,39374,30.31
3_Month,10-19,1014648,509483,50.21
6_Month,10-19,1154992,534285,46.26
1_Year,10-19,1371224,614091,44.78
All,10-19,1589515,759131,47.76
1_Month,20-29,172468,42433,24.6
3_Month,20-29,809761,347881,42.96
6_Month,20-29,979310,359765,36.74
1_Year,20-29,1180718,417663,35.37
All,20-29,1399780,540046,38.58
1_Month,30-39,168755,44864,26.59
3_Month,30-39,799271,371071,46.43
6_Month,30-39,939629,383869,40.85
1_Year,30-39,1118783,442544,39.56
All,30-39,1296098,529601,40.86
1_Month,40-49,165347,42931,25.96
3_Month,40-49,735733,340677,46.3
6_Month,40-49,852558,351078,41.18
1_Year,40-49,998307,396634,39.73
All,40-49,1148340,471526,41.06
1_Month,50-59,148057,32657,22.06
3_Month,50-59,546319,224201,41.04
6_Month,50-59,645578,229795,35.6
1_Year,50-59,757617,255959,33.78
All,50-59,880749,313765,35.62
1_Month,60-69,132328,24735,18.69
3_Month,60-69,443172,150238,33.9
6_Month,60-69,524622,153774,29.31
1_Year,60-69,615186,170463,27.71
All,60-69,713122,209183,29.33
1_Month,70-79,90127,15446,17.14
3_Month,70-79,271377,79356,29.24
6_Month,70-79,323680,81197,25.09
1_Year,70-79,382848,90361,23.6
All,70-79,446496,110882,24.83
1_Month,80-89,38112,5279,13.85
3_Month,80-89,104005,30343,29.17
6_Month,80-89,122749,31037,25.28
1_Year,80-89,150082,35450,23.62
All,80-89,190237,46440,24.41
1_Month,90+,10171,1129,11.1
3_Month,90+,25056,7794,31.11
6_Month,90+,29298,7949,27.13
1_Year,90+,36390,9128,25.08
All,90+,49676,12799,25.76
