cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,48,8.44,5.38,צהוב,56844
Akko,קטן מ-15,אין מידע,35,7.07,2.95,ירוק,49517
Ashdod,קטן מ-15,אין מידע,145,6.41,4.85,צהוב,226329
Ashqelon,קטן מ-15,אין מידע,127,8.67,5.6,צהוב,146442
Bat Yam,קטן מ-15,אין מידע,112,8.77,5.49,צהוב,127772
Be'er Sheva,21,10.66,197,9.35,4,ירוק,210624
Bene Beraq,קטן מ-15,אין מידע,33,1.59,2.49,ירוק,208031
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,18,11.27,6.94,כתום,15971
Elat,קטן מ-15,אין מידע,18,3.43,4.32,ירוק,52507
Even Yehuda,קטן מ-15,אין מידע,20,14.25,4.38,ירוק,14036
Ganne Tiqwa,קטן מ-15,אין מידע,37,17.20,5.91,צהוב,21508
Gedera,קטן מ-15,אין מידע,18,6.25,2.49,ירוק,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,27,9.91,3.81,ירוק,27236
Giv'atayim,0,0,40,6.57,5,צהוב,60872
Hadera,קטן מ-15,אין מידע,98,9.91,5.74,צהוב,98928
Haifa,16,4.64,345,12.11,5.14,צהוב,284981
Herzliyya,קטן מ-15,אין מידע,81,8.16,4.79,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,69,10.66,4.78,צהוב,64755
Holon,קטן מ-15,אין מידע,167,8.50,5.34,צהוב,196510
Jerusalem,16,5.93,270,2.83,3.1,ירוק,952916
Karmi'el,קטן מ-15,אין מידע,71,15.37,6.14,כתום,46190
Kefar Sava,קטן מ-15,אין מידע,133,13.08,4.72,צהוב,101664
Kefar Yona,0,0,29,11.09,5,צהוב,26140
Lod,קטן מ-15,אין מידע,18,2.23,2.8,ירוק,80786
Ma'ale Adummim,קטן מ-15,אין מידע,21,5.56,4.36,ירוק,37802
Mazkeret Batya,קטן מ-15,אין מידע,19,12.59,5.22,צהוב,15095
Mevasseret Ziyyon,0,0,29,11.91,4.67,צהוב,24347
Migdal Haemeq,קטן מ-15,אין מידע,25,9.69,4.55,צהוב,25790
Modi'in-Makkabbim-Re'ut,16,22.22,72,7.60,4.93,צהוב,94744
Nahariyya,קטן מ-15,אין מידע,51,8.62,5.6,צהוב,59189
Nes Ziyyona,קטן מ-15,אין מידע,55,10.88,5.29,צהוב,50532
Nesher,קטן מ-15,אין מידע,27,11.27,5.38,צהוב,23947
Netanya,קטן מ-15,אין מידע,205,9.17,4.84,צהוב,223562
Nof Hagalil,קטן מ-15,אין מידע,38,9.06,5.44,צהוב,41950
Or Aqiva,0,0,16,8.24,7.11,כתום,19417
Or Yehuda,קטן מ-15,אין מידע,23,6.29,4.97,צהוב,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,32,7.33,4.37,ירוק,43646
Pardesiyya,קטן מ-15,אין מידע,23,34.60,7.16,כתום,6647
Petah Tiqwa,23,9.54,241,9.62,4.81,צהוב,250427
Qadima-Zoran,0,0,18,7.93,5.75,צהוב,22711
Qiryat Atta,0,0,48,8.10,4.27,ירוק,59291
Qiryat Bialik,קטן מ-15,אין מידע,60,14.41,6.91,כתום,41645
Qiryat Gat,קטן מ-15,אין מידע,44,7.51,6.11,כתום,58550
Qiryat Motzkin,קטן מ-15,אין מידע,62,13.64,6.1,כתום,45461
Qiryat Ono,קטן מ-15,אין מידע,49,12.02,5.2,צהוב,40778
Qiryat Tiv'on,0,0,21,11.50,5.84,צהוב,18266
Qiryat Yam,קטן מ-15,אין מידע,42,10.66,4.99,צהוב,39389
Ra'annana,קטן מ-15,אין מידע,114,14.81,4.74,צהוב,76958
Ramat Gan,קטן מ-15,אין מידע,160,9.60,4.95,צהוב,166746
Ramat Hasharon,0,0,47,9.90,4.35,ירוק,47482
Ramla,קטן מ-15,אין מידע,32,4.16,4.02,ירוק,76903
Rehovot,קטן מ-15,אין מידע,143,9.78,5.54,צהוב,146213
Rishon Leziyyon,15,5.54,271,10.59,4.97,צהוב,255891
Rosh Haayin,קטן מ-15,אין מידע,45,6.68,4.47,ירוק,67337
Sederot,קטן מ-15,אין מידע,16,5.54,4.39,ירוק,28899
Tel Aviv - Yafo,24,6.72,357,7.13,4.45,ירוק,501015
Tel Mond,קטן מ-15,אין מידע,21,15.60,4.99,צהוב,13461
Tiberias,קטן מ-15,אין מידע,42,9.19,4.4,ירוק,45686
Tirat Karmel,קטן מ-15,אין מידע,17,7.00,4.76,צהוב,24285
Yavne,קטן מ-15,אין מידע,42,8.44,5.6,צהוב,49759
Yehud,קטן מ-15,אין מידע,28,9.33,4.54,צהוב,30003
Yoqne'am Illit,קטן מ-15,אין מידע,23,9.56,5.18,צהוב,24061
Zikhron Ya'aqov,0,0,25,10.64,5.76,צהוב,23503
