coronaOccupancy,isolatedTeam,name,normalOccupancy
182,84,הדסה עין כרם,110.1214599609375
110.00000000000001,39,סוראסקי,105.5508117675781
104,65,שיבא,96.45569610595703
102,55,שערי צדק,94.47174072265625
100,35,שמיר (אסף הרופא),65.5443344116211
66,50,קפלן,96.20938873291016
64,44,הלל יפה,75.1456298828125
62,55,מאיר,74.1645278930664
62,24,וולפסון,70.42459869384766
60,35,לניאדו,1.114206075668335
57.99999999999999,52,רבין ק. בילינסון,96.76646423339844
56.00000000000001,50,ברזילי,72.5
52,43,מעייני הישועה,88.8178939819336
48,47,סורוקה,70.8948745727539
46,26,המרכזי בעמק,77.06896209716797
44,37,"רמב""ם",89.0721664428711
38,6,השרון ק. גולדה,57.26140975952148
36,23,אסותא אשדוד,
32,135,נהריה,75.38035583496094
30,21,פוריה,61.97183227539063
28.000000000000004,7,זיו צפת,80.97982788085938
28.000000000000004,23,הכרמל,75.8691177368164
26,27,בני ציון,80.6004638671875
22,46,הסקוטי,82.7067642211914
0,0,"מר""ג דורות נתניה",
0,0,מ.גריאטרי פרדס חנה,
0,5,יוספטל,58.46154022216797
0,0,סנט ג'וזף,
0,0,עמל בשרון - רעננה,
0,0,נאות התיכון,
0,4,אסותא ראשון לציון,
0,0,אל מקאסד,
0,23,המשפחה הקדושה,155
0,0,הסהר האדום,
0,25,הר הצופים,79.51388549804688
0,12,הצרפתי,64.17910766601562
0,14,אלישע,
0,2,אסותא באר שבע,
0,3,אסותא חיפה,
0,4,אסותא רמת החייל,
0,23,שניידר,84.38818359375
