age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,343310,307644,1538337,22.3,20
20-29,993879,906076,1300361,76.4,69.7
30-39,963441,895546,1197026,80.5,74.8
40-49,927634,870820,1098556,84.4,79.3
50-59,756701,712461,849966,89,83.8
60-69,667624,637541,741639,90,86
70-79,482884,466815,490784,98.4,95.1
80-89,216251,208659,225538,95.9,92.5
90+,51156,48514,51496,99.3,94.2
