section,male,female,period
0-9,"{'amount': 61728, 'percentage': 7.4}","{'amount': 58315, 'percentage': 7}",מתחילת קורונה
0-9,"{'amount': 21929, 'percentage': 11.1}","{'amount': 20712, 'percentage': 10.5}",3 חודשים
0-9,"{'amount': 45620, 'percentage': 8.8}","{'amount': 42932, 'percentage': 8.3}",6 חודשים
0-9,"{'amount': 61270, 'percentage': 7.5}","{'amount': 57858, 'percentage': 7.1}",שנה
0-9,"{'amount': 533, 'percentage': 10.5}","{'amount': 491, 'percentage': 9.6}",חודש אחרון
10-19,"{'amount': 92375, 'percentage': 11.1}","{'amount': 84124, 'percentage': 10.1}",מתחילת קורונה
10-19,"{'amount': 91186, 'percentage': 11.2}","{'amount': 83112, 'percentage': 10.2}",שנה
10-19,"{'amount': 55102, 'percentage': 10.6}","{'amount': 57066, 'percentage': 11}",6 חודשים
10-19,"{'amount': 21482, 'percentage': 10.9}","{'amount': 22800, 'percentage': 11.5}",3 חודשים
10-19,"{'amount': 635, 'percentage': 12.5}","{'amount': 783, 'percentage': 15.4}",חודש אחרון
20-29,"{'amount': 77194, 'percentage': 9.3}","{'amount': 80623, 'percentage': 9.7}",מתחילת קורונה
20-29,"{'amount': 75112, 'percentage': 9.2}","{'amount': 79085, 'percentage': 9.7}",שנה
20-29,"{'amount': 43068, 'percentage': 8.3}","{'amount': 50519, 'percentage': 9.8}",6 חודשים
20-29,"{'amount': 276, 'percentage': 5.4}","{'amount': 349, 'percentage': 6.9}",חודש אחרון
20-29,"{'amount': 16274, 'percentage': 8.2}","{'amount': 19935, 'percentage': 10.1}",3 חודשים
30-39,"{'amount': 34034, 'percentage': 6.6}","{'amount': 38572, 'percentage': 7.5}",6 חודשים
30-39,"{'amount': 56039, 'percentage': 6.8}","{'amount': 60143, 'percentage': 7.3}",מתחילת קורונה
30-39,"{'amount': 259, 'percentage': 5.1}","{'amount': 358, 'percentage': 7}",חודש אחרון
30-39,"{'amount': 12889, 'percentage': 6.5}","{'amount': 14950, 'percentage': 7.6}",3 חודשים
30-39,"{'amount': 54831, 'percentage': 6.7}","{'amount': 59275, 'percentage': 7.3}",שנה
40-49,"{'amount': 27647, 'percentage': 5.3}","{'amount': 31862, 'percentage': 6.2}",6 חודשים
40-49,"{'amount': 46580, 'percentage': 5.6}","{'amount': 51713, 'percentage': 6.2}",מתחילת קורונה
40-49,"{'amount': 249, 'percentage': 4.9}","{'amount': 279, 'percentage': 5.5}",חודש אחרון
40-49,"{'amount': 9431, 'percentage': 4.8}","{'amount': 11004, 'percentage': 5.6}",3 חודשים
40-49,"{'amount': 45508, 'percentage': 5.6}","{'amount': 50866, 'percentage': 6.3}",שנה
50-59,"{'amount': 34741, 'percentage': 4.2}","{'amount': 37572, 'percentage': 4.5}",מתחילת קורונה
50-59,"{'amount': 130, 'percentage': 2.6}","{'amount': 181, 'percentage': 3.6}",חודש אחרון
50-59,"{'amount': 6011, 'percentage': 3}","{'amount': 6968, 'percentage': 3.5}",3 חודשים
50-59,"{'amount': 19891, 'percentage': 3.8}","{'amount': 22122, 'percentage': 4.3}",6 חודשים
50-59,"{'amount': 33733, 'percentage': 4.1}","{'amount': 36734, 'percentage': 4.5}",שנה
60-69,"{'amount': 119, 'percentage': 2.3}","{'amount': 143, 'percentage': 2.8}",חודש אחרון
60-69,"{'amount': 3165, 'percentage': 1.6}","{'amount': 3867, 'percentage': 2}",3 חודשים
60-69,"{'amount': 12763, 'percentage': 2.5}","{'amount': 13550, 'percentage': 2.6}",6 חודשים
60-69,"{'amount': 22888, 'percentage': 2.8}","{'amount': 22682, 'percentage': 2.8}",שנה
60-69,"{'amount': 23726, 'percentage': 2.9}","{'amount': 23272, 'percentage': 2.8}",מתחילת קורונה
70-79,"{'amount': 6365, 'percentage': 1.2}","{'amount': 6969, 'percentage': 1.3}",6 חודשים
70-79,"{'amount': 1481, 'percentage': 0.8}","{'amount': 1952, 'percentage': 1}",3 חודשים
70-79,"{'amount': 77, 'percentage': 1.5}","{'amount': 88, 'percentage': 1.7}",חודש אחרון
70-79,"{'amount': 11916, 'percentage': 1.4}","{'amount': 11917, 'percentage': 1.4}",מתחילת קורונה
70-79,"{'amount': 11444, 'percentage': 1.4}","{'amount': 11559, 'percentage': 1.4}",שנה
80-89,"{'amount': 5291, 'percentage': 0.6}","{'amount': 7289, 'percentage': 0.9}",מתחילת קורונה
80-89,"{'amount': 5103, 'percentage': 0.6}","{'amount': 7052, 'percentage': 0.9}",שנה
80-89,"{'amount': 759, 'percentage': 0.4}","{'amount': 1214, 'percentage': 0.6}",3 חודשים
80-89,"{'amount': 47, 'percentage': 0.9}","{'amount': 55, 'percentage': 1.1}",חודש אחרון
80-89,"{'amount': 2904, 'percentage': 0.6}","{'amount': 4299, 'percentage': 0.8}",6 חודשים
90+,"{'amount': 1337, 'percentage': 0.2}","{'amount': 2785, 'percentage': 0.3}",שנה
90+,"{'amount': 12, 'percentage': 0.2}","{'amount': 25, 'percentage': 0.5}",חודש אחרון
90+,"{'amount': 202, 'percentage': 0.1}","{'amount': 398, 'percentage': 0.2}",3 חודשים
90+,"{'amount': 811, 'percentage': 0.2}","{'amount': 1610, 'percentage': 0.3}",6 חודשים
90+,"{'amount': 1404, 'percentage': 0.2}","{'amount': 2936, 'percentage': 0.4}",מתחילת קורונה
