section,female,male,period,order_period
0-9,"{'amount': 1972, 'percentage': 10.5}","{'amount': 1982, 'percentage': 10.5}",חודש אחרון,5
0-9,"{'amount': 56956, 'percentage': 7.2}","{'amount': 59819, 'percentage': 7.5}",שנה,2
0-9,"{'amount': 25588, 'percentage': 10}","{'amount': 27030, 'percentage': 10.6}",6 חודשים,3
0-9,"{'amount': 2107, 'percentage': 10.1}","{'amount': 2113, 'percentage': 10.1}",3 חודשים,4
0-9,"{'amount': 59169, 'percentage': 7}","{'amount': 62265, 'percentage': 7.3}",מתחילת קורונה,1
10-19,"{'amount': 86446, 'percentage': 10.2}","{'amount': 93603, 'percentage': 11}",מתחילת קורונה,1
10-19,"{'amount': 2140, 'percentage': 11.4}","{'amount': 1857, 'percentage': 9.9}",חודש אחרון,5
10-19,"{'amount': 2546, 'percentage': 12.2}","{'amount': 2241, 'percentage': 10.7}",3 חודשים,4
10-19,"{'amount': 29808, 'percentage': 11.7}","{'amount': 27931, 'percentage': 10.9}",6 חודשים,3
10-19,"{'amount': 81897, 'percentage': 10.3}","{'amount': 87998, 'percentage': 11.1}",שנה,2
20-29,"{'amount': 25057, 'percentage': 9.8}","{'amount': 20569, 'percentage': 8}",6 חודשים,3
20-29,"{'amount': 1098, 'percentage': 5.3}","{'amount': 1006, 'percentage': 4.8}",3 חודשים,4
20-29,"{'amount': 1015, 'percentage': 5.4}","{'amount': 898, 'percentage': 4.8}",חודש אחרון,5
20-29,"{'amount': 83186, 'percentage': 9.8}","{'amount': 78196, 'percentage': 9.2}",מתחילת קורונה,1
20-29,"{'amount': 76936, 'percentage': 9.7}","{'amount': 71398, 'percentage': 9}",שנה,2
30-39,"{'amount': 58279, 'percentage': 7.4}","{'amount': 52272, 'percentage': 6.6}",שנה,2
30-39,"{'amount': 19007, 'percentage': 7.4}","{'amount': 16343, 'percentage': 6.4}",6 חודשים,3
30-39,"{'amount': 1356, 'percentage': 6.5}","{'amount': 1080, 'percentage': 5.2}",3 חודשים,4
30-39,"{'amount': 1257, 'percentage': 6.7}","{'amount': 988, 'percentage': 5.3}",חודש אחרון,5
30-39,"{'amount': 62341, 'percentage': 7.3}","{'amount': 56839, 'percentage': 6.7}",מתחילת קורונה,1
40-49,"{'amount': 50110, 'percentage': 6.3}","{'amount': 43889, 'percentage': 5.5}",שנה,2
40-49,"{'amount': 14741, 'percentage': 5.8}","{'amount': 12562, 'percentage': 4.9}",6 חודשים,3
40-49,"{'amount': 1437, 'percentage': 6.9}","{'amount': 1211, 'percentage': 5.8}",3 חודשים,4
40-49,"{'amount': 1322, 'percentage': 7}","{'amount': 1091, 'percentage': 5.8}",חודש אחרון,5
40-49,"{'amount': 53738, 'percentage': 6.3}","{'amount': 47585, 'percentage': 5.6}",מתחילת קורונה,1
50-59,"{'amount': 9555, 'percentage': 3.7}","{'amount': 8229, 'percentage': 3.2}",6 חודשים,3
50-59,"{'amount': 911, 'percentage': 4.4}","{'amount': 790, 'percentage': 3.8}",3 חודשים,4
50-59,"{'amount': 36121, 'percentage': 4.6}","{'amount': 32512, 'percentage': 4.1}",שנה,2
50-59,"{'amount': 39091, 'percentage': 4.6}","{'amount': 35469, 'percentage': 4.2}",מתחילת קורונה,1
50-59,"{'amount': 820, 'percentage': 4.4}","{'amount': 726, 'percentage': 3.9}",חודש אחרון,5
60-69,"{'amount': 816, 'percentage': 3.9}","{'amount': 748, 'percentage': 3.6}",3 חודשים,4
60-69,"{'amount': 5635, 'percentage': 2.2}","{'amount': 4771, 'percentage': 1.9}",6 חודשים,3
60-69,"{'amount': 762, 'percentage': 4.1}","{'amount': 695, 'percentage': 3.7}",חודש אחרון,5
60-69,"{'amount': 24593, 'percentage': 2.9}","{'amount': 24524, 'percentage': 2.9}",מתחילת קורונה,1
60-69,"{'amount': 22700, 'percentage': 2.9}","{'amount': 22408, 'percentage': 2.8}",שנה,2
70-79,"{'amount': 443, 'percentage': 2.4}","{'amount': 443, 'percentage': 2.4}",חודש אחרון,5
70-79,"{'amount': 485, 'percentage': 2.3}","{'amount': 472, 'percentage': 2.3}",3 חודשים,4
70-79,"{'amount': 2952, 'percentage': 1.2}","{'amount': 2341, 'percentage': 0.9}",6 חודשים,3
70-79,"{'amount': 11671, 'percentage': 1.5}","{'amount': 11412, 'percentage': 1.4}",שנה,2
70-79,"{'amount': 12668, 'percentage': 1.5}","{'amount': 12554, 'percentage': 1.5}",מתחילת קורונה,1
80-89,"{'amount': 183, 'percentage': 0.9}","{'amount': 172, 'percentage': 0.8}",3 חודשים,4
80-89,"{'amount': 6911, 'percentage': 0.9}","{'amount': 5032, 'percentage': 0.6}",שנה,2
80-89,"{'amount': 1717, 'percentage': 0.7}","{'amount': 1133, 'percentage': 0.4}",6 חודשים,3
80-89,"{'amount': 166, 'percentage': 0.9}","{'amount': 154, 'percentage': 0.8}",חודש אחרון,5
80-89,"{'amount': 7531, 'percentage': 0.9}","{'amount': 5508, 'percentage': 0.6}",מתחילת קורונה,1
90+,"{'amount': 3046, 'percentage': 0.4}","{'amount': 1456, 'percentage': 0.2}",מתחילת קורונה,1
90+,"{'amount': 48, 'percentage': 0.3}","{'amount': 21, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 58, 'percentage': 0.3}","{'amount': 23, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 580, 'percentage': 0.2}","{'amount': 292, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 2702, 'percentage': 0.3}","{'amount': 1320, 'percentage': 0.2}",שנה,2
