gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,14492,6.8,0,0,0,0,9,1.2
זכר,0-9,6 חודשים,279486,10.3,4,0.2,17,1.2,54,0.8
זכר,0-9,שנה,348550,10.9,5,0.1,22,0.9,80,0.7
זכר,0-9,מתחילת קורונה,417075,10.4,7,0.1,30,0.5,112,0.4
זכר,0-9,3 חודשים,162852,10.9,2,0.1,14,1.3,41,0.8
נקבה,0-9,3 חודשים,121873,8.1,1,0,7,0.6,30,0.6
נקבה,0-9,חודש אחרון,11281,5.3,0,0,0,0,4,0.5
נקבה,0-9,6 חודשים,216489,8,2,0.1,8,0.6,37,0.5
נקבה,0-9,מתחילת קורונה,336937,8.4,5,0,15,0.3,72,0.3
נקבה,0-9,שנה,279260,8.7,2,0,8,0.3,55,0.5
זכר,10-19,מתחילת קורונה,417429,10.4,7,0.1,23,0.4,78,0.3
זכר,10-19,שנה,320943,10,5,0.1,14,0.6,43,0.4
זכר,10-19,חודש אחרון,10965,5.2,0,0,0,0,1,0.1
זכר,10-19,3 חודשים,137879,9.2,4,0.2,8,0.7,18,0.3
זכר,10-19,6 חודשים,270015,10,4,0.2,9,0.6,27,0.4
נקבה,10-19,חודש אחרון,10677,5,0,0,1,0.4,2,0.3
נקבה,10-19,6 חודשים,265482,9.8,2,0.1,10,0.7,16,0.2
נקבה,10-19,שנה,317497,9.9,4,0.1,15,0.6,34,0.3
נקבה,10-19,3 חודשים,128702,8.6,2,0.1,8,0.7,10,0.2
נקבה,10-19,מתחילת קורונה,401988,10,7,0.1,23,0.4,77,0.3
זכר,20-29,3 חודשים,72480,4.8,2,0.1,10,0.9,25,0.5
זכר,20-29,חודש אחרון,10583,5,1,0.5,2,0.9,2,0.3
זכר,20-29,6 חודשים,143935,5.3,3,0.1,12,0.8,41,0.6
זכר,20-29,מתחילת קורונה,243634,6.1,24,0.2,53,0.9,240,0.8
זכר,20-29,שנה,172837,5.4,5,0.1,22,0.9,90,0.8
נקבה,20-29,חודש אחרון,14686,6.9,0,0,1,0.4,1,0.1
נקבה,20-29,6 חודשים,224259,8.3,6,0.2,14,1,30,0.4
נקבה,20-29,שנה,261761,8.2,9,0.2,20,0.8,98,0.8
נקבה,20-29,מתחילת קורונה,345343,8.6,22,0.2,58,1,271,0.9
נקבה,20-29,3 חודשים,113442,7.6,5,0.2,10,0.9,18,0.3
זכר,30-39,3 חודשים,88193,5.9,9,0.4,23,2.1,49,0.9
זכר,30-39,חודש אחרון,14162,6.7,2,1.1,7,3,9,1.2
זכר,30-39,6 חודשים,155884,5.8,14,0.5,32,2.2,68,1
זכר,30-39,מתחילת קורונה,236744,5.9,53,0.5,103,1.7,626,2.2
זכר,30-39,שנה,184058,5.8,25,0.6,48,2,214,1.8
נקבה,30-39,חודש אחרון,19105,9,0,0,6,2.6,11,1.5
נקבה,30-39,6 חודשים,241999,8.9,4,0.2,18,1.2,73,1.1
נקבה,30-39,שנה,281937,8.8,15,0.3,40,1.7,229,1.9
נקבה,30-39,מתחילת קורונה,344186,8.6,36,0.3,103,1.7,590,2.1
נקבה,30-39,3 חודשים,135456,9,4,0.2,13,1.2,47,0.9
זכר,40-49,3 חודשים,82284,5.5,13,0.6,33,2.9,100,1.9
זכר,40-49,חודש אחרון,12856,6.1,1,0.5,6,2.6,10,1.3
זכר,40-49,6 חודשים,144835,5.3,23,0.9,58,4,152,2.2
זכר,40-49,מתחילת קורונה,211644,5.3,119,1.1,263,4.4,1399,4.9
זכר,40-49,שנה,167604,5.2,53,1.2,114,4.8,465,3.9
נקבה,40-49,מתחילת קורונה,303902,7.5,75,0.7,136,2.3,961,3.4
נקבה,40-49,חודש אחרון,18348,8.7,1,0.5,5,2.2,5,0.7
נקבה,40-49,6 חודשים,220521,8.1,14,0.5,27,1.9,96,1.4
נקבה,40-49,שנה,249850,7.8,20,0.5,52,2.2,333,2.8
נקבה,40-49,3 חודשים,125443,8.4,7,0.3,15,1.3,57,1.1
זכר,50-59,מתחילת קורונה,142319,3.5,380,3.6,541,9,2220,7.7
זכר,50-59,חודש אחרון,10108,4.8,3,1.6,17,7.4,26,3.5
זכר,50-59,6 חודשים,96860,3.6,73,2.8,116,8,308,4.5
זכר,50-59,שנה,109619,3.4,137,3.2,200,8.4,705,5.9
זכר,50-59,3 חודשים,55782,3.7,46,2.3,80,7.1,226,4.4
נקבה,50-59,חודש אחרון,15904,7.5,2,1.1,6,2.6,14,1.9
נקבה,50-59,6 חודשים,146353,5.4,42,1.6,63,4.4,213,3.1
נקבה,50-59,שנה,162629,5.1,80,1.9,117,4.9,530,4.4
נקבה,50-59,מתחילת קורונה,201378,5,198,1.9,252,4.2,1559,5.4
נקבה,50-59,3 חודשים,87159,5.8,29,1.4,43,3.8,146,2.8
זכר,60-69,3 חודשים,40067,2.7,130,6.5,134,12,436,8.4
זכר,60-69,חודש אחרון,9595,4.5,6,3.3,34,14.8,60,8.1
זכר,60-69,6 חודשים,69144,2.6,188,7.3,175,12.1,604,8.9
זכר,60-69,מתחילת קורונה,99724,2.5,990,9.3,921,15.4,3254,11.4
זכר,60-69,שנה,77338,2.4,351,8.1,294,12.3,1165,9.7
נקבה,60-69,מתחילת קורונה,132241,3.3,549,5.1,500,8.4,2197,7.7
נקבה,60-69,חודש אחרון,14395,6.8,9,4.9,20,8.7,44,5.9
נקבה,60-69,6 חודשים,98581,3.6,113,4.4,106,7.3,439,6.5
נקבה,60-69,שנה,108497,3.4,250,5.8,212,8.9,877,7.3
נקבה,60-69,3 חודשים,60389,4,82,4.1,75,6.7,333,6.5
זכר,70-79,חודש אחרון,7366,3.5,27,14.8,38,16.5,108,14.5
זכר,70-79,6 חודשים,40888,1.5,341,13.2,216,14.9,932,13.8
זכר,70-79,שנה,45304,1.4,596,13.8,356,14.9,1518,12.7
זכר,70-79,3 חודשים,24894,1.7,272,13.5,180,16.1,744,14.4
זכר,70-79,מתחילת קורונה,56447,1.4,1621,15.2,1006,16.8,3629,12.7
נקבה,70-79,חודש אחרון,9270,4.4,14,7.7,22,9.6,62,8.3
נקבה,70-79,6 חודשים,50710,1.9,252,9.7,154,10.7,709,10.5
נקבה,70-79,שנה,56026,1.8,427,9.9,248,10.4,1198,10
נקבה,70-79,מתחילת קורונה,68014,1.7,1020,9.5,577,9.6,2746,9.6
נקבה,70-79,3 חודשים,32106,2.1,190,9.5,119,10.6,536,10.4
זכר,80-89,3 חודשים,9111,0.6,409,20.3,149,13.3,796,15.4
זכר,80-89,חודש אחרון,2684,1.3,42,23.1,29,12.6,117,15.7
זכר,80-89,6 חודשים,14495,0.5,486,18.8,176,12.2,993,14.7
זכר,80-89,מתחילת קורונה,21512,0.5,1886,17.6,632,10.6,3003,10.5
זכר,80-89,שנה,16497,0.5,776,18,259,10.8,1497,12.5
נקבה,80-89,חודש אחרון,3704,1.7,24,13.2,19,8.3,114,15.3
נקבה,80-89,6 חודשים,20688,0.8,459,17.7,142,9.8,1031,15.2
נקבה,80-89,שנה,23366,0.7,731,17,221,9.3,1545,12.9
נקבה,80-89,3 חודשים,13112,0.9,360,17.9,120,10.7,784,15.2
נקבה,80-89,מתחילת קורונה,30587,0.8,1719,16.1,475,7.9,3121,10.9
זכר,90+,מתחילת קורונה,4793,0.1,853,8,140,2.3,1011,3.5
זכר,90+,שנה,3512,0.1,364,8.4,62,2.6,536,4.5
זכר,90+,חודש אחרון,553,0.3,28,15.4,7,3,70,9.4
זכר,90+,3 חודשים,1936,0.1,221,11,39,3.5,347,6.7
זכר,90+,6 חודשים,3079,0.1,264,10.2,45,3.1,419,6.2
נקבה,90+,3 חודשים,3646,0.2,222,11,40,3.6,419,8.1
נקבה,90+,חודש אחרון,1022,0.5,22,12.1,10,4.3,74,10
נקבה,90+,6 חודשים,5959,0.2,295,11.4,48,3.3,536,7.9
נקבה,90+,מתחילת קורונה,9568,0.2,1118,10.5,137,2.3,1498,5.2
נקבה,90+,שנה,6781,0.2,457,10.6,65,2.7,785,6.5
