period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,125723,24322,19.35
3_Month,0-9,570386,264503,46.37
6_Month,0-9,1226206,501825,40.93
1_Year,0-9,1486035,620079,41.73
All,0-9,1688835,728092,43.11
1_Month,10-19,135305,19906,14.71
3_Month,10-19,539935,243692,45.13
6_Month,10-19,1143688,537674,47.01
1_Year,10-19,1382360,624613,45.18
All,10-19,1605925,770170,47.96
1_Month,20-29,157523,23131,14.68
3_Month,20-29,525955,169455,32.22
6_Month,20-29,971163,369939,38.09
1_Year,20-29,1197302,431308,36.02
All,20-29,1421579,553413,38.93
1_Month,30-39,162289,31371,19.33
3_Month,30-39,539407,206073,38.2
6_Month,30-39,946674,399960,42.25
1_Year,30-39,1140853,462398,40.53
All,30-39,1322760,549055,41.51
1_Month,40-49,163830,29497,18
3_Month,40-49,512819,192026,37.45
6_Month,40-49,865097,367332,42.46
1_Year,40-49,1021219,415469,40.68
All,40-49,1174331,490043,41.73
1_Month,50-59,146468,24790,16.93
3_Month,50-59,408951,132651,32.44
6_Month,50-59,661217,244810,37.02
1_Year,50-59,781599,272262,34.83
All,50-59,905971,329728,36.39
1_Month,60-69,131061,23247,17.74
3_Month,60-69,343091,94368,27.51
6_Month,60-69,540223,169076,31.3
1_Year,60-69,638186,186434,29.21
All,60-69,736810,225017,30.54
1_Month,70-79,90891,16351,17.99
3_Month,70-79,221612,54390,24.54
6_Month,70-79,337006,92566,27.47
1_Year,70-79,400609,102059,25.48
All,70-79,464790,122557,26.37
1_Month,80-89,39305,6379,16.23
3_Month,80-89,85433,21066,24.66
6_Month,80-89,127060,35567,27.99
1_Year,80-89,155630,40112,25.77
All,80-89,196987,51124,25.95
1_Month,90+,10963,1596,14.56
3_Month,90+,20872,5258,25.19
6_Month,90+,30100,9110,30.27
1_Year,90+,37315,10307,27.62
All,90+,51228,13984,27.3
