cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,19,40.87,5.54,צהוב,4649
אבו גוש,קטן מ-15,אין מידע,37,47.06,4.11,ירוק,7862
אבו סנאן,קטן מ-15,אין מידע,27,18.87,4.24,ירוק,14306
אבן יהודה,קטן מ-15,אין מידע,81,57.71,6.48,כתום,14036
אופקים,22,23.40,94,29.03,6.16,כתום,32378
אור יהודה,15,15.31,98,26.79,5.52,צהוב,36587
אור עקיבא,קטן מ-15,אין מידע,55,28.33,4.89,צהוב,19417
אורנית,קטן מ-15,אין מידע,28,31.08,5.64,צהוב,9010
אזור,קטן מ-15,אין מידע,52,39.31,6.13,כתום,13228
אילת,35,18.23,192,36.57,6.07,כתום,52507
אכסאל,קטן מ-15,אין מידע,16,10.64,4,ירוק,15039
אלעד,קטן מ-15,אין מידע,23,4.68,2.64,ירוק,49179
אלפי מנשה,קטן מ-15,אין מידע,32,39.95,7.37,כתום,8011
אלקנה,קטן מ-15,אין מידע,32,80.83,9.09,אדום,3959
אפרת,קטן מ-15,אין מידע,45,39.40,6.89,כתום,11420
אריאל,קטן מ-15,אין מידע,89,43.44,7.11,כתום,20488
אשדוד,104,16.56,628,27.75,6.04,כתום,226329
אשקלון,113,17.52,645,44.04,6.55,כתום,146442
באר יעקב,27,25.00,108,37.48,6.27,כתום,28818
באר שבע,175,17.24,1015,48.19,6.41,כתום,210624
בית אריה,קטן מ-15,אין מידע,18,33.70,7.97,אדום,5342
בית דגן,קטן מ-15,אין מידע,22,30.15,6.48,כתום,7298
בית שאן,16,21.05,76,40.04,5.52,צהוב,18980
בית שמש,23,21.30,108,8.17,3.6,ירוק,132210
בני ברק,18,13.74,131,6.30,4.08,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,17,24.63,4.93,צהוב,6902
בנימינה-גבעת עדה,20,30.30,66,41.32,5.68,צהוב,15971
בת ים,64,13.85,462,36.16,5.56,צהוב,127772
גבעת זאב,קטן מ-15,אין מידע,38,19.79,5.69,צהוב,19205
גבעת שמואל,21,17.36,121,44.43,6.15,כתום,27236
גבעתיים,42,16.94,248,40.74,6.06,כתום,60872
גדרה,32,26.45,121,42.01,6.19,כתום,28805
גן יבנה,21,28.00,75,31.40,6.11,כתום,23887
גן נר,קטן מ-15,אין מידע,17,62.96,6.38,כתום,2700
גני תקווה,25,28.09,89,41.38,5.39,צהוב,21508
דימונה,28,23.33,120,34.33,5.87,צהוב,34954
הוד השרון,41,17.37,236,36.45,5.78,צהוב,64755
הר אדר,קטן מ-15,אין מידע,20,48.82,6.35,כתום,4097
הרצליה,94,18.22,516,52.01,6.21,כתום,99208
זכרון יעקב,קטן מ-15,אין מידע,82,34.89,5.88,צהוב,23503
חדרה,59,19.60,301,30.43,5.8,צהוב,98928
חולון,90,13.04,690,35.11,5.94,צהוב,196510
חיפה,149,12.10,1231,43.20,6.24,כתום,284981
