name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,137
יוספטל,,,4
שמיר,,63.0751953125,161
וולפסון,,67.496337890625,58
זיו צפת,,81.8443832397461,98
הלל יפה,,86.7961196899414,45
נהריה,,77.73167419433594,91
ברזילי,,77.33333587646484,41
פוריה,,61.97183227539063,59
סוראסקי,,101.195556640625,149
בני ציון,,77.36720275878906,83
רבין ק. בילינסון,,,187
סורוקה,,,87
מאיר,,,105
קפלן,,,67
"רמב""ם",,89.0721664428711,167
הכרמל,,,108
השרון ק. גולדה,,,94
הדסה עין כרם,,,205
הסקוטי,,108.2706756591797,25
המשפחה הקדושה,,,0
סנט ג'וזף,,,5
שערי צדק,,,279
אל מקאסד,,,0
לניאדו,,82.45125579833984,128
אוגוסטה ויקטוריה,,,5
מעייני הישועה,,90.82278442382812,36
אסותא אשדוד,,,67
שניידר,,,0
סנט וינסנט,,48.50746154785156,17
המרכזי בעמק,,,181
