date,amountNoSurvey,amountSurvey
2020-02-20T00:00:00.000Z,29,0
2020-02-21T00:00:00.000Z,28,0
2020-02-22T00:00:00.000Z,13,0
2020-02-23T00:00:00.000Z,53,3
2020-02-24T00:00:00.000Z,74,0
2020-02-25T00:00:00.000Z,108,0
2020-02-26T00:00:00.000Z,105,3
2020-02-27T00:00:00.000Z,170,1
2020-02-28T00:00:00.000Z,117,1
2020-02-29T00:00:00.000Z,158,0
2020-03-01T00:00:00.000Z,173,5
2020-03-02T00:00:00.000Z,167,3
2020-03-03T00:00:00.000Z,222,5
2020-03-04T00:00:00.000Z,123,5
2020-03-05T00:00:00.000Z,160,5
2020-03-06T00:00:00.000Z,270,4
2020-03-07T00:00:00.000Z,317,7
2020-03-08T00:00:00.000Z,410,7
2020-03-09T00:00:00.000Z,504,11
2020-03-10T00:00:00.000Z,480,15
2020-03-11T00:00:00.000Z,367,9
2020-03-12T00:00:00.000Z,574,20
2020-03-13T00:00:00.000Z,660,29
2020-03-14T00:00:00.000Z,584,27
2020-03-15T00:00:00.000Z,1080,45
2020-03-16T00:00:00.000Z,1265,55
2020-03-17T00:00:00.000Z,1515,50
2020-03-18T00:00:00.000Z,1915,75
2020-03-19T00:00:00.000Z,1887,96
2020-03-20T00:00:00.000Z,2143,88
2020-03-21T00:00:00.000Z,1983,83
2020-03-22T00:00:00.000Z,2954,142
2020-03-23T00:00:00.000Z,3245,152
2020-03-24T00:00:00.000Z,4314,204
2020-03-25T00:00:00.000Z,5514,262
2020-03-26T00:00:00.000Z,5999,237
2020-03-27T00:00:00.000Z,5233,339
2020-03-28T00:00:00.000Z,5161,373
2020-03-29T00:00:00.000Z,6942,286
2020-03-30T00:00:00.000Z,6552,270
2020-03-31T00:00:00.000Z,7132,399
2020-04-01T00:00:00.000Z,8041,537
2020-04-02T00:00:00.000Z,8681,791
2020-04-03T00:00:00.000Z,9195,587
2020-04-04T00:00:00.000Z,5503,485
2020-04-05T00:00:00.000Z,8035,744
2020-04-06T00:00:00.000Z,6323,446
2020-04-07T00:00:00.000Z,5658,518
2020-04-08T00:00:00.000Z,4475,475
2020-04-09T00:00:00.000Z,4575,426
2020-04-10T00:00:00.000Z,5471,855
2020-04-11T00:00:00.000Z,4557,1206
2020-04-12T00:00:00.000Z,6972,1552
2020-04-13T00:00:00.000Z,7877,1306
2020-04-14T00:00:00.000Z,8507,2452
2020-04-15T00:00:00.000Z,6224,1571
2020-04-16T00:00:00.000Z,8611,2599
2020-04-17T00:00:00.000Z,7630,2337
2020-04-18T00:00:00.000Z,6550,2406
2020-04-19T00:00:00.000Z,7523,2471
2020-04-20T00:00:00.000Z,10561,2729
2020-04-21T00:00:00.000Z,9204,2428
2020-04-22T00:00:00.000Z,9111,2658
2020-04-23T00:00:00.000Z,9675,2582
2020-04-24T00:00:00.000Z,7760,2718
2020-04-25T00:00:00.000Z,5597,1760
2020-04-26T00:00:00.000Z,4704,2637
2020-04-27T00:00:00.000Z,7672,1747
2020-04-28T00:00:00.000Z,7165,1650
2020-04-29T00:00:00.000Z,5246,2146
2020-04-30T00:00:00.000Z,6462,2131
2020-05-01T00:00:00.000Z,6601,2619
2020-05-02T00:00:00.000Z,3727,1033
2020-05-03T00:00:00.000Z,4837,2561
2020-05-04T00:00:00.000Z,6132,1824
2020-05-05T00:00:00.000Z,5936,1753
2020-05-06T00:00:00.000Z,6222,2323
2020-05-07T00:00:00.000Z,6139,2991
2020-05-08T00:00:00.000Z,5578,1609
2020-05-09T00:00:00.000Z,2328,1181
2020-05-10T00:00:00.000Z,3285,1125
2020-05-11T00:00:00.000Z,5623,2203
2020-05-12T00:00:00.000Z,5043,1638
2020-05-13T00:00:00.000Z,4856,2669
2020-05-14T00:00:00.000Z,4848,2829
2020-05-15T00:00:00.000Z,3133,1940
2020-05-16T00:00:00.000Z,982,361
2020-05-17T00:00:00.000Z,2820,1399
2020-05-18T00:00:00.000Z,4453,2344
2020-05-19T00:00:00.000Z,4642,1860
2020-05-20T00:00:00.000Z,4471,1149
2020-05-21T00:00:00.000Z,4201,1401
2020-05-22T00:00:00.000Z,2971,1644
2020-05-23T00:00:00.000Z,580,90
2020-05-24T00:00:00.000Z,2695,744
2020-05-25T00:00:00.000Z,3717,1133
2020-05-26T00:00:00.000Z,4355,2159
2020-05-27T00:00:00.000Z,4201,2240
2020-05-28T00:00:00.000Z,3184,1847
2020-05-29T00:00:00.000Z,1541,262
2020-05-30T00:00:00.000Z,935,106
2020-05-31T00:00:00.000Z,4533,966
2020-06-01T00:00:00.000Z,5904,2003
2020-06-02T00:00:00.000Z,8571,3006
2020-06-03T00:00:00.000Z,9420,3622
2020-06-04T00:00:00.000Z,11578,3150
2020-06-05T00:00:00.000Z,12804,3547
2020-06-06T00:00:00.000Z,10219,1223
2020-06-07T00:00:00.000Z,12578,2314
2020-06-08T00:00:00.000Z,12202,2286
2020-06-09T00:00:00.000Z,11848,3019
2020-06-10T00:00:00.000Z,13955,4211
2020-06-11T00:00:00.000Z,12602,2963
2020-06-12T00:00:00.000Z,10740,2140
2020-06-13T00:00:00.000Z,5763,1084
2020-06-14T00:00:00.000Z,7019,1617
2020-06-15T00:00:00.000Z,11203,2906
2020-06-16T00:00:00.000Z,12785,3139
2020-06-17T00:00:00.000Z,12646,2994
2020-06-18T00:00:00.000Z,13147,3799
2020-06-19T00:00:00.000Z,10592,1857
2020-06-20T00:00:00.000Z,5115,666
2020-06-21T00:00:00.000Z,7300,1616
2020-06-22T00:00:00.000Z,11173,2291
2020-06-23T00:00:00.000Z,14895,4270
2020-06-24T00:00:00.000Z,15828,2047
2020-06-25T00:00:00.000Z,14771,3215
2020-06-26T00:00:00.000Z,13002,3119
2020-06-27T00:00:00.000Z,8653,1404
2020-06-28T00:00:00.000Z,8665,1236
2020-06-29T00:00:00.000Z,16941,3325
2020-06-30T00:00:00.000Z,16539,3630
2020-07-01T00:00:00.000Z,17328,3514
2020-07-02T00:00:00.000Z,20627,3652
2020-07-03T00:00:00.000Z,17804,2681
2020-07-04T00:00:00.000Z,14587,2130
2020-07-05T00:00:00.000Z,17553,2742
2020-07-06T00:00:00.000Z,20853,3909
2020-07-07T00:00:00.000Z,23956,3766
2020-07-08T00:00:00.000Z,24483,4127
2020-07-09T00:00:00.000Z,25072,3889
2020-07-10T00:00:00.000Z,21362,3421
2020-07-11T00:00:00.000Z,16918,2347
2020-07-12T00:00:00.000Z,17104,3206
2020-07-13T00:00:00.000Z,23255,4251
2020-07-14T00:00:00.000Z,23240,6792
2020-07-15T00:00:00.000Z,23389,4556
2020-07-16T00:00:00.000Z,22995,5542
2020-07-17T00:00:00.000Z,19008,4632
2020-07-18T00:00:00.000Z,14891,3340
2020-07-19T00:00:00.000Z,13336,4562
2020-07-20T00:00:00.000Z,20146,4398
2020-07-21T00:00:00.000Z,20948,5871
2020-07-22T00:00:00.000Z,20891,4871
2020-07-23T00:00:00.000Z,22901,6430
2020-07-24T00:00:00.000Z,18257,4532
2020-07-25T00:00:00.000Z,10920,3739
2020-07-26T00:00:00.000Z,10434,1016
2020-07-27T00:00:00.000Z,21527,5786
2020-07-28T00:00:00.000Z,19584,6229
2020-07-29T00:00:00.000Z,20004,5502
2020-07-30T00:00:00.000Z,17363,3941
2020-07-31T00:00:00.000Z,15919,6255
2020-08-01T00:00:00.000Z,5638,1845
2020-08-02T00:00:00.000Z,8537,1096
2020-08-03T00:00:00.000Z,17501,5144
2020-08-04T00:00:00.000Z,18753,6393
2020-08-05T00:00:00.000Z,18766,6188
2020-08-06T00:00:00.000Z,19980,7942
2020-08-07T00:00:00.000Z,17963,6612
2020-08-08T00:00:00.000Z,6394,1754
2020-08-09T00:00:00.000Z,9730,1863
2020-08-10T00:00:00.000Z,18561,4917
2020-08-11T00:00:00.000Z,20286,6367
2020-08-12T00:00:00.000Z,19671,5667
2020-08-13T00:00:00.000Z,19588,8306
2020-08-14T00:00:00.000Z,15306,4811
2020-08-15T00:00:00.000Z,7518,1352
2020-08-16T00:00:00.000Z,10395,1280
2020-08-17T00:00:00.000Z,18703,6283
2020-08-18T00:00:00.000Z,21013,5830
2020-08-19T00:00:00.000Z,20988,6356
2020-08-20T00:00:00.000Z,20568,7335
2020-08-21T00:00:00.000Z,19046,7365
2020-08-22T00:00:00.000Z,7234,3318
2020-08-23T00:00:00.000Z,11365,1267
2020-08-24T00:00:00.000Z,21967,6942
2020-08-25T00:00:00.000Z,24138,8774
2020-08-26T00:00:00.000Z,24444,8748
2020-08-27T00:00:00.000Z,25828,9530
2020-08-28T00:00:00.000Z,18117,4311
2020-08-29T00:00:00.000Z,8843,1336
2020-08-30T00:00:00.000Z,10332,2622
2020-08-31T00:00:00.000Z,24813,5932
2020-09-01T00:00:00.000Z,20991,6615
2020-09-02T00:00:00.000Z,25947,8765
2020-09-03T00:00:00.000Z,26567,7490
2020-09-04T00:00:00.000Z,23766,7036
2020-09-05T00:00:00.000Z,12264,3066
2020-09-06T00:00:00.000Z,16571,2192
2020-09-07T00:00:00.000Z,32493,7631
2020-09-08T00:00:00.000Z,35592,8936
2020-09-09T00:00:00.000Z,36988,8229
2020-09-10T00:00:00.000Z,40560,6907
2020-09-11T00:00:00.000Z,36156,6710
2020-09-12T00:00:00.000Z,24566,5268
2020-09-13T00:00:00.000Z,28495,5439
2020-09-14T00:00:00.000Z,39961,7295
2020-09-15T00:00:00.000Z,48021,8377
2020-09-16T00:00:00.000Z,44166,8876
2020-09-17T00:00:00.000Z,50516,7034
2020-09-18T00:00:00.000Z,45279,8016
2020-09-19T00:00:00.000Z,33306,8528
2020-09-20T00:00:00.000Z,20427,3110
2020-09-21T00:00:00.000Z,28862,4641
2020-09-22T00:00:00.000Z,48820,12454
2020-09-23T00:00:00.000Z,48586,9256
2020-09-24T00:00:00.000Z,55483,10803
2020-09-25T00:00:00.000Z,50470,10847
2020-09-26T00:00:00.000Z,36763,8340
2020-09-27T00:00:00.000Z,21452,2782
2020-09-28T00:00:00.000Z,7114,590
2020-09-29T00:00:00.000Z,29984,3253
2020-09-30T00:00:00.000Z,56755,11116
2020-10-01T00:00:00.000Z,53389,10422
2020-10-02T00:00:00.000Z,49994,9999
2020-10-03T00:00:00.000Z,18002,5575
2020-10-04T00:00:00.000Z,22317,2596
2020-10-05T00:00:00.000Z,40798,9099
2020-10-06T00:00:00.000Z,36775,8113
2020-10-07T00:00:00.000Z,37976,8681
2020-10-08T00:00:00.000Z,38793,8569
2020-10-09T00:00:00.000Z,28996,6318
2020-10-10T00:00:00.000Z,10427,1894
2020-10-11T00:00:00.000Z,19209,2196
2020-10-12T00:00:00.000Z,36697,7849
2020-10-13T00:00:00.000Z,32863,9783
2020-10-14T00:00:00.000Z,31010,7874
2020-10-15T00:00:00.000Z,28760,6916
2020-10-16T00:00:00.000Z,27044,6053
2020-10-17T00:00:00.000Z,11277,3008
2020-10-18T00:00:00.000Z,22343,3856
2020-10-19T00:00:00.000Z,31881,8203
2020-10-20T00:00:00.000Z,29465,11322
2020-10-21T00:00:00.000Z,30498,11202
2020-10-22T00:00:00.000Z,27262,6651
2020-10-23T00:00:00.000Z,23420,6031
2020-10-24T00:00:00.000Z,4830,1506
2020-10-25T00:00:00.000Z,16834,4061
2020-10-26T00:00:00.000Z,27971,11637
2020-10-27T00:00:00.000Z,29440,10988
2020-10-28T00:00:00.000Z,25922,8112
2020-10-29T00:00:00.000Z,27346,9285
2020-10-30T00:00:00.000Z,23350,8511
2020-10-31T00:00:00.000Z,5899,1848
2020-11-01T00:00:00.000Z,17417,4608
2020-11-02T00:00:00.000Z,25659,9155
2020-11-03T00:00:00.000Z,29018,11493
2020-11-04T00:00:00.000Z,30151,8815
2020-11-05T00:00:00.000Z,27030,7677
2020-11-06T00:00:00.000Z,24226,6662
2020-11-07T00:00:00.000Z,7056,1056
2020-11-08T00:00:00.000Z,18291,3356
2020-11-09T00:00:00.000Z,27176,7406
2020-11-10T00:00:00.000Z,30317,10572
2020-11-11T00:00:00.000Z,31812,7956
2020-11-12T00:00:00.000Z,32572,7059
2020-11-13T00:00:00.000Z,28090,7154
2020-11-14T00:00:00.000Z,11096,1627
2020-11-15T00:00:00.000Z,20808,2612
2020-11-16T00:00:00.000Z,37771,9534
2020-11-17T00:00:00.000Z,39018,12963
2020-11-18T00:00:00.000Z,35772,8396
2020-11-19T00:00:00.000Z,40021,12313
2020-11-20T00:00:00.000Z,34002,9140
2020-11-21T00:00:00.000Z,13385,2268
2020-11-22T00:00:00.000Z,27696,6238
2020-11-23T00:00:00.000Z,38602,12585
2020-11-24T00:00:00.000Z,39976,16933
2020-11-25T00:00:00.000Z,42756,15532
2020-11-26T00:00:00.000Z,38061,13864
2020-11-27T00:00:00.000Z,35651,11931
2020-11-28T00:00:00.000Z,13329,3948
2020-11-29T00:00:00.000Z,31738,7234
2020-11-30T00:00:00.000Z,43636,13717
2020-12-01T00:00:00.000Z,44377,17760
2020-12-02T00:00:00.000Z,52418,17730
2020-12-03T00:00:00.000Z,48417,14961
2020-12-04T00:00:00.000Z,47644,12552
2020-12-05T00:00:00.000Z,21475,4027
2020-12-06T00:00:00.000Z,35666,6372
2020-12-07T00:00:00.000Z,53118,13229
2020-12-08T00:00:00.000Z,53192,16082
2020-12-09T00:00:00.000Z,55514,17876
2020-12-10T00:00:00.000Z,59031,16768
2020-12-11T00:00:00.000Z,60466,14968
2020-12-12T00:00:00.000Z,35454,8847
2020-12-13T00:00:00.000Z,43555,7314
2020-12-14T00:00:00.000Z,59195,13716
2020-12-15T00:00:00.000Z,65080,17956
2020-12-16T00:00:00.000Z,67605,15628
2020-12-17T00:00:00.000Z,65847,13769
