section,female,male,period,order_period
0-9,"{'amount': 152979, 'percentage': 9.3}","{'amount': 155278, 'percentage': 9.4}",מתחילת קורונה,1
0-9,"{'amount': 21768, 'percentage': 6.9}","{'amount': 20886, 'percentage': 6.7}",חודש אחרון,5
0-9,"{'amount': 28286, 'percentage': 8.1}","{'amount': 27051, 'percentage': 7.7}",3 חודשים,4
0-9,"{'amount': 90013, 'percentage': 11.1}","{'amount': 89838, 'percentage': 11.1}",6 חודשים,3
0-9,"{'amount': 123338, 'percentage': 10.8}","{'amount': 124386, 'percentage': 10.9}",שנה,2
10-19,"{'amount': 46607, 'percentage': 13.3}","{'amount': 37586, 'percentage': 10.7}",3 חודשים,4
10-19,"{'amount': 136831, 'percentage': 12}","{'amount': 119085, 'percentage': 10.4}",שנה,2
10-19,"{'amount': 41330, 'percentage': 13.2}","{'amount': 33233, 'percentage': 10.6}",חודש אחרון,5
10-19,"{'amount': 186455, 'percentage': 11.3}","{'amount': 177665, 'percentage': 10.8}",מתחילת קורונה,1
10-19,"{'amount': 96963, 'percentage': 12}","{'amount': 83124, 'percentage': 10.3}",6 חודשים,3
20-29,"{'amount': 31985, 'percentage': 10.2}","{'amount': 22705, 'percentage': 7.2}",חודש אחרון,5
20-29,"{'amount': 70208, 'percentage': 8.7}","{'amount': 51526, 'percentage': 6.4}",6 חודשים,3
20-29,"{'amount': 34058, 'percentage': 9.7}","{'amount': 23810, 'percentage': 6.8}",3 חודשים,4
20-29,"{'amount': 153704, 'percentage': 9.3}","{'amount': 123563, 'percentage': 7.5}",מתחילת קורונה,1
20-29,"{'amount': 103541, 'percentage': 9.1}","{'amount': 77285, 'percentage': 6.8}",שנה,2
30-39,"{'amount': 25894, 'percentage': 8.2}","{'amount': 18110, 'percentage': 5.8}",חודש אחרון,5
30-39,"{'amount': 28729, 'percentage': 8.2}","{'amount': 19608, 'percentage': 5.6}",3 חודשים,4
30-39,"{'amount': 66722, 'percentage': 8.3}","{'amount': 46817, 'percentage': 5.8}",6 חודשים,3
30-39,"{'amount': 91643, 'percentage': 8}","{'amount': 67387, 'percentage': 5.9}",שנה,2
30-39,"{'amount': 128939, 'percentage': 7.8}","{'amount': 100853, 'percentage': 6.1}",מתחילת קורונה,1
40-49,"{'amount': 73489, 'percentage': 6.4}","{'amount': 55941, 'percentage': 4.9}",שנה,2
40-49,"{'amount': 53755, 'percentage': 6.7}","{'amount': 39750, 'percentage': 4.9}",6 חודשים,3
40-49,"{'amount': 26231, 'percentage': 7.5}","{'amount': 17937, 'percentage': 5.1}",3 חודשים,4
40-49,"{'amount': 24275, 'percentage': 7.7}","{'amount': 16556, 'percentage': 5.3}",חודש אחרון,5
40-49,"{'amount': 107896, 'percentage': 6.5}","{'amount': 85216, 'percentage': 5.2}",מתחילת קורונה,1
50-59,"{'amount': 69444, 'percentage': 4.2}","{'amount': 57365, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 14631, 'percentage': 4.7}","{'amount': 10851, 'percentage': 3.5}",חודש אחרון,5
50-59,"{'amount': 15439, 'percentage': 4.4}","{'amount': 11451, 'percentage': 3.3}",3 חודשים,4
50-59,"{'amount': 30761, 'percentage': 3.8}","{'amount': 23591, 'percentage': 2.9}",6 חודשים,3
50-59,"{'amount': 43796, 'percentage': 3.8}","{'amount': 34606, 'percentage': 3}",שנה,2
60-69,"{'amount': 10570, 'percentage': 3}","{'amount': 8498, 'percentage': 2.4}",3 חודשים,4
60-69,"{'amount': 43783, 'percentage': 2.7}","{'amount': 39202, 'percentage': 2.4}",מתחילת קורונה,1
60-69,"{'amount': 9996, 'percentage': 3.2}","{'amount': 8145, 'percentage': 2.6}",חודש אחרון,5
60-69,"{'amount': 19795, 'percentage': 2.5}","{'amount': 16144, 'percentage': 2}",6 חודשים,3
60-69,"{'amount': 27444, 'percentage': 2.4}","{'amount': 22638, 'percentage': 2}",שנה,2
70-79,"{'amount': 5362, 'percentage': 1.5}","{'amount': 4818, 'percentage': 1.4}",3 חודשים,4
70-79,"{'amount': 14235, 'percentage': 1.2}","{'amount': 12125, 'percentage': 1.1}",שנה,2
70-79,"{'amount': 5084, 'percentage': 1.6}","{'amount': 4606, 'percentage': 1.5}",חודש אחרון,5
70-79,"{'amount': 22366, 'percentage': 1.4}","{'amount': 20476, 'percentage': 1.2}",מתחילת קורונה,1
70-79,"{'amount': 10252, 'percentage': 1.3}","{'amount': 8906, 'percentage': 1.1}",6 חודשים,3
80-89,"{'amount': 4382, 'percentage': 0.5}","{'amount': 3339, 'percentage': 0.4}",6 חודשים,3
80-89,"{'amount': 1881, 'percentage': 0.5}","{'amount': 1433, 'percentage': 0.4}",3 חודשים,4
80-89,"{'amount': 1761, 'percentage': 0.6}","{'amount': 1334, 'percentage': 0.4}",חודש אחרון,5
80-89,"{'amount': 6887, 'percentage': 0.6}","{'amount': 4924, 'percentage': 0.4}",שנה,2
80-89,"{'amount': 11629, 'percentage': 0.7}","{'amount': 8492, 'percentage': 0.5}",מתחילת קורונה,1
90+,"{'amount': 2109, 'percentage': 0.2}","{'amount': 1173, 'percentage': 0.1}",שנה,2
90+,"{'amount': 1277, 'percentage': 0.2}","{'amount': 746, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 512, 'percentage': 0.1}","{'amount': 320, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 475, 'percentage': 0.2}","{'amount': 304, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 4073, 'percentage': 0.2}","{'amount': 2057, 'percentage': 0.1}",מתחילת קורונה,1
