section,female,male,period,order_period
0-9,"{'amount': 20, 'percentage': 0.3}","{'amount': 30, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 8, 'percentage': 0.8}","{'amount': 9, 'percentage': 0.9}",3 חודשים,4
0-9,"{'amount': 2, 'percentage': 0.4}","{'amount': 4, 'percentage': 0.9}",חודש אחרון,5
0-9,"{'amount': 33, 'percentage': 0.3}","{'amount': 44, 'percentage': 0.3}",שנה,2
0-9,"{'amount': 42, 'percentage': 0.2}","{'amount': 57, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 56, 'percentage': 0.2}","{'amount': 51, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 2, 'percentage': 0.4}","{'amount': 3, 'percentage': 0.7}",חודש אחרון,5
10-19,"{'amount': 5, 'percentage': 0.5}","{'amount': 5, 'percentage': 0.5}",3 חודשים,4
10-19,"{'amount': 18, 'percentage': 0.3}","{'amount': 21, 'percentage': 0.4}",6 חודשים,3
10-19,"{'amount': 38, 'percentage': 0.3}","{'amount': 33, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 168, 'percentage': 1.3}","{'amount': 132, 'percentage': 1}",שנה,2
20-29,"{'amount': 71, 'percentage': 1.2}","{'amount': 50, 'percentage': 0.9}",6 חודשים,3
20-29,"{'amount': 6, 'percentage': 1.3}","{'amount': 3, 'percentage': 0.7}",חודש אחרון,5
20-29,"{'amount': 233, 'percentage': 1}","{'amount': 184, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 18, 'percentage': 1.7}","{'amount': 11, 'percentage': 1.1}",3 חודשים,4
30-39,"{'amount': 9, 'percentage': 2}","{'amount': 5, 'percentage': 1.1}",חודש אחרון,5
30-39,"{'amount': 504, 'percentage': 2.2}","{'amount': 541, 'percentage': 2.4}",מתחילת קורונה,1
30-39,"{'amount': 30, 'percentage': 2.9}","{'amount': 25, 'percentage': 2.4}",3 חודשים,4
30-39,"{'amount': 157, 'percentage': 2.7}","{'amount': 163, 'percentage': 2.8}",6 חודשים,3
30-39,"{'amount': 363, 'percentage': 2.8}","{'amount': 361, 'percentage': 2.8}",שנה,2
40-49,"{'amount': 825, 'percentage': 3.6}","{'amount': 1234, 'percentage': 5.4}",מתחילת קורונה,1
40-49,"{'amount': 7, 'percentage': 1.5}","{'amount': 24, 'percentage': 5.3}",חודש אחרון,5
40-49,"{'amount': 567, 'percentage': 4.3}","{'amount': 801, 'percentage': 6.1}",שנה,2
40-49,"{'amount': 245, 'percentage': 4.2}","{'amount': 340, 'percentage': 5.9}",6 חודשים,3
40-49,"{'amount': 38, 'percentage': 3.6}","{'amount': 51, 'percentage': 4.9}",3 חודשים,4
50-59,"{'amount': 1338, 'percentage': 5.9}","{'amount': 1939, 'percentage': 8.5}",מתחילת קורונה,1
50-59,"{'amount': 809, 'percentage': 6.2}","{'amount': 1125, 'percentage': 8.6}",שנה,2
50-59,"{'amount': 70, 'percentage': 6.7}","{'amount': 74, 'percentage': 7.1}",3 חודשים,4
50-59,"{'amount': 344, 'percentage': 5.9}","{'amount': 445, 'percentage': 7.7}",6 חודשים,3
50-59,"{'amount': 24, 'percentage': 5.3}","{'amount': 22, 'percentage': 4.8}",חודש אחרון,5
60-69,"{'amount': 1814, 'percentage': 8}","{'amount': 2732, 'percentage': 12}",מתחילת קורונה,1
60-69,"{'amount': 33, 'percentage': 7.3}","{'amount': 43, 'percentage': 9.5}",חודש אחרון,5
60-69,"{'amount': 95, 'percentage': 9.1}","{'amount': 114, 'percentage': 10.9}",3 חודשים,4
60-69,"{'amount': 465, 'percentage': 8}","{'amount': 625, 'percentage': 10.8}",6 חודשים,3
60-69,"{'amount': 1071, 'percentage': 8.2}","{'amount': 1386, 'percentage': 10.6}",שנה,2
70-79,"{'amount': 50, 'percentage': 11}","{'amount': 56, 'percentage': 12.3}",חודש אחרון,5
70-79,"{'amount': 2132, 'percentage': 9.4}","{'amount': 2906, 'percentage': 12.8}",מתחילת קורונה,1
70-79,"{'amount': 107, 'percentage': 10.2}","{'amount': 108, 'percentage': 10.3}",3 חודשים,4
70-79,"{'amount': 555, 'percentage': 9.6}","{'amount': 661, 'percentage': 11.4}",6 חודשים,3
70-79,"{'amount': 1243, 'percentage': 9.5}","{'amount': 1461, 'percentage': 11.2}",שנה,2
80-89,"{'amount': 54, 'percentage': 11.9}","{'amount': 59, 'percentage': 13}",חודש אחרון,5
80-89,"{'amount': 569, 'percentage': 9.8}","{'amount': 573, 'percentage': 9.9}",6 חודשים,3
80-89,"{'amount': 96, 'percentage': 9.2}","{'amount': 99, 'percentage': 9.5}",3 חודשים,4
80-89,"{'amount': 2214, 'percentage': 9.7}","{'amount': 2163, 'percentage': 9.5}",מתחילת קורונה,1
80-89,"{'amount': 1287, 'percentage': 9.8}","{'amount': 1199, 'percentage': 9.2}",שנה,2
90+,"{'amount': 1073, 'percentage': 4.7}","{'amount': 678, 'percentage': 3}",מתחילת קורונה,1
90+,"{'amount': 28, 'percentage': 6.2}","{'amount': 20, 'percentage': 4.4}",חודש אחרון,5
90+,"{'amount': 52, 'percentage': 5}","{'amount': 31, 'percentage': 3}",3 חודשים,4
90+,"{'amount': 289, 'percentage': 5}","{'amount': 153, 'percentage': 2.6}",6 חודשים,3
90+,"{'amount': 597, 'percentage': 4.6}","{'amount': 384, 'percentage': 2.9}",שנה,2
