name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,59
אל מקאסד,,,0
שמיר,,72.61503601074219,12
וולפסון,,71.3030776977539,16
זיו צפת,,75.21614074707031,10
הלל יפה,,89.51456451416016,17
נהריה,,85.89041137695312,23
ברזילי,,,11
פוריה,,70.1408462524414,5
סוראסקי,,98.54824829101562,54
בני ציון,,83.14087677001953,16
רבין ק. בילינסון,,83.11376953125,45
סורוקה,,79.32232666015625,20
מאיר,,91.7737808227539,22
קפלן,,114.8014450073242,30
"רמב""ם",,87.09016418457031,27
הכרמל,,,0
הדסה עין כרם,,100.7936477661133,10
הסקוטי,,,0
שערי צדק,,89.30741119384766,2
לניאדו,,,0
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,,0
אסותא אשדוד,,,0
המשפחה הקדושה,,,0
השרון ק. גולדה,,58.92116165161133,5
יוספטל,,,0
סנט וינסנט,,,0
סנט ג'וזף,,,0
המרכזי בעמק,,86.20689392089844,18
