Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,43,60,0,0,0,0,0,0,0
2020-12-20T00:00:00.000Z,7374,7434,0.08,0,0,0,0,0,0
2020-12-21T00:00:00.000Z,24884,32318,0.35,0,0,0,0,0,0
2020-12-22T00:00:00.000Z,44616,76934,0.83,0,0,0,0,0,0
2020-12-23T00:00:00.000Z,62834,139768,1.5,0,0,0,0,0,0
2020-12-24T00:00:00.000Z,73331,213099,2.29,0,0,0,0,0,0
2020-12-25T00:00:00.000Z,38452,251551,2.71,0,0,0,0,0,0
2020-12-26T00:00:00.000Z,32573,284124,3.06,0,0,0,0,0,0
2020-12-27T00:00:00.000Z,104370,388494,4.18,0,0,0,0,0,0
2020-12-28T00:00:00.000Z,134813,523307,5.63,0,0,0,0,0,0
2020-12-29T00:00:00.000Z,155961,679268,7.3,0,0,0,0,0,0
2020-12-30T00:00:00.000Z,152735,832003,8.95,0,0,0,0,0,0
2020-12-31T00:00:00.000Z,158193,990196,10.65,0,0,0,0,0,0
2021-01-01T00:00:00.000Z,71236,1061432,11.41,0,0,0,0,0,0
2021-01-02T00:00:00.000Z,71629,1133061,12.18,0,0,0,0,0,0
2021-01-03T00:00:00.000Z,149412,1282473,13.79,0,0,0,0,0,0
2021-01-04T00:00:00.000Z,151847,1434320,15.42,1,1,0,0,0,0
2021-01-05T00:00:00.000Z,124864,1559184,16.77,0,1,0,0,0,0
2021-01-06T00:00:00.000Z,103074,1662258,17.88,0,1,0,0,0,0
2021-01-07T00:00:00.000Z,115827,1778085,19.12,4,5,0,0,0,0
2021-01-08T00:00:00.000Z,66301,1844386,19.83,3,8,0,0,0,0
2021-01-09T00:00:00.000Z,44455,1888841,20.31,22,30,0,0,0,0
2021-01-10T00:00:00.000Z,37542,1926383,20.72,5986,6016,0.06,0,0,0
2021-01-11T00:00:00.000Z,21015,1947398,20.94,19214,25230,0.27,0,0,0
2021-01-12T00:00:00.000Z,23912,1971310,21.2,35609,60839,0.65,0,0,0
2021-01-13T00:00:00.000Z,51927,2023237,21.76,56762,117601,1.26,0,0,0
