period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10735,907,8.45
3_Month,0-9,20809,2877,13.83
6_Month,0-9,65116,18592,28.55
1_Year,0-9,1111316,501148,45.1
All,0-9,1716982,768120,44.74
1_Month,10-19,12724,2419,19.01
3_Month,10-19,28633,7550,26.37
6_Month,10-19,74584,20744,27.81
1_Year,10-19,993657,513519,51.68
All,10-19,1632610,811438,49.7
1_Month,20-29,19187,4154,21.65
3_Month,20-29,42919,11426,26.62
6_Month,20-29,106820,32202,30.15
1_Year,20-29,910647,384487,42.22
All,20-29,1479742,609941,41.22
1_Month,30-39,17862,4280,23.96
3_Month,30-39,41150,12121,29.46
6_Month,30-39,109585,37670,34.38
1_Year,30-39,905144,437535,48.34
All,30-39,1376693,618450,44.92
1_Month,40-49,18268,4636,25.38
3_Month,40-49,42698,13588,31.82
6_Month,40-49,107510,39126,36.39
1_Year,40-49,831321,411319,49.48
All,40-49,1223449,562900,46.01
1_Month,50-59,18764,4725,25.18
3_Month,50-59,43767,14085,32.18
6_Month,50-59,103886,39150,37.69
1_Year,50-59,659979,303801,46.03
All,50-59,959167,404662,42.19
1_Month,60-69,21040,5034,23.93
3_Month,60-69,49651,15555,31.33
6_Month,60-69,115066,44761,38.9
1_Year,60-69,563760,245492,43.55
All,60-69,793651,312089,39.32
1_Month,70-79,23328,4899,21
3_Month,70-79,51823,15302,29.53
6_Month,70-79,110836,43481,39.23
1_Year,70-79,381301,170246,44.65
All,70-79,520353,205784,39.55
1_Month,80-89,20484,2918,14.25
3_Month,80-89,37107,8332,22.45
6_Month,80-89,64147,21867,34.09
1_Year,80-89,152077,71076,46.74
All,80-89,223659,87940,39.32
1_Month,90+,7438,889,11.95
3_Month,90+,12765,2454,19.22
6_Month,90+,19672,6017,30.59
1_Year,90+,37110,17910,48.26
All,90+,59136,22984,38.87
