period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6801,664,9.76
3_Month,0-9,29845,6376,21.36
6_Month,0-9,181920,51758,28.45
1_Year,0-9,1265391,543311,42.94
All,0-9,1712980,766532,44.75
1_Month,10-19,10223,1176,11.5
3_Month,10-19,36727,7152,19.47
6_Month,10-19,190115,51220,26.94
1_Year,10-19,1188307,579064,48.73
All,10-19,1630195,808067,49.57
1_Month,20-29,15833,1790,11.31
3_Month,20-29,53201,10157,19.09
6_Month,20-29,268397,62862,23.42
1_Year,20-29,1062053,425730,40.09
All,20-29,1473378,603729,40.98
1_Month,30-39,15043,2241,14.9
3_Month,30-39,53421,12436,23.28
6_Month,30-39,273796,78777,28.77
1_Year,30-39,1029321,469460,45.61
All,30-39,1372516,612245,44.61
1_Month,40-49,16034,2491,15.54
3_Month,40-49,53601,13291,24.8
6_Month,40-49,260101,80227,30.84
1_Year,40-49,936988,439296,46.88
All,40-49,1219339,556132,45.61
1_Month,50-59,16959,2914,17.18
3_Month,50-59,52763,13665,25.9
6_Month,50-59,236899,76361,32.23
1_Year,50-59,737620,316540,42.91
All,50-59,954877,396640,41.54
1_Month,60-69,19458,3834,19.7
3_Month,60-69,59857,16599,27.73
6_Month,60-69,234245,83964,35.84
1_Year,60-69,619541,249627,40.29
All,60-69,788498,302154,38.32
1_Month,70-79,21283,4317,20.28
3_Month,70-79,59814,17337,28.98
6_Month,70-79,188266,76494,40.63
1_Year,70-79,408554,166811,40.83
All,70-79,513535,195013,37.97
1_Month,80-89,17193,1978,11.5
3_Month,80-89,37009,8174,22.09
6_Month,80-89,84513,32878,38.9
1_Year,80-89,159133,67230,42.25
All,80-89,219100,81860,37.36
1_Month,90+,6093,473,7.76
3_Month,90+,11903,2143,18
6_Month,90+,22448,8002,35.65
1_Year,90+,37894,16631,43.89
All,90+,57187,21202,37.07
