coronaOccupancy,isolatedTeam,name,normalOccupancy
25.97402597402597,4,שמיר (אסף הרופא),62.85073089599609
23.333333333333332,2,המרכזי בעמק,86.89655303955078
22.72727272727273,16,מאיר,77.37789154052734
21.21212121212121,50,"רמב""ם",88.96907043457031
21.15384615384615,5,וולפסון,71.01024627685547
17.164179104477608,15,הדסה עין כרם,103.5087738037109
17.14285714285714,2,מעייני הישועה,
15.5,9,שיבא,96.0759506225586
11.5,56,סוראסקי,102.0495300292969
10.58823529411765,6,שערי צדק,93.12039184570312
9.090909090909092,14,לניאדו,1.114206075668335
4.117647058823529,40,סורוקה,70.4604721069336
3.448275862068966,8,ברזילי,70.26577758789062
2.352941176470588,21,קפלן,105.4151611328125
1.724137931034483,26,בני ציון,73.44110870361328
1.666666666666667,7,זיו צפת,76.0806884765625
0.5235602094240838,6,השרון ק. גולדה,45.22821426391602
0,4,פוריה,62.25352096557617
0,6,הסקוטי,106.4000015258789
0,4,הכרמל,70.96114349365234
0,40,רבין ק. בילינסון,100.9580841064453
0,31,הלל יפה,76.31067657470703
0,22,נהריה,87.8284912109375
0,0,"אסותא אשדוד בי""ח",
0,5,שניידר,91.13924407958984
0,0,יוספטל,33.84615325927734
0,0,אל מקאסד,
0,3,המשפחה הקדושה,146.6666717529297
0,0,הסהר האדום,
0,4,הר הצופים,79.86111450195312
0,0,הצרפתי,58.95522308349609
0,0,אסותא ראשון לציון,
0,1,אסותא רמת החייל,
0,2,אסותא באר שבע,
0,1,אסותא חיפה,
0,0,אלישע,
