name,value
מספר פרמדיקים בבידוד,6
מספר דיאטניות בבידוד,6
מספר פסיכולוגים/ות בבידוד,6
מספר עובדי מערך לוגיסטי בבידוד,7
מספר עובדי מעבדה בבידוד,8
מספר עוסים בבידוד,11
מספר רוקחים בבידוד,17
מספר פיזיותרפיסטים/ריפוי בעיסוק/קלינאי תקשורת בבידוד,27
מספר חובשי רפואת חירום בבידוד,37
סקטורים אחרים בבידוד,52
מספר אנשי כוח עזר בבידוד,102
מספר עובדי מינהל ומשק בבידוד,185
