city,diff,percentOfCityPopulation,sickCount,status,testsCount
ירושלים,0.1426194437841692,0.4523919971823484,4213,,108590
בני ברק,0.1876759461995621,1.595071860402578,3203,,45458
תל אביב - יפו,0.9066183136899365,0.24386022186240852,1113,,48604
בית שמש,0,0.46513094618671463,590,,10761
מודיעין עילית,0,0.5872341531226046,452,,8931
אלעד,0.4464285714285714,0.9464120467737865,450,,7292
פתח תקווה,1.9047619047619049,0.174314654241996,428,,24354
אשדוד,2.337662337662338,0.1745625966407777,394,,17044
באר שבע,0.6211180124223602,0.1643268684573562,324,,23364
ביתר עילית,0.3105590062111801,0.5239423825590449,323,,5154
ראשון לציון,0.3205128205128205,0.12891268533772648,313,,20568
בת ים,0.9836065573770493,0.2371638894877876,308,,14111
אשקלון,0,0.2051940176424547,291,,14328
נתניה,0.3558718861209964,0.1300156295384445,282,,16139
חולון,0.364963503649635,0.14718475701134662,275,,17068
חיפה,2.8000000000000003,0.0939928682454055,257,,22544
רמת גן,0,0.15366623150565709,226,,15433
טבריה,0.4629629629629629,0.4828660436137072,217,,6090
חורה,0,1.173616204931445,208,,2605
רהט,0,0.306349657037823,205,בסגר חלקי,5499
אור יהודה,2.941176470588235,0.5034087967091448,175,,4567
ערערה-בנגב,1.7964071856287431,0.9389671361502347,170,בסגר חלקי,2641
רעננה,0,0.20880158529611262,157,,8312
דייר אל-אסד,0,1.206923932031126,152,,4885
רחובות,0.6802721088435374,0.10628671559685741,148,,12130
הרצליה,0,0.1573852489058491,146,,8271
מודיעין-מכבים-רעות,0,0.15185942156403792,133,,7481
נתיבות,0,0.3144572364146677,121,,3296
צפת,0,0.3252981900075069,117,,3427
לוד,0.8771929824561403,0.150742571012859,115,,5885
רמלה,5.607476635514019,0.1492162843824691,113,,6240
אום אל-פחם,3.9215686274509802,0.1886456664886991,106,,4009
מגדל העמק,0,0.3880734649965419,101,,2500
קרית גת,0,0.1722038615411376,99,,3844
כפר סבא,4.651162790697674,0.09185360576432407,90,,8404
יהוד,0,0.28949545078577343,84,,2630
חדרה,2.564102564102564,0.08380122349786306,80,,11664
שדרות,0,0.2920085754417092,79,,4066
עפולה,1.492537313432836,0.12720980263773268,68,,3956
ראש העין,0,0.1110737125546954,66,,5231
קרית אונו,1.538461538461539,0.176056338028169,66,,3505
באקה אל-גרביה,0,0.2198619943174131,65,,2768
אפרת,0,0.5612558098745943,64,,1585
קרית מלאכי,1.666666666666667,0.24995902311096538,61,,1498
כוכב יעקב,1.666666666666667,0.6825556674499272,61,,881
רכסים,0,0.47611362169141386,59,,1496
גבעת זאב,0,0.3102650399663441,59,,2201
יבנה,3.571428571428571,0.12496498825760019,58,,3368
מעלה אדומים,0,0.1546872916388852,58,,4721
גדרה,0,0.224863475746868,56,,3638
אילת,1.851851851851852,0.09723499045329184,55,,3158
אופקים,0,0.17276582377885968,55,,2855
כרמיאל,0,0.11827193944476701,55,,3823
גני תקווה,0,0.2758966641585152,55,,2192
טייבה,0,0.120569634651258,53,,2794
גבעתיים,0,0.09588594999457249,53,,4838
נהריה,0,0.08362043014349266,50,,6647
הוד השרון,0,0.08341953351796857,50,,4382
גבעת שמואל,0,0.1953981736252343,49,,2293
רמת השרון,2.127659574468085,0.1058691193012638,48,,3754
ג'סר א-זרקא,0,0.30066145520144316,45,,2768
קרית יערים,0,0.7178178337852927,45,,930
"כפר חב""ד",0,0.6546406750072737,45,,1012
אזור,0,0.3426661094860008,41,,1219
ג'ת,14.28571428571429,0.3277076847452073,40,,1418
באר יעקב,0,0.1508587343339007,39,,2105
בענה,0,0.4506106960749437,38,,2054
זכרון יעקב,0,0.1705795214795529,38,,1410
שוהם,0,0.1796945193171608,36,,1837
עכו,0,0.06639457907789646,34,,3978
נוף הגליל,0,0.07693177961307841,34,,3654
דבוריה,0,0.3129148492319363,33,,1770
קרית אתא,0,0.05721319717748227,33,,4419
אבן יהודה,0,0.24793388429752072,33,,1323
דימונה,0,0.08958065057947483,32,,2769
פרדס חנה-כרכור,10.71428571428571,0.07462506920873355,31,,4751
נס ציונה,0,0.06545787785559992,30,,3025
קרית ים,0,0.0738157660294754,29,,2972
גן יבנה,0,0.1287915796953413,29,,1508
מצפה רמון,0,0.519065681772809,26,,408
כפר קרע,0,0.1253263707571802,24,,1316
ערד,0,0.08900426478768775,24,,1431
נצרת,0,0.02928854308599371,23,,2457
טמרה,0,0.0669928929278807,23,,1826
קרית מוצקין,0,0.050047772874107097,22,,4172
להבים,0,0.3368083400160385,21,,1142
מזכרת בתיה,0,0.1395441557578577,21,,1611
מיתר,10.52631578947368,0.20972735443922902,21,,1323
עלי,0,0.4873294346978557,20,,358
יקנעם עילית,0,0.08637070305752288,20,,1418
קדימה-צורן,5.263157894736842,0.09502541929966266,20,,1187
יבנאל,0,0.48169556840077066,20,,371
מבשרת ציון,0,0.08640428565256837,20,,2482
מג'ד אל-כרום,0,0.1296596434359805,20,,2088
מעלה עירון,5.555555555555555,0.1259195440387037,19,,725
כפר קאסם,0,0.07892331976406082,19,,1584
קרית ביאליק,0,0.0457375174691907,18,,2612
טירת כרמל,0,0.07796595486637502,18,,1230
עומר,0,0.2268431001890359,18,,1193
ערערה,20,0.09001800360072014,18,,1566
קרית שמונה,0,0.07696138349404681,17,,1201
לקיה,0,0.1107708346908191,17,,844
סח'נין,0,0.05193059628543499,17,,1851
כפר כנא,6.666666666666667,0.07021855525322566,16,,1412
אריאל,0,0.08744125040988086,16,,1426
כפר יונה,0,0.06982325987344534,16,,1370
חריש,0,0.1111574267055718,16,,933
עמנואל,0,0.3570578433706261,15,,245
הר אדר,15.38461538461539,0.3718393653941497,15,,397
פקיעין (בוקייעה),0,0.2540220152413209,15,,726
מרכז שפירא,0,0.7201152184349496,15,,242
תל מונד,0,0.1170046801872075,15,,1500
שפרעם,0,0.0363460140537921,15,,2117
פוריידיס,0,0.11283285692793739,15,,861
חצור הגלילית,0,0.0407955124936257, קטן מ-15 ,,498
קרית טבעון,0,0.03147227292755083, קטן מ-15 ,,1027
ירכא,0,0.01282955930463789, קטן מ-15 ,,1478
ירוחם,0,0.09565716472163766, קטן מ-15 ,,545
שילה,0,0.18302447952413642, קטן מ-15 ,,240
"בסמ""ה",0,0.06526198023494313, קטן מ-15 ,,619
פסוטה,0,0.02965599051008304, קטן מ-15 ,,437
שגב-שלום,0,0.009201324990798674, קטן מ-15 ,,258
שלומי,0,0.1502403846153846, קטן מ-15 ,,820
פדואל,0,0.18867924528301888, קטן מ-15 ,,142
אעצם (שבט),0,0.028645087367516472, קטן מ-15 ,,118
אלקנה,0,0.2145347278090641, קטן מ-15 ,,316
קרית ארבע,0,0.163176502583628, קטן מ-15 ,,502
שמשית,0,0.12987012987012989, קטן מ-15 ,,174
כסיפה,0,0.06778512116590409, קטן מ-15 ,,735
עתלית,0,0.08427642667950878, קטן מ-15 ,,463
טלמון,0,0.06202191440975812, קטן מ-15 ,,237
עראבה,0,0.026609898882384252, קטן מ-15 ,,1015
עפרה,0,0.35947712418300654, קטן מ-15 ,,281
עספיא,0,0.04072987943955686, קטן מ-15 ,,794
אלעזר,0,0.48661800486618007, קטן מ-15 ,,308
טירה,12.5,0.0338855421686747, קטן מ-15 ,,1570
