period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,41014,11451,27.92
3_Month,0-9,227466,49372,21.71
6_Month,0-9,1193065,506708,42.47
1_Year,0-9,1490232,634301,42.56
All,0-9,1701993,742137,43.6
1_Month,10-19,44758,15019,33.56
3_Month,10-19,245253,48765,19.88
6_Month,10-19,1115348,547322,49.07
1_Year,10-19,1389224,641412,46.17
All,10-19,1621720,786827,48.52
1_Month,20-29,48986,15188,31
3_Month,20-29,330284,54285,16.44
6_Month,20-29,957996,386062,40.3
1_Year,20-29,1223833,449904,36.76
All,20-29,1457266,571108,39.19
1_Month,30-39,53948,18769,34.79
3_Month,30-39,325973,66937,20.53
6_Month,30-39,936199,420286,44.89
1_Year,30-39,1166895,485859,41.64
All,30-39,1357500,571541,42.1
1_Month,40-49,54763,19938,36.41
3_Month,40-49,313444,65941,21.04
6_Month,40-49,856720,389953,45.52
1_Year,40-49,1046003,440455,42.11
All,40-49,1204767,514120,42.67
1_Month,50-59,51845,18930,36.51
3_Month,50-59,279230,57469,20.58
6_Month,50-59,662968,267921,40.41
1_Year,50-59,811135,296384,36.54
All,50-59,939011,352985,37.59
1_Month,60-69,55018,20127,36.58
3_Month,60-69,253323,55443,21.89
6_Month,60-69,549706,194375,35.36
1_Year,60-69,668975,212408,31.75
All,60-69,769818,250423,32.53
1_Month,70-79,50363,18139,36.02
3_Month,70-79,177644,43426,24.45
6_Month,70-79,349741,115366,32.99
1_Year,70-79,425901,125185,29.39
All,70-79,490463,145421,29.65
1_Month,80-89,29415,6732,22.89
3_Month,80-89,70023,16160,23.08
6_Month,80-89,131029,43881,33.49
1_Year,80-89,163955,48520,29.59
All,80-89,205837,59430,28.87
1_Month,90+,9502,1441,15.17
3_Month,90+,17806,3627,20.37
6_Month,90+,30574,10853,35.5
1_Year,90+,38839,12070,31.08
All,90+,53190,15712,29.54
