age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,643101,539827,1538337,41.8,35.1
20-29,1027699,938477,1300361,79,72.2
30-39,997237,929832,1197026,83.3,77.7
40-49,948990,890551,1098556,86.4,81.1
50-59,762416,718567,849966,89.7,84.5
60-69,674040,645173,741639,90.9,87
70-79,468699,455846,490784,95.5,92.9
80-89,212009,205978,225538,94,91.3
90+,48094,46311,51496,93.4,89.9
