city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,130027,1373,462,26437,14
תל אביב - יפו,26211,341,95,21087,7
באר שבע,14955,288,124,7958,15
נתניה,16835,266,100,8816,12
רהט,4812,213,87,1065,31
פתח תקווה,21527,207,105,10613,8
חיפה,16562,199,73,10996,7
חולון,14581,194,93,6162,10
אשדוד,25472,192,84,6827,9
ראשון לציון,14809,172,68,8275,7
אשקלון,11776,165,58,4672,11
נצרת,8985,154,59,1702,20
אום אל-פחם,6068,147,94,1378,26
לוד,8582,142,46,4038,18
בת ים,9625,130,52,4020,10
רחובות,11271,119,39,5447,8
רמלה,9500,118,29,2320,15
חדרה,6797,115,37,3264,12
טייבה,4479,84,32,1159,19
קרית גת,7285,79,45,1714,13
בני ברק,48185,76,17,2432,4
כפר קאסם,3327,74,35,616,30
בית שמש,20175,67,28,2232,5
ערד,2452,66,26,1491,24
לקיה,727,61,22,233,38
טירה,2703,60,22,632,22
אופקים,4297,60,27,1003,18
דימונה,2487,58,20,1302,16
שדרות,2862,57,21,1068,20
ירכא,2118,57,30,383,36
באקה אל-גרביה,2729,56,33,564,19
כפר כנא,2433,56, 11-14 ,391,24
צפת,4792,55, 11-14 ,1081,15
כסיפה,879,54,21,204,30
ערערה,1995,53,18,529,26
אור יהודה,4337,52,19,977,15
נתיבות,6978,51,27,1088,13
ערערה-בנגב,965,50,24,217,27
אילת,2496,50,19,3596,9
רמת גן,7865,50,16,6190,3
טבריה,4505,49,18,1186,11
שפרעם,4098,48,24,784,12
מודיעין עילית,25164,48,19,736,6
יפיע,2218,45,  6-10  ,267,23
ראש העין,5436,44,19,2747,7
הרצליה,4223,44, 11-14 ,4733,5
קרית מלאכי,4097,44,17,644,18
ריינה,1692,44,21,247,26
מעלה אדומים,3789,43,30,1499,12
אבו סנאן,1316,41,19,1053,30
קרית אתא,4666,40,22,2066,7
בית ג'ן,1875,40,23,223,33
עכו,4051,40, 11-14 ,1473,8
מעלה עירון,1860,40,22,284,26
תל שבע,549,39,17,258,18
אבו גוש,1261,38, 11-14 ,588,47
מגאר,2085,38,  6-10  ,898,16
כפר סבא,4060,38,26,4081,4
מודיעין-מכבים-רעות,4802,36,21,5076,4
נוף הגליל,2852,36,  6-10  ,1403,8
מעלות-תרשיחא,1581,36,  1-5  ,828,16
חורה,837,34, 11-14 ,236,18
רעננה,3827,32,17,4183,4
ג'דיידה-מכר,2036,32, 11-14 ,501,15
כפר מנדא,1675,32,  6-10  ,209,15
עין מאהל,1633,30,15,158,22
משהד,787,30,  6-10  ,114,34
"בסמ""ה",906,30,20,268,27
נהריה,3300,30,  6-10  ,2013,5
סח'נין,4348,30,  6-10  ,684,9
קרית מוצקין,2360,29, 11-14 ,1908,6
פרדס חנה-כרכור,2328,29, 11-14 ,1828,7
הוד השרון,2784,29,18,2831,5
כפר יאסיף,960,28, 11-14 ,490,26
כאוכב אבו אל-היג'א,449,27, 11-14 ,208,69
חריש,1523,27,  6-10  ,717,13
