city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,112238,9283,5599,46892,98
בני ברק,44296,3574,2306,14189,175
תל אביב - יפו,20878,2436,1558,26028,53
פתח תקווה,17787,2248,1432,18244,91
מודיעין עילית,23050,2146,1555,8841,270
אשדוד,21715,1947,1379,16348,86
בית שמש,17879,1611,1126,7486,120
ראשון לציון,11325,1443,974,15704,59
חולון,11443,1299,897,11941,70
נתניה,12762,1270,859,12927,59
חיפה,13781,1135,656,14082,42
באר שבע,11210,1108,754,14250,56
רמלה,7330,1023,685,5767,134
רחובות,9043,975,662,8740,69
אשקלון,8377,951,693,9588,66
בת ים,7230,923,619,7857,72
נתיבות,5420,892,713,4245,221
רמת גן,6472,823,499,8686,55
קרית גת,5639,775,572,5028,131
לוד,6730,773,546,4944,97
ביתר עילית,12005,769,565,2616,121
אלעד,10536,704,489,2867,147
צפת,3776,678,519,2603,187
נצרת,7474,546,279,2200,69
קרית אתא,3772,534,380,4639,92
אופקים,3286,523,373,3572,156
ראש העין,4337,492,323,5047,76
חדרה,5143,478,330,5022,49
מודיעין-מכבים-רעות,4192,454,311,6371,51
קרית מלאכי,3017,448,340,2267,179
יבנה,3448,434,296,3324,90
אור יהודה,3475,396,271,2681,115
עכו,3224,329,267,2895,64
טבריה,3554,321,220,2350,70
כפר סבא,3347,318,179,4750,32
הרצליה,3390,317,201,5073,34
הוד השרון,2267,313,219,3815,51
רעננה,3291,309,204,4018,40
גבעת זאב,3317,307,192,1376,155
נהריה,2750,298,194,3434,49
טייבה,3505,295,217,1443,66
אילת,1746,294,192,4683,52
מעלה אדומים,3141,285,210,2860,77
עפולה,2978,262,188,2910,47
שדרות,2014,248,191,2047,88
שפרעם,3592,236,129,1466,57
רכסים,2766,234,170,896,181
נס ציונה,1958,230,151,3317,50
גדרה,1457,221,172,2231,87
פרדס חנה-כרכור,1812,219,160,2751,52
דימונה,1753,217,146,2533,60
מבשרת ציון,1653,208,153,1820,89
כרמיאל,2165,208,128,2499,45
קרית מוצקין,1940,203,129,2363,44
זכרון יעקב,1183,196,118,1388,87
מגאר,1610,193,125,1321,84
באר יעקב,1791,188,132,1805,70
נוף הגליל,2234,187,103,1895,42
בית ג'ן,1621,185,94,933,153
גבעתיים,1709,182,128,3124,33
קרית אונו,1464,179,106,2136,47
אום אל-פחם,4724,178,106,1021,31
קרית ביאליק,1827,173,120,2200,43
קרית ים,1859,171,106,2166,44
גן יבנה,1378,164,122,1573,73
עראבה,1823,163,107,964,61
"כפר חב""ד",1110,158,110,854,226
יהוד,1622,156,89,2024,54
גבעת שמואל,1503,152,108,2007,59
סח'נין,3955,152,98,997,46
בית שאן,1366,149,120,1297,75
חריש,973,148,115,909,72
באקה אל-גרביה,2219,148,93,790,49
חצור הגלילית,1195,148,117,755,147
יפיע,1761,148,95,511,76
רמת השרון,1615,147,87,2357,32
כפר קאסם,2769,146,122,745,60
כפר יונה,1106,144,92,1631,60
כוכב יעקב,1658,143,70,641,155
טמרה,3505,139,100,865,40
אור עקיבא,1336,136,89,1002,68
ריינה,1300,133,94,486,79
יאנוח-ג'ת,858,131,95,700,197
ג'דיידה-מכר,1630,130,102,862,62
טירת כרמל,1098,129,87,1488,53
מגדל העמק,1666,127,87,1307,49
מעלות-תרשיחא,1177,127,81,1273,55
גני תקווה,1058,123,95,1294,59
אריאל,811,122,78,1379,67
קרית שמונה,1203,120,91,1080,54
יקנעם עילית,915,118,88,1474,50
קדימה-צורן,713,118,79,1150,56
תפרח,633,115,86,424,514
דייר חנא,1204,114,82,502,106
כפר כנא,2023,110,81,498,47
ירכא,1810,109,82,708,69
דאלית אל-כרמל,2034,108,77,558,62
עין מאהל,1446,106,51,327,77
שוהם,965,100,62,1658,50
פקיעין (בוקייעה),845,100,63,576,168
מזכרת בתיה,638,99,64,1326,65
אזור,885,97,70,883,79
קרית יערים,1304,93,60,472,145
מג'ד אל-כרום,1973,92,56,390,59
עמנואל,563,91,77,295,204
אבן יהודה,527,88,56,1167,65
אבו גוש,974,87,51,520,107
אפרת,862,87,67,1024,73
אכסאל,1267,85,66,397,56
עין נקובא,428,82,63,278,229
מעלה עירון,1570,81,59,372,53
עספיא,1212,79,59,488,64
קרית ארבע,591,78,54,689,106
קרני שומרון,471,78,58,757,81
ערד,2001,77,49,1201,28
אלון שבות,314,77,27,379,237
גבע בנימין,537,76,55,465,138
קרית עקרון,623,75,54,726,70
ראמה,762,75,41,386,90
טירה,2280,75,39,706,28
כעביה-טבאש-חג'אג'רה,429,74,53,309,124
רהט,2831,73,50,954,11
כאבול,1183,73,46,355,59
צור הדסה,581,71,50,716,73
ביר אל-מכסור,450,70,57,381,68
אבו סנאן,1037,70,59,488,52
ירוחם,811,70,46,750,65
יד בנימין,547,69,53,531,162
כסרא-סמיע,657,69,41,338,78
כפר מנדא,1522,68,36,244,33
ג'ת,1049,67,32,434,54
קלנסווה,2258,67,37,521,29
טובא-זנגריה,332,67,53,374,97
נחף,1068,66,44,308,48
דבוריה,987,66,45,382,62
כפר יאסיף,758,64,40,406,59
טלמון,395,62,52,708,122
ערערה,1548,61,35,489,30
בית אל,434,57,46,937,101
חורפיש,748,57,29,616,88
בסמת טבעון,362,56,35,303,70
שילה,297,55,36,537,119
שבלי - אום אל-גנם,466,55,38,244,84
נשר,816,51,30,991,23
דייר אל-אסד,1258,51,30,324,40
טורעאן,1126,50,20,330,34
"בסמ""ה",721,49,34,317,45
סאג'ור,437,49,27,257,116
כסיפה,581,49,34,266,27
בועיינה-נוג'ידאת,676,48,30,276,47
כפר קרע,1355,47,35,465,24
קצרין,249,47,35,586,61
"בני עי""ש",322,43,31,592,64
ג'ולס,609,41,32,289,65
אורנית,299,41,23,606,45
פדואל,197,40,32,461,186
שעב,639,39,28,178,52
אליכין,187,38,35,402,109
אעבלין,1067,38,16,344,28
זרזיר,356,36,22,180,41
נוף איילון,214,36,26,339,157
חשמונאים,410,36,27,424,124
עתלית,263,35,17,456,38
עלי,284,35,24,582,84
עיילבון,500,35,27,297,61
קרית טבעון,498,35, 11-14 ,911,22
עפרה,216,34,25,498,109
