section,female,male,period,order_period
0-9,"{'amount': 2, 'percentage': 0.5}","{'amount': 2, 'percentage': 0.5}",חודש אחרון,5
0-9,"{'amount': 21, 'percentage': 0.1}","{'amount': 22, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 14, 'percentage': 0.3}","{'amount': 8, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 3, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.4}",3 חודשים,4
0-9,"{'amount': 23, 'percentage': 0.1}","{'amount': 24, 'percentage': 0.1}",מתחילת קורונה,1
10-19,"{'amount': 44, 'percentage': 0.3}","{'amount': 29, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 2, 'percentage': 0.4}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 18, 'percentage': 0.4}","{'amount': 9, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 42, 'percentage': 0.3}","{'amount': 27, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 77, 'percentage': 1.5}","{'amount': 75, 'percentage': 1.5}",6 חודשים,3
20-29,"{'amount': 2, 'percentage': 0.4}","{'amount': 3, 'percentage': 0.6}",3 חודשים,4
20-29,"{'amount': 2, 'percentage': 0.5}","{'amount': 2, 'percentage': 0.5}",חודש אחרון,5
20-29,"{'amount': 162, 'percentage': 0.9}","{'amount': 141, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 154, 'percentage': 1}","{'amount': 135, 'percentage': 0.8}",שנה,2
30-39,"{'amount': 336, 'percentage': 2.1}","{'amount': 377, 'percentage': 2.4}",שנה,2
30-39,"{'amount': 184, 'percentage': 3.6}","{'amount': 181, 'percentage': 3.6}",6 חודשים,3
30-39,"{'amount': 14, 'percentage': 2.9}","{'amount': 6, 'percentage': 1.2}",3 חודשים,4
30-39,"{'amount': 9, 'percentage': 2.2}","{'amount': 4, 'percentage': 1}",חודש אחרון,5
30-39,"{'amount': 355, 'percentage': 2.1}","{'amount': 413, 'percentage': 2.4}",מתחילת קורונה,1
40-49,"{'amount': 548, 'percentage': 3.4}","{'amount': 894, 'percentage': 5.6}",שנה,2
40-49,"{'amount': 239, 'percentage': 4.7}","{'amount': 364, 'percentage': 7.1}",6 חודשים,3
40-49,"{'amount': 9, 'percentage': 1.8}","{'amount': 23, 'percentage': 4.7}",3 חודשים,4
40-49,"{'amount': 7, 'percentage': 1.7}","{'amount': 19, 'percentage': 4.7}",חודש אחרון,5
40-49,"{'amount': 581, 'percentage': 3.4}","{'amount': 951, 'percentage': 5.5}",מתחילת קורונה,1
50-59,"{'amount': 379, 'percentage': 7.4}","{'amount': 472, 'percentage': 9.3}",6 חודשים,3
50-59,"{'amount': 33, 'percentage': 6.7}","{'amount': 22, 'percentage': 4.5}",3 חודשים,4
50-59,"{'amount': 952, 'percentage': 6}","{'amount': 1432, 'percentage': 9}",שנה,2
50-59,"{'amount': 1006, 'percentage': 5.8}","{'amount': 1539, 'percentage': 8.9}",מתחילת קורונה,1
50-59,"{'amount': 23, 'percentage': 5.7}","{'amount': 19, 'percentage': 4.7}",חודש אחרון,5
60-69,"{'amount': 39, 'percentage': 8}","{'amount': 53, 'percentage': 10.8}",3 חודשים,4
60-69,"{'amount': 421, 'percentage': 8.3}","{'amount': 502, 'percentage': 9.9}",6 חודשים,3
60-69,"{'amount': 28, 'percentage': 6.9}","{'amount': 45, 'percentage': 11.1}",חודש אחרון,5
60-69,"{'amount': 1337, 'percentage': 7.8}","{'amount': 2158, 'percentage': 12.5}",מתחילת קורונה,1
60-69,"{'amount': 1271, 'percentage': 7.9}","{'amount': 1999, 'percentage': 12.5}",שנה,2
70-79,"{'amount': 48, 'percentage': 11.9}","{'amount': 61, 'percentage': 15.1}",חודש אחרון,5
70-79,"{'amount': 57, 'percentage': 11.6}","{'amount': 67, 'percentage': 13.7}",3 חודשים,4
70-79,"{'amount': 464, 'percentage': 9.1}","{'amount': 539, 'percentage': 10.6}",6 חודשים,3
70-79,"{'amount': 1501, 'percentage': 9.4}","{'amount': 2081, 'percentage': 13}",שנה,2
70-79,"{'amount': 1594, 'percentage': 9.3}","{'amount': 2273, 'percentage': 13.2}",מתחילת קורונה,1
80-89,"{'amount': 43, 'percentage': 8.8}","{'amount': 65, 'percentage': 13.3}",3 חודשים,4
80-89,"{'amount': 1506, 'percentage': 9.4}","{'amount': 1506, 'percentage': 9.4}",שנה,2
80-89,"{'amount': 460, 'percentage': 9}","{'amount': 393, 'percentage': 7.7}",6 חודשים,3
80-89,"{'amount': 38, 'percentage': 9.4}","{'amount': 57, 'percentage': 14.1}",חודש אחרון,5
80-89,"{'amount': 1647, 'percentage': 9.6}","{'amount': 1622, 'percentage': 9.4}",מתחילת קורונה,1
90+,"{'amount': 787, 'percentage': 4.6}","{'amount': 525, 'percentage': 3.1}",מתחילת קורונה,1
90+,"{'amount': 27, 'percentage': 6.7}","{'amount': 11, 'percentage': 2.7}",חודש אחרון,5
90+,"{'amount': 34, 'percentage': 6.9}","{'amount': 13, 'percentage': 2.7}",3 חודשים,4
90+,"{'amount': 168, 'percentage': 3.3}","{'amount': 124, 'percentage': 2.4}",6 חודשים,3
90+,"{'amount': 713, 'percentage': 4.5}","{'amount': 477, 'percentage': 3}",שנה,2
