name,value
פסיכולוגיה,36
פראמדיקים,42
ריפוי בעיסוק,52
קלינאות תקשורת,55
שירות סוציאלי,90
פיזיותרפיה,91
מעבדה,97
מערך לוגיסטי,138
רוקחות,159
כוח עזר,218
חובשי רפואת חירום,330
מינהל ומשק,1343
סקטורים אחרים,2584
