section,male,female,period
0-9,"{'amount': 24, 'percentage': 0.1}","{'amount': 20, 'percentage': 0.1}",שנה
0-9,"{'amount': 26, 'percentage': 0.2}","{'amount': 21, 'percentage': 0.1}",מתחילת קורונה
0-9,"{'amount': 1, 'percentage': 2.8}","{'amount': 1, 'percentage': 2.8}",חודש אחרון
0-9,"{'amount': 2, 'percentage': 0.5}","{'amount': 2, 'percentage': 0.5}",3 חודשים
0-9,"{'amount': 11, 'percentage': 0.1}","{'amount': 14, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 10, 'percentage': 0.1}","{'amount': 23, 'percentage': 0.3}",6 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 2.8}",חודש אחרון
10-19,"{'amount': 28, 'percentage': 0.2}","{'amount': 44, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 1, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.5}",3 חודשים
10-19,"{'amount': 26, 'percentage': 0.2}","{'amount': 42, 'percentage': 0.3}",שנה
20-29,"{'amount': 5, 'percentage': 1.3}","{'amount': 3, 'percentage': 0.8}",3 חודשים
20-29,"{'amount': 1, 'percentage': 2.8}","{'amount': 1, 'percentage': 2.8}",חודש אחרון
20-29,"{'amount': 137, 'percentage': 0.8}","{'amount': 158, 'percentage': 1}",שנה
20-29,"{'amount': 141, 'percentage': 0.8}","{'amount': 161, 'percentage': 1}",מתחילת קורונה
20-29,"{'amount': 90, 'percentage': 1.1}","{'amount': 98, 'percentage': 1.2}",6 חודשים
30-39,"{'amount': 414, 'percentage': 2.5}","{'amount': 348, 'percentage': 2.1}",מתחילת קורונה
30-39,"{'amount': 401, 'percentage': 2.5}","{'amount': 339, 'percentage': 2.1}",שנה
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 2.8}",חודש אחרון
30-39,"{'amount': 8, 'percentage': 2.1}","{'amount': 18, 'percentage': 4.7}",3 חודשים
30-39,"{'amount': 230, 'percentage': 2.9}","{'amount': 220, 'percentage': 2.8}",6 חודשים
40-49,"{'amount': 505, 'percentage': 6.4}","{'amount': 320, 'percentage': 4.1}",6 חודשים
40-49,"{'amount': 25, 'percentage': 6.5}","{'amount': 11, 'percentage': 2.9}",3 חודשים
40-49,"{'amount': 1, 'percentage': 2.8}","{'amount': 1, 'percentage': 2.8}",חודש אחרון
40-49,"{'amount': 922, 'percentage': 5.7}","{'amount': 561, 'percentage': 3.5}",שנה
40-49,"{'amount': 940, 'percentage': 5.6}","{'amount': 570, 'percentage': 3.4}",מתחילת קורונה
50-59,"{'amount': 32, 'percentage': 8.4}","{'amount': 30, 'percentage': 7.8}",3 חודשים
50-59,"{'amount': 2, 'percentage': 5.6}","{'amount': 1, 'percentage': 2.8}",חודש אחרון
50-59,"{'amount': 1476, 'percentage': 9.1}","{'amount': 972, 'percentage': 6}",שנה
50-59,"{'amount': 1528, 'percentage': 9.1}","{'amount': 983, 'percentage': 5.8}",מתחילת קורונה
50-59,"{'amount': 738, 'percentage': 9.4}","{'amount': 499, 'percentage': 6.3}",6 חודשים
60-69,"{'amount': 838, 'percentage': 10.6}","{'amount': 629, 'percentage': 8}",6 חודשים
60-69,"{'amount': 32, 'percentage': 8.4}","{'amount': 44, 'percentage': 11.5}",3 חודשים
60-69,"{'amount': 2, 'percentage': 5.6}","{'amount': 7, 'percentage': 19.4}",חודש אחרון
60-69,"{'amount': 2117, 'percentage': 12.6}","{'amount': 1301, 'percentage': 7.7}",מתחילת קורונה
60-69,"{'amount': 2046, 'percentage': 12.6}","{'amount': 1278, 'percentage': 7.9}",שנה
70-79,"{'amount': 902, 'percentage': 11.4}","{'amount': 728, 'percentage': 9.2}",6 חודשים
70-79,"{'amount': 5, 'percentage': 13.9}","{'amount': 1, 'percentage': 2.8}",חודש אחרון
70-79,"{'amount': 2216, 'percentage': 13.2}","{'amount': 1533, 'percentage': 9.1}",מתחילת קורונה
70-79,"{'amount': 2119, 'percentage': 13}","{'amount': 1490, 'percentage': 9.2}",שנה
70-79,"{'amount': 40, 'percentage': 10.4}","{'amount': 41, 'percentage': 10.7}",3 חודשים
80-89,"{'amount': 1572, 'percentage': 9.4}","{'amount': 1600, 'percentage': 9.5}",מתחילת קורונה
80-89,"{'amount': 683, 'percentage': 8.7}","{'amount': 771, 'percentage': 9.8}",6 חודשים
80-89,"{'amount': 6, 'percentage': 16.7}","{'amount': 2, 'percentage': 5.6}",חודש אחרון
80-89,"{'amount': 35, 'percentage': 9.1}","{'amount': 29, 'percentage': 7.6}",3 חודשים
80-89,"{'amount': 1507, 'percentage': 9.3}","{'amount': 1534, 'percentage': 9.4}",שנה
90+,"{'amount': 508, 'percentage': 3}","{'amount': 758, 'percentage': 4.5}",מתחילת קורונה
90+,"{'amount': 250, 'percentage': 3.2}","{'amount': 323, 'percentage': 4.1}",6 חודשים
90+,"{'amount': 6, 'percentage': 1.6}","{'amount': 17, 'percentage': 4.4}",3 חודשים
90+,"{'amount': 1, 'percentage': 2.8}","{'amount': 1, 'percentage': 2.8}",חודש אחרון
90+,"{'amount': 479, 'percentage': 2.9}","{'amount': 720, 'percentage': 4.4}",שנה
