city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
תל אביב - יפו,26785,339,277,46655,7
פתח תקווה,21967,147,116,12275,6
כפר סבא,4351,145,88,12670,15
הרצליה,4411,118,91,10401,13
נתניה,17178,80,62,13319,4
כפר יונה,1500,80,79,3471,33
ראשון לציון,15018,74,57,12918,3
מעלה אדומים,3916,72,70,2274,19
מודיעין-מכבים-רעות,5009,67,45,7350,8
רחובות,11395,65,49,6265,5
פרדס חנה-כרכור,2499,64,47,4191,15
הוד השרון,2874,60,55,5469,10
רמלה,9632,54,31,4296,7
בנימינה-גבעת עדה,804,51,23,4321,35
רמת גן,7961,46,38,9652,3
כוכב יאיר,433,44,29,1903,48
רמת השרון,1988,40,28,4573,9
ירושלים,130597,38,27,26853,0
רעננה,3959,36,26,8062,5
חדרה,6902,33,29,3527,3
חיפה,16731,33,25,10443,1
קרית אונו,1830,31,29,2716,8
חולון,14722,27,25,7665,1
צופים,177,26,17,891,108
יהוד,1969,22,22,1582,8
גני תקווה,1354,21,19,1331,10
באר יעקב,2292,19,18,1324,7
גבעתיים,2069,19,18,3296,3
ראש העין,5469,19,17,2709,3
בת ים,9721,18, 11-14 ,5034,1
אשקלון,11898,15,  6-10  ,4344,1
אורנית,377, קטן מ-15 ,  1-5  ,549,6
גדרה,1844, קטן מ-15 ,  1-5  ,1296,3
ראש פינה,156, קטן מ-15 ,  1-5  ,128,6
נשר,1006, קטן מ-15 ,  1-5  ,607,1
יבנאל,312, קטן מ-15 ,  1-5  ,101,2
תל מונד,498, קטן מ-15 ,  1-5  ,1335,3
רבבה,337, קטן מ-15 ,  6-10  ,143,21
פרדסיה,274, קטן מ-15 ,  6-10  ,475,18
נס ציונה,2481, קטן מ-15 ,  6-10  ,2345,2
דייר חנא,1469, קטן מ-15 ,  1-5  ,266,1
כאבול,1297, קטן מ-15 ,  1-5  ,314,2
טלמון,492, קטן מ-15 ,  1-5  ,174,12
כפר מנדא,1689, קטן מ-15 ,  1-5  ,474,1
עכו,4077, קטן מ-15 ,  1-5  ,1311,1
עץ אפרים,206, קטן מ-15 ,  6-10  ,244,24
מעיליא,270, קטן מ-15 ,  1-5  ,112,3
שערי תקווה,372, קטן מ-15 ,  1-5  ,358,9
חצור הגלילית,1397, קטן מ-15 ,  1-5  ,129,1
פדואל,236, קטן מ-15 ,  1-5  ,98,14
מבשרת ציון,1927, קטן מ-15 ,  1-5  ,1077,1
אזור,1134, קטן מ-15 ,  1-5  ,430,1
סביון,236, קטן מ-15 ,  1-5  ,665,5
שבלי - אום אל-גנם,566, קטן מ-15 ,  1-5  ,127,2
נוף איילון,234, קטן מ-15 ,  0  ,123,4
כפר קרע,1683, קטן מ-15 ,  1-5  ,482,2
אלפי מנשה,323, קטן מ-15 ,  0  ,841,1
כפר אדומים,274, קטן מ-15 ,  1-5  ,195,2
כרמיאל,2482, קטן מ-15 ,  1-5  ,1107,1
כעביה-טבאש-חג'אג'רה,577, קטן מ-15 ,  1-5  ,52,2
מסעודין אל-עזאזמה,121, קטן מ-15 ,  0  ,58,1
גני מודיעין,358, קטן מ-15 ,  1-5  ,38,3
קרני שומרון,736, קטן מ-15 ,  1-5  ,668,4
קדומים,361, קטן מ-15 ,  1-5  ,108,2
ריינה,1713, קטן מ-15 ,  1-5  ,326,1
בית שמש,20231, קטן מ-15 ,  1-5  ,2600,0
קרית ביאליק,2249, קטן מ-15 ,  1-5  ,981,1
גן יבנה,1663, קטן מ-15 ,  1-5  ,747,1
קרית מוצקין,2372, קטן מ-15 ,  1-5  ,1291,0
שדרות,2897, קטן מ-15 ,  1-5  ,463,1
עומר,287, קטן מ-15 ,  1-5  ,403,3
מייסר,124, קטן מ-15 ,  0  ,40,5
עילוט,669, קטן מ-15 ,  0  ,190,1
כפר קאסם,3380, קטן מ-15 ,  1-5  ,884,0
בית אריה,246, קטן מ-15 ,  1-5  ,402,8
מתן,163, קטן מ-15 ,  1-5  ,228,3
שוהם,1109, קטן מ-15 ,  1-5  ,1281,1
ערערה,2041, קטן מ-15 ,  1-5  ,414,1
צור יצחק,236, קטן מ-15 ,  1-5  ,414,6
בת חפר,243, קטן מ-15 ,  1-5  ,325,10
באר שבע,15342, קטן מ-15 ,  6-10  ,6117,1
באקה אל-גרביה,2767, קטן מ-15 ,  0  ,640,0
ג'ת,1254, קטן מ-15 ,  1-5  ,290,1
אילת,2540, קטן מ-15 ,  6-10  ,1850,1
אפרת,1067, קטן מ-15 ,  1-5  ,643,4
פסגות,199, קטן מ-15 ,  1-5  ,105,5
עלי זהב,278, קטן מ-15 ,  1-5  ,187,7
זכרון יעקב,1394, קטן מ-15 ,  6-10  ,1595,3
גבעת זאב,3793, קטן מ-15 ,  1-5  ,464,1
לוד,8721, קטן מ-15 , 11-14 ,2517,2
כפר האורנים,122, קטן מ-15 ,  1-5  ,185,5
מצפה רמון,278, קטן מ-15 ,  0  ,113,2
אבן יהודה,659, קטן מ-15 ,  6-10  ,1578,4
קדימה-צורן,1173, קטן מ-15 ,  6-10  ,1487,5
גבעת ברנר,72, קטן מ-15 ,  1-5  ,203,4
בועיינה-נוג'ידאת,920, קטן מ-15 ,  1-5  ,161,2
ראמה,951, קטן מ-15 ,  1-5  ,195,2
יקיר,198, קטן מ-15 ,  1-5  ,134,4
יבנה,4333, קטן מ-15 ,  6-10  ,1491,1
דימונה,2521, קטן מ-15 ,  1-5  ,1170,1
לפיד,111, קטן מ-15 ,  1-5  ,347,19
אבו רוקייק (שבט),87, קטן מ-15 ,  0  ,22,1
חריש,1551, קטן מ-15 ,  6-10  ,550,4
קרית ים,2360, קטן מ-15 ,  1-5  ,920,0
אופקים,4312, קטן מ-15 ,  0  ,732,0
נוף הגליל,2874, קטן מ-15 ,  0  ,1119,0
נהריה,3332, קטן מ-15 ,  1-5  ,1664,1
אשדוד,25685, קטן מ-15 ,  6-10  ,6529,0
שפרעם,4122, קטן מ-15 ,  1-5  ,1002,1
נתיבות,7046, קטן מ-15 ,  1-5  ,490,0
בני ברק,48269, קטן מ-15 ,  1-5  ,2446,0
אבני חפץ,324, קטן מ-15 ,  1-5  ,95,10
אור יהודה,4395, קטן מ-15 ,  1-5  ,974,1
שילה,407, קטן מ-15 ,  0  ,223,2
טייבה,4625, קטן מ-15 ,  1-5  ,1538,2
קרית שמונה,1364, קטן מ-15 ,  0  ,614,0
מזכרת בתיה,761, קטן מ-15 ,  6-10  ,1436,5
אריאל,1069, קטן מ-15 ,  1-5  ,664,1
קרית אתא,4698, קטן מ-15 ,  1-5  ,1210,1
בית יצחק-שער חפר,87, קטן מ-15 ,  6-10  ,232,29
קרית גת,7334, קטן מ-15 ,  1-5  ,939,1
קרית ארבע,861, קטן מ-15 ,  1-5  ,87,1
דאלית אל-כרמל,2311, קטן מ-15 ,  1-5  ,186,1
מג'ד אל-כרום,2204, קטן מ-15 ,  0  ,283,1
עפרה,289, קטן מ-15 ,  1-5  ,934,22
קרית טבעון,573, קטן מ-15 ,  1-5  ,982,3
גבעת שמואל,1732, קטן מ-15 ,  1-5  ,1259,3
ג'דיידה-מכר,2047, קטן מ-15 ,  1-5  ,334,2
ביר אל-מכסור,597, קטן מ-15 ,  1-5  ,233,1
משהד,800,0,  0  ,105,0
אבו רובייעה (שבט),51,0,  0  ,12,0
קרית יערים,1525,0,  0  ,105,0
בסמת טבעון,492,0,  0  ,186,0
טירת כרמל,1396,0,  0  ,547,0
ג'סר א-זרקא,979,0,  0  ,381,0
פקיעין (בוקייעה),1009,0,  0  ,54,0
דייר אל-אסד,1378,0,  0  ,279,0
מודיעין עילית,25189,0,  0  ,470,0
ג'ש (גוש חלב),297,0,  0  ,88,0
יקנעם עילית,1169,0,  0  ,721,0
אום אל-פחם,6185,0,  0  ,816,0
מעלה עירון,1899,0,  0  ,210,0
כסרא-סמיע,972,0,  0  ,40,0
גבעת אבני,113,0,  0  ,63,0
כפר ורדים,236,0,  0  ,251,0
ערערה-בנגב,1016,0,  0  ,154,0
בית שאן,1694,0,  0  ,286,0
קרית מלאכי,4103,0,  0  ,384,0
אבו קורינאת (שבט),56,0,  0  ,16,0
רהט,5019,0,  0  ,1077,0
אבו ג'ווייעד (שבט),67,0,  0  ,362,0
נופית,101,0,  0  ,144,0
מגדל העמק,2112,0,  0  ,408,0
קצר א-סר, קטן מ-15 ,0,  0  ,9,0
ג'לג'וליה,976,0,  0  ,248,0
יד בנימין,671,0,  0  ,143,0
טירה,2757,0,  0  ,828,0
עין נקובא,574,0,  0  ,116,0
נוקדים,168,0,  0  ,59,0
כפר יאסיף,963,0,  0  ,256,0
קרית עקרון,900,0,  0  ,321,0
טבריה,4524,0,  0  ,1148,0
צור משה,113,0,  0  ,138,0
נצרת,9058,0,  0  ,2196,0
עתלית,358,0,  0  ,275,0
הר אדר,209,0,  0  ,282,0
סלמה,364,0,  0  ,28,0
גן נר,135,0,  0  ,82,0
ערד,2490,0,  0  ,741,0
אלעזר,191,0,  0  ,86,0
ברכה,298,0,  0  ,35,0
תקוע,285,0,  0  ,72,0
מוקייבלה,417,0,  0  ,111,0
צור הדסה,711,0,  0  ,353,0
ירוחם,981,0,  0  ,293,0
זרזיר,497,0,  0  ,126,0
כסיפה,913,0,  0  ,108,0
לקיה,814,0,  0  ,183,0
קיסריה,244,0,  0  ,597,0
הושעיה,150,0,  0  ,81,0
מיתר,373,0,  0  ,414,0
להבים,271,0,  0  ,629,0
זמר,599,0,  0  ,177,0
חורה,875,0,  0  ,180,0
"בני עי""ש",526,0,  0  ,283,0
אלעד,11586,0,  0  ,520,0
תל שבע,607,0,  0  ,221,0
"בסמ""ה",925,0,  0  ,187,0
"כפר חב""ד",1370,0,  0  ,241,0
עמנואל,676,0,  0  ,20,0
פוריידיס,1257,0,  0  ,157,0
נאעורה,178,0,  0  ,35,0
סאג'ור,507,0,  0  ,34,0
סולם,269,0,  0  ,70,0
חורפיש,996,0,  0  ,39,0
אבטין,214,0,  0  ,46,0
דבוריה,1204,0,  0  ,397,0
בית ג'ן,1921,0,  0  ,134,0
מג'דל שמס,1740,0,  0  ,86,0
בית דגן,529,0,  0  ,269,0
רמת ישי,283,0,  0  ,262,0
כפר תבור,198,0,  0  ,166,0
קודייראת א-צאנע(שבט),18,0,  0  ,5,0
תפרח,706,0,  0  ,0,0
ביר הדאג',22,0,  0  ,21,0
מבוא חורון,301,0,  0  ,82,0
עין קנייא,303,0,  0  ,16,0
עוזייר,166,0,  0  ,75,0
הוואשלה (שבט), קטן מ-15 ,0,  0  ,4,0
יאנוח-ג'ת,1153,0,  0  ,66,0
אחוזת ברק,126,0,  0  ,65,0
סייד (שבט),16,0,  0  ,12,0
יפיע,2228,0,  0  ,427,0
טורעאן,1306,0,  0  ,310,0
מצפה יריחו,249,0,  0  ,36,0
רכסים,3122,0,  0  ,50,0
שלומי,417,0,  0  ,145,0
גבע בנימין,680,0,  0  ,110,0
כוכב יעקב,1899,0,  0  ,93,0
אעצם (שבט),83,0,  0  ,26,0
אטרש (שבט),51,0,  0  ,10,0
רומת הייב,119,0,  0  ,37,0
בית חשמונאי,109,0,  0  ,140,0
קלנסווה,2506,0,  1-5  ,588,0
כאוכב אבו אל-היג'א,463,0,  0  ,120,0
כפר ברא,387,0,  0  ,86,0
טובא-זנגריה,495,0,  0  ,80,0
פסוטה,295,0,  0  ,94,0
מעלות-תרשיחא,1584,0,  0  ,574,0
עין מאהל,1653,0,  0  ,215,0
עיילבון,611,0,  0  ,186,0
כוכב השחר,291,0,  0  ,71,0
אלון שבות,379,0,  0  ,183,0
אעבלין,1206,0,  0  ,233,0
נווה דניאל,303,0,  0  ,140,0
ביתר עילית,12876,0,  0  ,566,0
מזרעה,305,0,  0  ,88,0
כפר מצר,316,0,  0  ,57,0
עפולה,3801,0,  0  ,1131,0
צפת,4815,0,  0  ,487,0
כפר כמא,164,0,  0  ,59,0
אבו סנאן,1357,0,  0  ,305,0
אום בטין,48,0,  0  ,5,0
אבו תלול,26,0,  0  ,2,0
אליכין,248,0,  0  ,97,0
חשמונאים,465,0,  0  ,288,0
בית אל,536,0,  0  ,571,0
אלקנה,298,0,  0  ,171,0
מגאר,2150,0,  0  ,367,0
עלי,390,0,  0  ,134,0
נעלה,147,0,  0  ,49,0
אבו גוש,1290,0,  0  ,811,0
קצרין,297,0,  0  ,293,0
מסעדה,421,0,  0  ,18,0
ע'ג'ר,168,0,  0  ,22,0
ניצן,228,0,  0  ,65,0
שעב,673,0,  0  ,93,0
עספיא,1405,0,  0  ,244,0
עראבה,2329,0,  0  ,701,0
נחף,1226,0,  0  ,150,0
סח'נין,4379,0,  0  ,804,0
טמרה,3888,0,  0  ,626,0
כפר כנא,2442,0,  0  ,561,0
לא ידוע,311,0,  0  ,243,0
שגב-שלום,354,0,  0  ,133,0
ירכא,2129,0,  0  ,190,0
שמשית,106,0,  0  ,102,0
אל סייד,19,0,  0  ,18,0
ג'ולס,669,0,  0  ,93,0
בענה,988,0,  0  ,106,0
אכסאל,1500,0,  0  ,424,0
מרכז שפירא,218,0,  0  ,62,0
אור עקיבא,1654,0,  0  ,654,0
שייח' דנון,233,0,  0  ,32,0
בוקעאתא,990,0,  0  ,35,0
