period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6717,845,12.58
3_Month,0-9,24391,4462,18.29
6_Month,0-9,152614,49488,32.43
1_Year,0-9,1256668,541979,43.13
All,0-9,1713327,766773,44.75
1_Month,10-19,9763,1668,17.08
3_Month,10-19,31654,6080,19.21
6_Month,10-19,159906,49787,31.14
1_Year,10-19,1179421,578216,49.03
All,10-19,1630432,808536,49.59
1_Month,20-29,15716,2282,14.52
3_Month,20-29,46529,7867,16.91
6_Month,20-29,220020,61911,28.14
1_Year,20-29,1049680,425949,40.58
All,20-29,1474002,604403,41
1_Month,30-39,14917,2586,17.34
3_Month,30-39,46055,9616,20.88
6_Month,30-39,232208,77025,33.17
1_Year,30-39,1018113,469559,46.12
All,30-39,1372978,612941,44.64
1_Month,40-49,15722,2924,18.6
3_Month,40-49,46752,10560,22.59
6_Month,40-49,224623,78695,35.03
1_Year,40-49,928204,439687,47.37
All,40-49,1219782,556955,45.66
1_Month,50-59,16684,3202,19.19
3_Month,50-59,46729,11019,23.58
6_Month,50-59,207223,75171,36.28
1_Year,50-59,730050,317314,43.46
All,50-59,955345,397547,41.61
1_Month,60-69,19467,4010,20.6
3_Month,60-69,53662,13696,25.52
6_Month,60-69,211004,82878,39.28
1_Year,60-69,613712,250806,40.87
All,60-69,789110,303393,38.45
1_Month,70-79,21143,4059,19.2
3_Month,70-79,54468,14487,26.6
6_Month,70-79,175997,75824,43.08
1_Year,70-79,405753,168031,41.41
All,70-79,514386,196291,38.16
1_Month,80-89,17524,1991,11.36
3_Month,80-89,34428,6751,19.61
6_Month,80-89,82069,32918,40.11
1_Year,80-89,158343,67879,42.87
All,80-89,219611,82522,37.58
1_Month,90+,6147,485,7.89
3_Month,90+,11233,1726,15.37
6_Month,90+,22248,8044,36.16
1_Year,90+,37763,16797,44.48
All,90+,57401,21365,37.22
