day_date,flue_vaccinations_amount_cum
2021-09-02T00:00:00.000Z,2
2021-09-03T00:00:00.000Z,3
2021-09-04T00:00:00.000Z,4
2021-09-05T00:00:00.000Z,7
2021-09-06T00:00:00.000Z,9
2021-09-08T00:00:00.000Z,10
2021-09-09T00:00:00.000Z,188
2021-09-10T00:00:00.000Z,380
2021-09-11T00:00:00.000Z,462
2021-09-12T00:00:00.000Z,4922
2021-09-13T00:00:00.000Z,13036
2021-09-14T00:00:00.000Z,23972
2021-09-15T00:00:00.000Z,28827
2021-09-16T00:00:00.000Z,29684
2021-09-17T00:00:00.000Z,34510
2021-09-18T00:00:00.000Z,35501
2021-09-19T00:00:00.000Z,52099
2021-09-20T00:00:00.000Z,60117
2021-09-21T00:00:00.000Z,62306
2021-09-22T00:00:00.000Z,73145
2021-09-23T00:00:00.000Z,86832
2021-09-24T00:00:00.000Z,93114
2021-09-25T00:00:00.000Z,94205
2021-09-26T00:00:00.000Z,111259
2021-09-27T00:00:00.000Z,122280
2021-09-28T00:00:00.000Z,124792
2021-09-29T00:00:00.000Z,144105
2021-09-30T00:00:00.000Z,166443
2021-10-01T00:00:00.000Z,174731
2021-10-02T00:00:00.000Z,176288
2021-10-03T00:00:00.000Z,206176
2021-10-04T00:00:00.000Z,232308
2021-10-05T00:00:00.000Z,259913
2021-10-06T00:00:00.000Z,282058
2021-10-07T00:00:00.000Z,310046
2021-10-08T00:00:00.000Z,321396
2021-10-09T00:00:00.000Z,323187
2021-10-10T00:00:00.000Z,356816
2021-10-11T00:00:00.000Z,383069
2021-10-12T00:00:00.000Z,410350
2021-10-13T00:00:00.000Z,430201
2021-10-14T00:00:00.000Z,453437
2021-10-15T00:00:00.000Z,461802
2021-10-16T00:00:00.000Z,463159
2021-10-17T00:00:00.000Z,490083
2021-10-18T00:00:00.000Z,509933
2021-10-19T00:00:00.000Z,530839
2021-10-20T00:00:00.000Z,547103
2021-10-21T00:00:00.000Z,566349
2021-10-22T00:00:00.000Z,572658
2021-10-23T00:00:00.000Z,573578
2021-10-24T00:00:00.000Z,594605
2021-10-25T00:00:00.000Z,611602
2021-10-26T00:00:00.000Z,629135
2021-10-27T00:00:00.000Z,641442
2021-10-28T00:00:00.000Z,646991
2021-10-29T00:00:00.000Z,647797
2021-10-30T00:00:00.000Z,647991
2021-10-31T00:00:00.000Z,652247
2021-11-01T00:00:00.000Z,656233
2021-11-02T00:00:00.000Z,659960
2021-11-03T00:00:00.000Z,662968
2021-11-04T00:00:00.000Z,665874
2021-11-05T00:00:00.000Z,666642
2021-11-06T00:00:00.000Z,666850
2021-11-07T00:00:00.000Z,669613
2021-11-08T00:00:00.000Z,671896
2021-11-09T00:00:00.000Z,674497
2021-11-10T00:00:00.000Z,676992
2021-11-11T00:00:00.000Z,679632
2021-11-12T00:00:00.000Z,680337
