age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,347411,313624,1538337,22.6,20.4
20-29,1001487,918163,1300361,77,70.6
30-39,970060,905317,1197026,81,75.6
40-49,931941,876696,1098556,84.8,79.8
50-59,759556,716030,849966,89.4,84.2
60-69,669280,639837,741639,90.2,86.3
70-79,483790,468224,490784,98.6,95.4
80-89,216706,209566,225538,96.1,92.9
90+,51290,48854,51496,99.6,94.9
