section,female,male,period
0-9,"{'amount': 15271, 'percentage': 11.1}","{'amount': 16006, 'percentage': 11.7}",3 חודשים
0-9,"{'amount': 58160, 'percentage': 7}","{'amount': 61588, 'percentage': 7.4}",מתחילת קורונה
0-9,"{'amount': 57669, 'percentage': 7.1}",,שנה
0-9,"{'amount': 42479, 'percentage': 8.3}","{'amount': 45181, 'percentage': 8.8}",6 חודשים
0-9,"{'amount': 246, 'percentage': 9.3}","{'amount': 235, 'percentage': 8.9}",חודש אחרון
10-19,,"{'amount': 91075, 'percentage': 11.2}",שנה
10-19,"{'amount': 488, 'percentage': 18.5}","{'amount': 366, 'percentage': 13.9}",חודש אחרון
10-19,"{'amount': 56692, 'percentage': 11.1}","{'amount': 54614, 'percentage': 10.7}",6 חודשים
10-19,"{'amount': 84212, 'percentage': 10.1}","{'amount': 92334, 'percentage': 11.1}",מתחילת קורונה
10-19,"{'amount': 15959, 'percentage': 11.6}","{'amount': 14702, 'percentage': 10.7}",3 חודשים
20-29,"{'amount': 80781, 'percentage': 9.7}","{'amount': 77271, 'percentage': 9.3}",מתחילת קורונה
20-29,"{'amount': 79169, 'percentage': 9.7}",,שנה
20-29,"{'amount': 49985, 'percentage': 9.8}","{'amount': 42549, 'percentage': 8.3}",6 חודשים
20-29,"{'amount': 13796, 'percentage': 10.1}","{'amount': 10758, 'percentage': 7.8}",3 חודשים
20-29,"{'amount': 140, 'percentage': 5.3}","{'amount': 132, 'percentage': 5}",חודש אחרון
30-39,"{'amount': 60276, 'percentage': 7.3}","{'amount': 56082, 'percentage': 6.8}",מתחילת קורונה
30-39,"{'amount': 38184, 'percentage': 7.5}","{'amount': 33637, 'percentage': 6.6}",6 חודשים
30-39,"{'amount': 10604, 'percentage': 7.7}","{'amount': 8862, 'percentage': 6.5}",3 חודשים
30-39,"{'amount': 160, 'percentage': 6.1}","{'amount': 115, 'percentage': 4.4}",חודש אחרון
30-39,,"{'amount': 54838, 'percentage': 6.7}",שנה
40-49,"{'amount': 135, 'percentage': 5.1}","{'amount': 147, 'percentage': 5.6}",חודש אחרון
40-49,"{'amount': 7485, 'percentage': 5.5}","{'amount': 6367, 'percentage': 4.6}",3 חודשים
40-49,,"{'amount': 45578, 'percentage': 5.6}",שנה
40-49,"{'amount': 51893, 'percentage': 6.3}","{'amount': 46662, 'percentage': 5.6}",מתחילת קורונה
40-49,"{'amount': 31509, 'percentage': 6.2}","{'amount': 27310, 'percentage': 5.3}",6 חודשים
50-59,"{'amount': 4730, 'percentage': 3.4}","{'amount': 3837, 'percentage': 2.8}",3 חודשים
50-59,"{'amount': 21834, 'percentage': 4.3}","{'amount': 19600, 'percentage': 3.8}",6 חודשים
50-59,"{'amount': 36845, 'percentage': 4.5}",,שנה
50-59,"{'amount': 37713, 'percentage': 4.5}","{'amount': 34834, 'percentage': 4.2}",מתחילת קורונה
50-59,"{'amount': 94, 'percentage': 3.6}","{'amount': 73, 'percentage': 2.8}",חודש אחרון
60-69,,"{'amount': 22943, 'percentage': 2.8}",שנה
60-69,"{'amount': 65, 'percentage': 2.5}","{'amount': 63, 'percentage': 2.4}",חודש אחרון
60-69,"{'amount': 2711, 'percentage': 2}","{'amount': 2108, 'percentage': 1.5}",3 חודשים
60-69,"{'amount': 13370, 'percentage': 2.6}","{'amount': 12591, 'percentage': 2.5}",6 חודשים
60-69,"{'amount': 23367, 'percentage': 2.8}","{'amount': 23802, 'percentage': 2.9}",מתחילת קורונה
70-79,,"{'amount': 11501, 'percentage': 1.4}",שנה
70-79,"{'amount': 6879, 'percentage': 1.3}","{'amount': 6290, 'percentage': 1.2}",6 חודשים
70-79,"{'amount': 1365, 'percentage': 1}","{'amount': 991, 'percentage': 0.7}",3 חודשים
70-79,"{'amount': 54, 'percentage': 2}","{'amount': 41, 'percentage': 1.6}",חודש אחרון
70-79,"{'amount': 11965, 'percentage': 1.4}","{'amount': 11980, 'percentage': 1.4}",מתחילת קורונה
80-89,"{'amount': 7068, 'percentage': 0.9}","{'amount': 5103, 'percentage': 0.6}",שנה
80-89,"{'amount': 4241, 'percentage': 0.8}","{'amount': 2858, 'percentage': 0.6}",6 חודשים
80-89,"{'amount': 30, 'percentage': 1.1}","{'amount': 28, 'percentage': 1.1}",חודש אחרון
80-89,"{'amount': 808, 'percentage': 0.6}","{'amount': 478, 'percentage': 0.3}",3 חודשים
80-89,"{'amount': 7316, 'percentage': 0.9}","{'amount': 5303, 'percentage': 0.6}",מתחילת קורונה
90+,"{'amount': 18, 'percentage': 0.7}","{'amount': 5, 'percentage': 0.2}",חודש אחרון
90+,"{'amount': 260, 'percentage': 0.2}","{'amount': 136, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 1593, 'percentage': 0.3}","{'amount': 807, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 2960, 'percentage': 0.4}","{'amount': 1414, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 2805, 'percentage': 0.3}","{'amount': 1342, 'percentage': 0.2}",שנה
