priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
LastMonth,תורכיה,כתום,2,92565,972,1.05,2022-05-16T00:00:00.000Z,909,63
LastMonth,בלגיה,כתום,2,9171,146,1.59,2022-05-16T00:00:00.000Z,139,7
LastMonth,טנזניה,כתום,2,2016,47,2.33,2022-05-16T00:00:00.000Z,47,0
LastMonth,קובה,כתום,2,21,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,ונצואלה,כתום,2,33,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,קוסטה ריקה,כתום,2,568,12,2.11,2022-05-16T00:00:00.000Z,12,0
LastMonth,תורכמניסטאן,כתום,2,183,1,0.55,2022-05-16T00:00:00.000Z,1,0
LastMonth,לסוטו,כתום,2,4,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,פורטו ריקו,כתום,2,63,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,טיוואן,כתום,2,61,3,4.92,2022-05-16T00:00:00.000Z,2,1
LastMonth,פאפואה,כתום,2,8,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,גווטאמלה,כתום,2,175,1,0.57,2022-05-16T00:00:00.000Z,0,1
LastMonth,סיירה ליאונה,כתום,2,2,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,סאו טומה ופרינציפה,כתום,2,1,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,פולין,כתום,2,16476,189,1.15,2022-05-16T00:00:00.000Z,172,17
LastMonth,סין,כתום,2,521,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,ארצות הברית,כתום,2,102644,1675,1.63,2022-05-16T00:00:00.000Z,1202,473
LastMonth,אוזבקיסטן,כתום,2,1283,5,0.39,2022-05-16T00:00:00.000Z,4,1
LastMonth,קפריסין,כתום,2,28654,382,1.33,2022-05-16T00:00:00.000Z,376,6
LastMonth,"קונגו, רפ. דמוק.",כתום,2,3,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,סווזילנד,כתום,2,3,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,קניה,כתום,2,265,3,1.13,2022-05-16T00:00:00.000Z,3,0
LastMonth,קירג'זסטאן,כתום,2,66,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,אוסטרליה,כתום,2,1540,33,2.14,2022-05-16T00:00:00.000Z,25,8
LastMonth,קמרון,כתום,2,29,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,אוגנדה,כתום,2,146,4,2.74,2022-05-16T00:00:00.000Z,4,0
LastMonth,זמביה,כתום,2,29,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,אורגוואי,כתום,2,256,1,0.39,2022-05-16T00:00:00.000Z,1,0
LastMonth,איחוד האמירויות הערב,כתום,2,38340,517,1.35,2022-05-16T00:00:00.000Z,487,30
LastMonth,אנטיגואה וברבודה,כתום,2,21,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,איי הבתולה,כתום,2,2,0,0,2022-05-16T00:00:00.000Z,0,0
LastMonth,סלובניה,כתום,2,119,7,5.88,2022-05-16T00:00:00.000Z,7,0
LastMonth,הונדורס,כתום,2,43,0,0,2022-05-16T00:00:00.000Z,0,0
