period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6841,1050,15.35
3_Month,0-9,19338,3654,18.9
6_Month,0-9,107542,45858,42.64
1_Year,0-9,1237934,538850,43.53
All,0-9,1714224,767261,44.76
1_Month,10-19,11088,2848,25.69
3_Month,10-19,28445,6754,23.74
6_Month,10-19,117499,46839,39.86
1_Year,10-19,1161766,576682,49.64
All,10-19,1631083,809674,49.64
1_Month,20-29,16804,4076,24.26
3_Month,20-29,41470,8254,19.9
6_Month,20-29,157888,60357,38.23
1_Year,20-29,1025235,427370,41.69
All,20-29,1475799,606406,41.09
1_Month,30-39,16735,4341,25.94
3_Month,30-39,40711,9701,23.83
6_Month,30-39,171024,74183,43.38
1_Year,30-39,994719,470800,47.33
All,30-39,1374187,615026,44.76
1_Month,40-49,18131,5012,27.64
3_Month,40-49,42479,11043,26
6_Month,40-49,168058,76012,45.23
1_Year,40-49,908166,441461,48.61
All,40-49,1220996,559283,45.81
1_Month,50-59,18730,5111,27.29
3_Month,50-59,43100,11614,26.95
6_Month,50-59,156108,73232,46.91
1_Year,50-59,713463,319997,44.85
All,50-59,956599,400308,41.85
1_Month,60-69,20938,5585,26.67
3_Month,60-69,49323,13764,27.91
6_Month,60-69,167578,80808,48.22
1_Year,60-69,601648,254159,42.24
All,60-69,790723,306794,38.8
1_Month,70-79,22642,5533,24.44
3_Month,70-79,51228,14604,28.51
6_Month,70-79,152284,74604,48.99
1_Year,70-79,400507,171765,42.89
All,70-79,516527,200028,38.73
1_Month,80-89,18881,2896,15.34
3_Month,80-89,33500,6911,20.63
6_Month,80-89,77478,33202,42.85
1_Year,80-89,157364,69851,44.39
All,80-89,220917,84481,38.24
1_Month,90+,6977,855,12.25
3_Month,90+,11202,1824,16.28
6_Month,90+,21829,8299,38.02
1_Year,90+,37757,17378,46.03
All,90+,57941,21926,37.84
