cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,115,20.23,7.62,אדום,56844
Akko,קטן מ-15,אין מידע,65,13.13,5.68,צהוב,49517
Arad,קטן מ-15,אין מידע,39,14.35,5.77,צהוב,27170
Ari'el,קטן מ-15,אין מידע,22,10.74,7.94,אדום,20488
Ashdod,23,5.13,448,19.79,8.52,אדום,226329
Ashqelon,48,14.55,330,22.53,8.14,אדום,146442
Azor,0,0,16,12.10,5.63,צהוב,13228
Bat Yam,קטן מ-15,אין מידע,217,16.98,6.83,כתום,127772
Be'er Sheva,69,13.77,501,23.79,6.84,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,36,12.49,8.71,אדום,28818
Beit Jann,קטן מ-15,אין מידע,16,13.15,5.4,צהוב,12169
Bene Ayish,קטן מ-15,אין מידע,21,30.43,6.33,כתום,6902
Bene Beraq,קטן מ-15,אין מידע,79,3.80,5.44,צהוב,208031
Bet She'an,0,0,27,14.23,6.34,כתום,18980
Bet Shemesh,קטן מ-15,אין מידע,39,2.95,5.74,צהוב,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,26,16.28,7.59,אדום,15971
Dimona,16,17.20,93,26.61,7.46,כתום,34954
Efrat,קטן מ-15,אין מידע,22,19.26,9.64,אדום,11420
Elat,קטן מ-15,אין מידע,64,12.19,6.99,כתום,52507
Even Yehuda,0,0,40,28.50,9.47,אדום,14036
Gan Yavne,קטן מ-15,אין מידע,34,14.23,9.52,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,31,14.41,7.02,כתום,21508
Gedera,קטן מ-15,אין מידע,75,26.04,8.1,אדום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,46,16.89,8.75,אדום,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,17,8.85,7.71,אדום,19205
Giv'atayim,קטן מ-15,אין מידע,119,19.55,7.17,כתום,60872
Hadera,19,9.64,197,19.91,7.36,כתום,98928
Haifa,27,4.52,598,20.98,6.77,כתום,284981
Harish,קטן מ-15,אין מידע,18,9.18,9.3,אדום,19608
Herzliyya,16,10.32,155,15.62,7.39,כתום,99208
Hod Hasharon,קטן מ-15,אין מידע,109,16.83,7.33,כתום,64755
