Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,61,0,0,0,0
2020-12-20T00:00:00.000Z,7372,7433,0.08,0,0,0
2020-12-21T00:00:00.000Z,24872,32305,0.35,0,0,0
2020-12-22T00:00:00.000Z,44612,76917,0.83,0,0,0
2020-12-23T00:00:00.000Z,62817,139734,1.5,0,0,0
2020-12-24T00:00:00.000Z,73296,213030,2.29,0,0,0
2020-12-25T00:00:00.000Z,38437,251467,2.7,0,0,0
2020-12-26T00:00:00.000Z,32552,284019,3.05,0,0,0
2020-12-27T00:00:00.000Z,104285,388304,4.18,0,0,0
2020-12-28T00:00:00.000Z,134708,523012,5.62,0,0,0
2020-12-29T00:00:00.000Z,155815,678827,7.3,0,0,0
2020-12-30T00:00:00.000Z,152585,831412,8.94,0,0,0
2020-12-31T00:00:00.000Z,158001,989413,10.64,0,0,0
2021-01-01T00:00:00.000Z,71162,1060575,11.4,0,0,0
2021-01-02T00:00:00.000Z,71555,1132130,12.17,0,0,0
2021-01-03T00:00:00.000Z,149257,1281387,13.78,0,0,0
2021-01-04T00:00:00.000Z,151696,1433083,15.41,2,2,0
2021-01-05T00:00:00.000Z,124699,1557782,16.75,0,2,0
2021-01-06T00:00:00.000Z,102906,1660688,17.86,0,2,0
2021-01-07T00:00:00.000Z,115638,1776326,19.1,3,5,0
2021-01-08T00:00:00.000Z,66205,1842531,19.81,3,8,0
2021-01-09T00:00:00.000Z,44407,1886938,20.29,22,30,0
2021-01-10T00:00:00.000Z,37481,1924419,20.69,5986,6016,0.06
2021-01-11T00:00:00.000Z,20981,1945400,20.92,19225,25241,0.27
2021-01-12T00:00:00.000Z,23829,1969229,21.18,35629,60870,0.65
2021-01-13T00:00:00.000Z,51825,2021054,21.73,56799,117669,1.27
2021-01-14T00:00:00.000Z,56213,2077267,22.34,68721,186390,2
2021-01-15T00:00:00.000Z,30554,2107821,22.67,35866,222256,2.39
2021-01-16T00:00:00.000Z,29322,2137143,22.98,25959,248215,2.67
2021-01-17T00:00:00.000Z,68211,2205354,23.72,84400,332615,3.58
2021-01-18T00:00:00.000Z,69488,2274842,24.46,120155,452770,4.87
2021-01-19T00:00:00.000Z,72552,2347394,25.24,137452,590222,6.35
2021-01-20T00:00:00.000Z,76505,2423899,26.07,143328,733550,7.89
2021-01-21T00:00:00.000Z,69564,2493463,26.81,163839,897389,9.65
2021-01-22T00:00:00.000Z,37698,2531161,27.22,70880,968269,10.41
2021-01-23T00:00:00.000Z,39830,2570991,27.65,53450,1021719,10.99
2021-01-24T00:00:00.000Z,68911,2639902,28.39,140276,1161995,12.5
2021-01-25T00:00:00.000Z,80700,2720602,29.26,139107,1301102,13.99
2021-01-26T00:00:00.000Z,78466,2799068,30.1,125992,1427094,15.35
2021-01-27T00:00:00.000Z,77665,2876733,30.94,124646,1551740,16.69
2021-01-28T00:00:00.000Z,79368,2956101,31.79,130227,1681967,18.09
2021-01-29T00:00:00.000Z,36505,2992606,32.18,64584,1746551,18.78
2021-01-30T00:00:00.000Z,34271,3026877,32.55,42647,1789198,19.24
2021-01-31T00:00:00.000Z,73119,3099996,33.34,59309,1848507,19.88
2021-02-01T00:00:00.000Z,82191,3182187,34.22,35195,1883702,20.26
2021-02-02T00:00:00.000Z,69802,3251989,34.97,30903,1914605,20.59
2021-02-03T00:00:00.000Z,60030,3312019,35.62,51228,1965833,21.14
2021-02-04T00:00:00.000Z,72345,3384364,36.39,57878,2023711,21.76
2021-02-05T00:00:00.000Z,33758,3418122,36.76,28636,2052347,22.07
2021-02-06T00:00:00.000Z,21519,3439641,36.99,22128,2074475,22.31
2021-02-07T00:00:00.000Z,53907,3493548,37.57,68498,2142973,23.04
2021-02-08T00:00:00.000Z,58442,3551990,38.2,65166,2208139,23.75
2021-02-09T00:00:00.000Z,66045,3618035,38.91,67230,2275369,24.47
2021-02-10T00:00:00.000Z,70259,3688294,39.66,71902,2347271,25.24
2021-02-11T00:00:00.000Z,80813,3769107,40.53,71482,2418753,26.01
2021-02-12T00:00:00.000Z,38912,3808019,40.95,37394,2456147,26.41
2021-02-13T00:00:00.000Z,27367,3835386,41.24,30332,2486479,26.74
2021-02-14T00:00:00.000Z,74642,3910028,42.05,68821,2555300,27.48
2021-02-15T00:00:00.000Z,81270,3991298,42.92,75424,2630724,28.29
2021-02-16T00:00:00.000Z,83273,4074571,43.82,77993,2708717,29.13
2021-02-17T00:00:00.000Z,61757,4136328,44.48,75272,2783989,29.94
2021-02-18T00:00:00.000Z,68949,4205277,45.22,79431,2863420,30.79
2021-02-19T00:00:00.000Z,39543,4244820,45.65,37966,2901386,31.2
2021-02-20T00:00:00.000Z,31568,4276388,45.99,28628,2930014,31.51
2021-02-21T00:00:00.000Z,79271,4355659,46.84,78265,3008279,32.35
2021-02-22T00:00:00.000Z,84841,4440500,47.75,80254,3088533,33.21
2021-02-23T00:00:00.000Z,77159,4517659,48.58,70137,3158670,33.97
