age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,328763,287439,1538337,21.4,18.7
20-29,963100,856583,1300361,74.1,65.9
30-39,939629,857649,1197026,78.5,71.6
40-49,912041,847786,1098556,83,77.2
50-59,746057,698778,849966,87.8,82.2
60-69,660880,629420,741639,89.1,84.9
70-79,479073,462377,490784,97.6,94.2
80-89,214260,206018,225538,95,91.3
90+,50460,47589,51496,98,92.4
