gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,6 חודשים,226822,11.4,3,0.1,9,0.6,48,0.6
זכר,0-9,3 חודשים,162007,10.4,2,0.3,5,0.8,22,0.8
זכר,0-9,חודש אחרון,155195,10.4,2,0.4,4,0.8,22,0.8
זכר,0-9,שנה,255194,11.4,3,0.1,11,0.4,61,0.5
זכר,0-9,מתחילת קורונה,300317,10.5,5,0.1,17,0.3,81,0.3
נקבה,0-9,6 חודשים,176990,8.9,1,0,4,0.3,26,0.3
נקבה,0-9,מתחילת קורונה,239031,8.3,4,0,12,0.2,46,0.2
נקבה,0-9,שנה,201030,9,3,0.1,10,0.4,39,0.3
נקבה,0-9,3 חודשים,118822,7.7,1,0.1,4,0.6,13,0.4
נקבה,0-9,חודש אחרון,111732,7.5,1,0.2,4,0.8,10,0.4
זכר,10-19,6 חודשים,220159,11,2,0.1,8,0.5,27,0.3
זכר,10-19,3 חודשים,173285,11.2,1,0.1,2,0.3,14,0.5
זכר,10-19,חודש אחרון,166687,11.1,1,0.2,2,0.4,11,0.4
זכר,10-19,שנה,247172,11.1,2,0,9,0.3,38,0.3
זכר,10-19,מתחילת קורונה,321979,11.2,4,0,18,0.3,60,0.2
נקבה,10-19,מתחילת קורונה,299206,10.4,4,0,19,0.4,60,0.2
נקבה,10-19,חודש אחרון,155411,10.4,0,0,6,1.3,7,0.3
נקבה,10-19,3 חודשים,163573,10.5,0,0,7,1.1,9,0.3
נקבה,10-19,6 חודשים,210862,10.6,1,0,11,0.8,24,0.3
נקבה,10-19,שנה,236914,10.6,1,0,14,0.5,40,0.3
זכר,20-29,שנה,135090,6,16,0.4,38,1.4,139,1.1
זכר,20-29,מתחילת קורונה,191314,6.7,23,0.3,46,0.9,201,0.8
זכר,20-29,3 חודשים,90702,5.8,1,0.1,6,1,20,0.7
זכר,20-29,חודש אחרון,88226,5.9,0,0,4,0.8,18,0.7
זכר,20-29,6 חודשים,117463,5.9,4,0.2,17,1.2,64,0.8
נקבה,20-29,מתחילת קורונה,256950,9,16,0.2,53,1,244,1
נקבה,20-29,3 חודשים,136578,8.8,0,0,9,1.4,20,0.7
נקבה,20-29,שנה,194484,8.7,7,0.2,29,1.1,158,1.2
נקבה,20-29,חודש אחרון,132409,8.8,0,0,6,1.3,14,0.5
נקבה,20-29,6 חודשים,171429,8.6,3,0.1,14,1,82,1.1
זכר,30-39,6 חודשים,113715,5.7,15,0.7,28,1.9,176,2.3
זכר,30-39,מתחילת קורונה,169467,5.9,46,0.5,84,1.6,552,2.2
זכר,30-39,3 חודשים,87851,5.7,4,0.6,12,1.9,33,1.1
זכר,30-39,שנה,128475,5.8,32,0.8,52,2,348,2.7
