section,female,male,period,order_period
0-9,"{'amount': 12, 'percentage': 0.2}","{'amount': 17, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 4, 'percentage': 0.8}","{'amount': 4, 'percentage': 0.8}",חודש אחרון,5
0-9,"{'amount': 4, 'percentage': 0.6}","{'amount': 5, 'percentage': 0.8}",3 חודשים,4
0-9,"{'amount': 4, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.6}",6 חודשים,3
0-9,"{'amount': 10, 'percentage': 0.4}","{'amount': 11, 'percentage': 0.4}",שנה,2
10-19,"{'amount': 7, 'percentage': 1.1}","{'amount': 2, 'percentage': 0.3}",3 חודשים,4
10-19,"{'amount': 14, 'percentage': 0.5}","{'amount': 9, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 6, 'percentage': 1.3}","{'amount': 2, 'percentage': 0.4}",חודש אחרון,5
10-19,"{'amount': 19, 'percentage': 0.4}","{'amount': 18, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 11, 'percentage': 0.8}","{'amount': 8, 'percentage': 0.5}",6 חודשים,3
20-29,"{'amount': 6, 'percentage': 1.3}","{'amount': 4, 'percentage': 0.8}",חודש אחרון,5
20-29,"{'amount': 14, 'percentage': 1}","{'amount': 17, 'percentage': 1.2}",6 חודשים,3
20-29,"{'amount': 9, 'percentage': 1.4}","{'amount': 6, 'percentage': 1}",3 חודשים,4
20-29,"{'amount': 53, 'percentage': 1}","{'amount': 46, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 29, 'percentage': 1.1}","{'amount': 38, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 6, 'percentage': 1.3}","{'amount': 10, 'percentage': 2.1}",חודש אחרון,5
30-39,"{'amount': 11, 'percentage': 1.8}","{'amount': 12, 'percentage': 1.9}",3 חודשים,4
30-39,"{'amount': 28, 'percentage': 1.9}","{'amount': 28, 'percentage': 1.9}",6 חודשים,3
30-39,"{'amount': 62, 'percentage': 2.3}","{'amount': 52, 'percentage': 2}",שנה,2
30-39,"{'amount': 87, 'percentage': 1.7}","{'amount': 84, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 83, 'percentage': 3.1}","{'amount': 145, 'percentage': 5.5}",שנה,2
40-49,"{'amount': 41, 'percentage': 2.8}","{'amount': 72, 'percentage': 4.9}",6 חודשים,3
40-49,"{'amount': 19, 'percentage': 3}","{'amount': 33, 'percentage': 5.3}",3 חודשים,4
40-49,"{'amount': 11, 'percentage': 2.3}","{'amount': 19, 'percentage': 4}",חודש אחרון,5
40-49,"{'amount': 133, 'percentage': 2.5}","{'amount': 227, 'percentage': 4.3}",מתחילת קורונה,1
50-59,"{'amount': 234, 'percentage': 4.5}","{'amount': 478, 'percentage': 9.2}",מתחילת קורונה,1
50-59,"{'amount': 32, 'percentage': 6.7}","{'amount': 37, 'percentage': 7.8}",חודש אחרון,5
50-59,"{'amount': 41, 'percentage': 6.5}","{'amount': 57, 'percentage': 9.1}",3 חודשים,4
50-59,"{'amount': 83, 'percentage': 5.7}","{'amount': 128, 'percentage': 8.8}",6 חודשים,3
50-59,"{'amount': 150, 'percentage': 5.7}","{'amount': 258, 'percentage': 9.8}",שנה,2
60-69,"{'amount': 56, 'percentage': 8.9}","{'amount': 73, 'percentage': 11.6}",3 חודשים,4
60-69,"{'amount': 433, 'percentage': 8.3}","{'amount': 817, 'percentage': 15.6}",מתחילת קורונה,1
60-69,"{'amount': 38, 'percentage': 8}","{'amount': 48, 'percentage': 10.1}",חודש אחרון,5
60-69,"{'amount': 149, 'percentage': 10.2}","{'amount': 184, 'percentage': 12.6}",6 חודשים,3
60-69,"{'amount': 256, 'percentage': 9.7}","{'amount': 356, 'percentage': 13.5}",שנה,2
70-79,"{'amount': 65, 'percentage': 10.4}","{'amount': 81, 'percentage': 12.9}",3 חודשים,4
70-79,"{'amount': 266, 'percentage': 10.1}","{'amount': 369, 'percentage': 14}",שנה,2
70-79,"{'amount': 48, 'percentage': 10.1}","{'amount': 70, 'percentage': 14.7}",חודש אחרון,5
70-79,"{'amount': 503, 'percentage': 9.6}","{'amount': 896, 'percentage': 17.2}",מתחילת קורונה,1
70-79,"{'amount': 148, 'percentage': 10.2}","{'amount': 208, 'percentage': 14.3}",6 חודשים,3
80-89,"{'amount': 126, 'percentage': 8.7}","{'amount': 133, 'percentage': 9.1}",6 חודשים,3
80-89,"{'amount': 54, 'percentage': 8.6}","{'amount': 57, 'percentage': 9.1}",3 חודשים,4
80-89,"{'amount': 50, 'percentage': 10.5}","{'amount': 49, 'percentage': 10.3}",חודש אחרון,5
80-89,"{'amount': 208, 'percentage': 7.9}","{'amount': 231, 'percentage': 8.7}",שנה,2
80-89,"{'amount': 400, 'percentage': 7.7}","{'amount': 537, 'percentage': 10.3}",מתחילת קורונה,1
90+,"{'amount': 48, 'percentage': 1.8}","{'amount': 48, 'percentage': 1.8}",שנה,2
90+,"{'amount': 34, 'percentage': 2.3}","{'amount': 30, 'percentage': 2.1}",6 חודשים,3
90+,"{'amount': 19, 'percentage': 3}","{'amount': 17, 'percentage': 2.7}",3 חודשים,4
90+,"{'amount': 16, 'percentage': 3.4}","{'amount': 17, 'percentage': 3.6}",חודש אחרון,5
90+,"{'amount': 110, 'percentage': 2.1}","{'amount': 117, 'percentage': 2.2}",מתחילת קורונה,1
