day_date,flue_vaccinations_amount_cum
2021-09-02T00:00:00.000Z,2
2021-09-03T00:00:00.000Z,3
2021-09-04T00:00:00.000Z,4
2021-09-05T00:00:00.000Z,7
2021-09-06T00:00:00.000Z,9
2021-09-08T00:00:00.000Z,10
2021-09-09T00:00:00.000Z,188
2021-09-10T00:00:00.000Z,380
2021-09-11T00:00:00.000Z,462
2021-09-12T00:00:00.000Z,4898
2021-09-13T00:00:00.000Z,12909
2021-09-14T00:00:00.000Z,23440
2021-09-15T00:00:00.000Z,28105
2021-09-16T00:00:00.000Z,28957
2021-09-17T00:00:00.000Z,33572
2021-09-18T00:00:00.000Z,34520
2021-09-19T00:00:00.000Z,50096
2021-09-20T00:00:00.000Z,57404
2021-09-21T00:00:00.000Z,59560
2021-09-22T00:00:00.000Z,68816
2021-09-23T00:00:00.000Z,80305
2021-09-24T00:00:00.000Z,85855
2021-09-25T00:00:00.000Z,86681
2021-09-26T00:00:00.000Z,100871
2021-09-27T00:00:00.000Z,110396
2021-09-28T00:00:00.000Z,112869
2021-09-29T00:00:00.000Z,128392
2021-09-30T00:00:00.000Z,147147
2021-10-01T00:00:00.000Z,154566
2021-10-02T00:00:00.000Z,155689
2021-10-03T00:00:00.000Z,182204
2021-10-04T00:00:00.000Z,204775
2021-10-05T00:00:00.000Z,228894
2021-10-06T00:00:00.000Z,247115
2021-10-07T00:00:00.000Z,270967
2021-10-08T00:00:00.000Z,281021
2021-10-09T00:00:00.000Z,282506
2021-10-10T00:00:00.000Z,311679
2021-10-11T00:00:00.000Z,334285
2021-10-12T00:00:00.000Z,358145
2021-10-13T00:00:00.000Z,374573
2021-10-14T00:00:00.000Z,394552
2021-10-15T00:00:00.000Z,401892
2021-10-16T00:00:00.000Z,403162
2021-10-17T00:00:00.000Z,427046
2021-10-18T00:00:00.000Z,444444
2021-10-19T00:00:00.000Z,462756
2021-10-20T00:00:00.000Z,476745
2021-10-21T00:00:00.000Z,493830
2021-10-22T00:00:00.000Z,499778
2021-10-23T00:00:00.000Z,500639
2021-10-24T00:00:00.000Z,519790
2021-10-25T00:00:00.000Z,535069
2021-10-26T00:00:00.000Z,550943
2021-10-27T00:00:00.000Z,561787
2021-10-28T00:00:00.000Z,565439
2021-10-29T00:00:00.000Z,565821
2021-10-30T00:00:00.000Z,565895
2021-10-31T00:00:00.000Z,567321
2021-11-01T00:00:00.000Z,568762
2021-11-02T00:00:00.000Z,570056
2021-11-03T00:00:00.000Z,571035
2021-11-04T00:00:00.000Z,572006
2021-11-05T00:00:00.000Z,572414
2021-11-06T00:00:00.000Z,572510
2021-11-07T00:00:00.000Z,573381
2021-11-08T00:00:00.000Z,574050
2021-11-09T00:00:00.000Z,574679
2021-11-10T00:00:00.000Z,575345
2021-11-11T00:00:00.000Z,575981
2021-11-12T00:00:00.000Z,576248
