period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,1008331,263043,26.09
3_Month,0-9,1105457,276675,25.03
6_Month,0-9,1385149,396941,28.66
1_Year,0-9,1502241,442661,29.47
All,0-9,1641019,518096,31.57
1_Month,10-19,878935,317307,36.1
6_Month,10-19,1254190,419738,33.47
1_Year,10-19,1380335,462741,33.52
All,10-19,1549546,580179,37.44
3_Month,10-19,995098,331029,33.27
3_Month,20-29,749960,223465,29.8
6_Month,20-29,1013128,284026,28.03
1_Year,20-29,1159331,317887,27.42
All,20-29,1333158,418294,31.38
1_Month,20-29,602184,217491,36.12
1_Month,30-39,592396,212944,35.95
All,30-39,1225525,381024,31.09
1_Year,30-39,1080262,308834,28.59
6_Month,30-39,953579,281444,29.51
3_Month,30-39,727939,219638,30.17
1_Month,40-49,544131,193485,35.56
1_Year,40-49,950932,266972,28.07
6_Month,40-49,849260,245762,28.94
3_Month,40-49,665981,199241,29.92
All,40-49,1080144,331584,30.7
1_Month,50-59,373735,124834,33.4
3_Month,50-59,479854,127927,26.66
6_Month,50-59,622490,153659,24.68
1_Year,50-59,702859,167726,23.86
All,50-59,813255,218668,26.89
3_Month,60-69,378088,84445,22.33
All,60-69,649123,143515,22.11
1_Year,60-69,556571,108533,19.5
6_Month,60-69,492708,99785,20.25
1_Month,60-69,292516,82448,28.19
3_Month,70-79,220853,42546,19.26
1_Year,70-79,337002,55412,16.44
All,70-79,396883,73637,18.55
1_Month,70-79,167829,41488,24.72
6_Month,70-79,293837,50644,17.24
All,80-89,171899,32163,18.71
1_Month,80-89,68985,15757,22.84
3_Month,80-89,86014,16111,18.73
6_Month,80-89,114779,20116,17.53
1_Year,80-89,136811,22564,16.49
All,90+,45867,9357,20.4
1_Year,90+,34749,6085,17.51
3_Month,90+,22115,4315,19.51
1_Month,90+,18497,4235,22.9
6_Month,90+,28429,5376,18.91
