name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Bene Beraq,3.9,צהוב,2.7,9,-56,229,ירוק,2022-08-08T00:00:00.000Z,45.35,33.49,19.87,11.0
Bat Yam,7.1,אדום,28.6,20,-35,535,כתום,2022-08-08T00:00:00.000Z,75.69,71.48,55.66,41.9
Giv'atayim,7,אדום,26.0,19,-27,208,כתום,2022-08-08T00:00:00.000Z,79.72,77.39,64.87,34.2
Herzliyya,7.7,אדום,32.6,21,-28,441,אדום,2022-08-08T00:00:00.000Z,87.47,84.32,69.46,44.5
Hadera,6.9,אדום,25.9,17,-24,376,כתום,2022-08-08T00:00:00.000Z,72.74,68.72,52.65,38.0
Holon,7.6,אדום,26.5,21,-32,755,אדום,2022-08-08T00:00:00.000Z,74.83,70.93,56.11,38.4
Tiberias,7.6,אדום,20.8,24,-29,236,אדום,2022-08-08T00:00:00.000Z,63.78,58.56,43.07,51.7
Qiryat Atta,7.6,אדום,30.7,21,-23,240,אדום,2022-08-08T00:00:00.000Z,76.62,72.13,56.58,40.5
Kefar Sava,7.6,אדום,34.2,20,-29,604,אדום,2022-08-08T00:00:00.000Z,84.09,81.17,66.43,59.4
Lod,6,כתום,14.9,16,-24,216,כתום,2022-08-08T00:00:00.000Z,64.89,58.17,39.89,26.7
Ashqelon,8.2,אדום,27.7,24,-42,769,אדום,2022-08-08T00:00:00.000Z,72.43,67.62,50.78,52.5
Nes Ziyyona,7.2,אדום,21.2,17,-51,131,כתום,2022-08-08T00:00:00.000Z,78.07,74.77,58.79,25.9
Nazareth,6.2,כתום,12.2,16,-33,160,כתום,2022-08-08T00:00:00.000Z,68.30,59.21,36.07,20.6
Netanya,7,אדום,22.1,15,-36,769,כתום,2022-08-08T00:00:00.000Z,71.70,67.26,50.96,34.4
Sakhnin,7.1,כתום,13.3,19,-38,83,כתום,2022-08-08T00:00:00.000Z,73.64,62.45,38.22,25.8
Akko,6.8,כתום,24.2,14,-25,210,כתום,2022-08-08T00:00:00.000Z,76.63,70.60,51.31,42.4
Afula,8.2,אדום,25.3,27,-27,277,אדום,2022-08-08T00:00:00.000Z,71.25,66.74,50.77,48.7
Jish(Gush Halav),8.5,צהוב,80.1,50,150,18,אדום,2022-08-08T00:00:00.000Z,76.06,69.74,50.93,57.7
Daburiyya,5.5,צהוב,18.7,12,33,26,צהוב,2022-08-08T00:00:00.000Z,68.74,59.28,37.53,24.3
Deir Al-Asad,5.3,כתום,9.4,13,-25,24,צהוב,2022-08-08T00:00:00.000Z,70.64,59.20,37.10,18.9
Deir Hanna,7.6,אדום,22.9,22,-40,39,אדום,2022-08-08T00:00:00.000Z,73.28,62.15,38.01,37.3
Daliyat Al-Karmel,7.6,צהוב,14.0,27,31,28,אדום,2022-08-08T00:00:00.000Z,64.53,54.89,38.26,15.7
Hurfeish,7.5,כתום,18.5,27,9,קטן מ-15,כתום,2022-08-08T00:00:00.000Z,80.91,68.91,48.17,
Sulam,5.6,צהוב,26.4,25,0,קטן מ-15,צהוב,2022-08-08T00:00:00.000Z,80.02,70.17,44.11,
Uzeir,4.5,צהוב,14.9,17,0,קטן מ-15,ירוק,2022-08-08T00:00:00.000Z,65.62,59.16,31.05,
I'billin,5.7,צהוב,9.6,12,0,31,צהוב,2022-08-08T00:00:00.000Z,67.16,58.84,36.71,22.9
Eilabun,6.8,אדום,22.5,31,-58,23,כתום,2022-08-08T00:00:00.000Z,71.89,64.85,46.03,39.8
Arrabe,7,כתום,12.2,20,-28,45,כתום,2022-08-08T00:00:00.000Z,68.96,59.60,34.95,17.1
Ein Mahel,5.7,כתום,11.8,20,60,19,צהוב,2022-08-08T00:00:00.000Z,74.49,60.55,35.43,14.0
Isifya,6.1,כתום,12.7,17,-23,קטן מ-15,כתום,2022-08-08T00:00:00.000Z,67.63,59.59,39.83,
Fassuta,5.8,צהוב,12.6,12,0,קטן מ-15,צהוב,2022-08-08T00:00:00.000Z,78.41,71.60,50.99,
Peqi'in (Buqei'a),8.3,כתום,13.5,13,-52,קטן מ-15,אדום,2022-08-08T00:00:00.000Z,70.70,60.48,39.72,
Fureidis,6.5,כתום,7.4,21,-33,17,כתום,2022-08-08T00:00:00.000Z,69.63,60.67,37.91,12.6
Sha'ab,5.3,כתום,11.1,12,-16,קטן מ-15,צהוב,2022-08-08T00:00:00.000Z,71.56,62.27,36.86,
Jisr Az-Zarqa,3.8,צהוב,2.6,2,-44,קטן מ-15,ירוק,2022-08-08T00:00:00.000Z,73.27,62.26,40.71,
Reine,6.2,צהוב,10.5,21,25,34,כתום,2022-08-08T00:00:00.000Z,54.21,46.87,25.80,17.8
Rame,8.5,אדום,30.9,26,4,26,אדום,2022-08-08T00:00:00.000Z,81.33,72.25,49.29,33.5
Azor,6.7,כתום,26.5,16,-31,65,כתום,2022-08-08T00:00:00.000Z,70.08,65.78,50.54,49.1
Yad Binyamin,4.3,ירוק,4.7,8,0,קטן מ-15,ירוק,2022-08-08T00:00:00.000Z,59.21,53.19,36.24,
Savyon,9.6,אדום,29.7,22,-42,קטן מ-15,אדום,2022-08-08T00:00:00.000Z,מעל 90%,מעל 90%,83.83,
Bet Hashmonay,6.2,צהוב,36.5,16,0,קטן מ-15,כתום,2022-08-08T00:00:00.000Z,מעל 90%,מעל 90%,72.18,
Tel Sheva,3.1,כתום,3.3,5,-52,16,ירוק,2022-08-08T00:00:00.000Z,32.40,27.73,12.35,7.4
Kuseife,4,ירוק,5.4,5,19,22,ירוק,2022-08-08T00:00:00.000Z,24.23,20.18,8.27,9.8
Laqye,4.3,ירוק,4.1,2,0,קטן מ-15,ירוק,2022-08-08T00:00:00.000Z,31.34,25.98,9.98,
Nof Hagalil,6.7,אדום,21.7,18,-39,168,כתום,2022-08-08T00:00:00.000Z,75.47,70.73,54.84,40.0
Ma'alot-Tarshiha,6.9,כתום,24.8,14,-37,66,כתום,2022-08-08T00:00:00.000Z,74.12,69.69,52.14,29.8
Bene Ayish,7.7,צהוב,27.5,20,-5,17,אדום,2022-08-08T00:00:00.000Z,72.14,68.17,53.29,24.6
Ma'galim,4.5,ירוק,4.8,6,0,קטן מ-15,ירוק,2022-08-08T00:00:00.000Z,57.31,51.16,36.93,
Merkaz Shappira,4.7,ירוק,4.2,8,0,קטן מ-15,צהוב,2022-08-08T00:00:00.000Z,75.07,69.70,52.44,
Zur Hadassa,9.4,צהוב,18.1,45,39,16,אדום,2022-08-08T00:00:00.000Z,64.54,60.79,46.59,13.8
