gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,8092,4.9,0,0,3,1.1,6,0.4,240,3.8
זכר,0-9,3 חודשים,23629,4.7,0,0,5,1.1,10,0.4,463,4
זכר,0-9,6 חודשים,96414,7.5,1,0.1,14,1.2,35,0.6,1075,4.7
זכר,0-9,שנה,365740,10,5,0.1,25,0.9,91,0.6,2300,5
זכר,0-9,מתחילת קורונה,440577,9.7,7,0.1,34,0.5,124,0.4,3219,3.7
נקבה,0-9,3 חודשים,20180,4,0,0,1,0.2,8,0.3,358,3.1
נקבה,0-9,6 חודשים,76529,5.9,1,0.1,7,0.6,28,0.5,864,3.8
נקבה,0-9,חודש אחרון,6592,4,0,0,1,0.4,3,0.2,182,2.9
נקבה,0-9,שנה,297524,8.1,2,0,10,0.4,56,0.4,1848,4
נקבה,0-9,מתחילת קורונה,361307,7.9,5,0,17,0.3,77,0.2,2599,3
זכר,10-19,מתחילת קורונה,438348,9.6,7,0.1,25,0.4,81,0.3,1070,1.2
זכר,10-19,3 חודשים,21150,4.2,0,0,1,0.2,4,0.1,113,1
זכר,10-19,חודש אחרון,5304,3.2,0,0,1,0.4,2,0.1,70,1.1
זכר,10-19,6 חודשים,82370,6.4,2,0.1,6,0.5,11,0.2,236,1
זכר,10-19,שנה,336111,9.2,5,0.1,16,0.6,45,0.3,606,1.3
נקבה,10-19,חודש אחרון,5412,3.3,0,0,0,0,3,0.2,47,0.7
נקבה,10-19,3 חודשים,21880,4.4,1,0.2,1,0.2,5,0.2,126,1.1
נקבה,10-19,6 חודשים,81120,6.3,1,0.1,4,0.3,14,0.2,247,1.1
נקבה,10-19,שנה,336805,9.2,4,0.1,15,0.6,35,0.2,681,1.5
נקבה,10-19,מתחילת קורונה,427483,9.4,8,0.1,23,0.4,81,0.3,1210,1.4
זכר,20-29,3 חודשים,22347,4.5,0,0,3,0.7,7,0.3,133,1.1
זכר,20-29,6 חודשים,61053,4.7,2,0.1,10,0.8,24,0.4,290,1.3
זכר,20-29,חודש אחרון,7795,4.8,0,0,2,0.7,4,0.3,66,1
זכר,20-29,שנה,193243,5.3,5,0.1,24,0.9,95,0.7,698,1.5
זכר,20-29,מתחילת קורונה,267025,5.9,24,0.2,57,0.9,248,0.8,1652,1.9
נקבה,20-29,6 חודשים,90379,7,1,0.1,8,0.7,21,0.4,1026,4.5
