period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,36260,15810,43.6
3_Month,0-9,137027,45246,33.02
6_Month,0-9,463839,180697,38.96
1_Year,0-9,1466264,646561,44.1
All,0-9,1709269,763631,44.68
1_Month,10-19,33051,11246,34.03
3_Month,10-19,138416,44007,31.79
6_Month,10-19,468209,170112,36.33
1_Year,10-19,1354917,651796,48.11
All,10-19,1626891,804620,49.46
1_Month,20-29,48170,18878,39.19
3_Month,20-29,191636,54165,28.26
6_Month,20-29,565734,155294,27.45
1_Year,20-29,1198722,473545,39.5
All,20-29,1467159,598470,40.79
1_Month,30-39,56603,23141,40.88
3_Month,30-39,206956,67502,32.62
6_Month,30-39,564546,191232,33.87
1_Year,30-39,1145868,516028,45.03
All,30-39,1366976,605751,44.31
1_Month,40-49,54447,22376,41.1
3_Month,40-49,199138,68249,34.27
6_Month,40-49,534046,185807,34.79
1_Year,40-49,1027659,471211,45.85
All,40-49,1214353,548996,45.21
1_Month,50-59,50702,21465,42.34
3_Month,50-59,181944,64188,35.28
6_Month,50-59,456342,149442,32.75
1_Year,50-59,800895,329577,41.15
All,50-59,949302,388461,40.92
1_Month,60-69,55542,23988,43.19
3_Month,60-69,181065,69231,38.24
6_Month,60-69,407063,134645,33.08
1_Year,60-69,665668,250820,37.68
All,60-69,782258,291252,37.23
1_Month,70-79,52717,21504,40.79
3_Month,70-79,146515,61368,41.89
6_Month,70-79,285185,102553,35.96
1_Year,70-79,432067,160966,37.25
All,70-79,505792,182890,36.16
1_Month,80-89,33977,10478,30.84
3_Month,80-89,68543,26121,38.11
6_Month,80-89,111876,41604,37.19
1_Year,80-89,168650,64750,38.39
All,80-89,214475,76325,35.59
1_Month,90+,10787,2753,25.52
3_Month,90+,18656,6301,33.77
6_Month,90+,26990,10029,37.16
1_Year,90+,40106,16079,40.09
All,90+,55665,19865,35.69
