section,female,male,period,order_period
0-9,"{'amount': 7, 'percentage': 0.3}","{'amount': 15, 'percentage': 0.6}",חודש אחרון,5
0-9,"{'amount': 27, 'percentage': 0.2}","{'amount': 38, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 15, 'percentage': 0.3}","{'amount': 23, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 11, 'percentage': 0.3}","{'amount': 22, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 32, 'percentage': 0.2}","{'amount': 46, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 54, 'percentage': 0.3}","{'amount': 37, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 6, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.2}",חודש אחרון,5
10-19,"{'amount': 11, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.2}",3 חודשים,4
10-19,"{'amount': 13, 'percentage': 0.3}","{'amount': 10, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 44, 'percentage': 0.3}","{'amount': 28, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 56, 'percentage': 1.2}","{'amount': 50, 'percentage': 1}",6 חודשים,3
20-29,"{'amount': 50, 'percentage': 1.2}","{'amount': 40, 'percentage': 0.9}",3 חודשים,4
20-29,"{'amount': 45, 'percentage': 1.7}","{'amount': 31, 'percentage': 1.2}",חודש אחרון,5
20-29,"{'amount': 209, 'percentage': 1}","{'amount': 177, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 172, 'percentage': 1}","{'amount': 158, 'percentage': 0.9}",שנה,2
30-39,"{'amount': 399, 'percentage': 2.3}","{'amount': 426, 'percentage': 2.5}",שנה,2
30-39,"{'amount': 135, 'percentage': 2.8}","{'amount': 137, 'percentage': 2.8}",6 חודשים,3
30-39,"{'amount': 113, 'percentage': 2.7}","{'amount': 126, 'percentage': 3}",3 חודשים,4
30-39,"{'amount': 80, 'percentage': 3}","{'amount': 100, 'percentage': 3.8}",חודש אחרון,5
30-39,"{'amount': 459, 'percentage': 2.2}","{'amount': 519, 'percentage': 2.5}",מתחילת קורונה,1
40-49,"{'amount': 644, 'percentage': 3.7}","{'amount': 980, 'percentage': 5.7}",שנה,2
40-49,"{'amount': 201, 'percentage': 4.1}","{'amount': 278, 'percentage': 5.7}",6 חודשים,3
40-49,"{'amount': 173, 'percentage': 4.1}","{'amount': 243, 'percentage': 5.7}",3 חודשים,4
40-49,"{'amount': 138, 'percentage': 5.2}","{'amount': 178, 'percentage': 6.7}",חודש אחרון,5
40-49,"{'amount': 754, 'percentage': 3.6}","{'amount': 1160, 'percentage': 5.5}",מתחילת קורונה,1
50-59,"{'amount': 267, 'percentage': 5.5}","{'amount': 371, 'percentage': 7.7}",6 חודשים,3
50-59,"{'amount': 222, 'percentage': 5.2}","{'amount': 327, 'percentage': 7.7}",3 חודשים,4
50-59,"{'amount': 1000, 'percentage': 5.8}","{'amount': 1522, 'percentage': 8.8}",שנה,2
50-59,"{'amount': 1214, 'percentage': 5.8}","{'amount': 1854, 'percentage': 8.8}",מתחילת קורונה,1
50-59,"{'amount': 141, 'percentage': 5.3}","{'amount': 224, 'percentage': 8.4}",חודש אחרון,5
60-69,"{'amount': 354, 'percentage': 8.3}","{'amount': 465, 'percentage': 10.9}",3 חודשים,4
60-69,"{'amount': 415, 'percentage': 8.6}","{'amount': 515, 'percentage': 10.6}",6 חודשים,3
60-69,"{'amount': 241, 'percentage': 9}","{'amount': 290, 'percentage': 10.9}",חודש אחרון,5
60-69,"{'amount': 1683, 'percentage': 8}","{'amount': 2568, 'percentage': 12.2}",מתחילת קורונה,1
60-69,"{'amount': 1386, 'percentage': 8}","{'amount': 2036, 'percentage': 11.8}",שנה,2
70-79,"{'amount': 243, 'percentage': 9.1}","{'amount': 271, 'percentage': 10.2}",חודש אחרון,5
70-79,"{'amount': 385, 'percentage': 9}","{'amount': 509, 'percentage': 11.9}",3 חודשים,4
70-79,"{'amount': 446, 'percentage': 9.2}","{'amount': 572, 'percentage': 11.8}",6 חודשים,3
70-79,"{'amount': 1618, 'percentage': 9.4}","{'amount': 2181, 'percentage': 12.6}",שנה,2
70-79,"{'amount': 1956, 'percentage': 9.3}","{'amount': 2730, 'percentage': 12.9}",מתחילת קורונה,1
80-89,"{'amount': 438, 'percentage': 10.3}","{'amount': 453, 'percentage': 10.6}",3 חודשים,4
80-89,"{'amount': 1668, 'percentage': 9.6}","{'amount': 1661, 'percentage': 9.6}",שנה,2
80-89,"{'amount': 491, 'percentage': 10.1}","{'amount': 501, 'percentage': 10.3}",6 חודשים,3
80-89,"{'amount': 240, 'percentage': 9}","{'amount': 234, 'percentage': 8.8}",חודש אחרון,5
80-89,"{'amount': 2048, 'percentage': 9.7}","{'amount': 2019, 'percentage': 9.6}",מתחילת קורונה,1
90+,"{'amount': 974, 'percentage': 4.6}","{'amount': 618, 'percentage': 2.9}",מתחילת קורונה,1
90+,"{'amount': 119, 'percentage': 4.5}","{'amount': 56, 'percentage': 2.1}",חודש אחרון,5
90+,"{'amount': 209, 'percentage': 4.9}","{'amount': 104, 'percentage': 2.4}",3 חודשים,4
90+,"{'amount': 233, 'percentage': 4.8}","{'amount': 115, 'percentage': 2.4}",6 חודשים,3
90+,"{'amount': 791, 'percentage': 4.6}","{'amount': 506, 'percentage': 2.9}",שנה,2
