name,value
פראמדיקים,0
חובשי רפואת חירום,0
פסיכולוגיה,4
קלינאות תקשורת,7
ריפוי בעיסוק,8
פיזיותרפיה,8
שירות סוציאלי,22
מערך לוגיסטי,24
מעבדה,24
כוח עזר,33
רוקחות,41
סקטורים אחרים,131
מינהל ומשק,209
