name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
ערערה-בנגב,2.2,ירוק,1.6,0.0099667774086,-0.5238095238096, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,33.45,27.85,12.07,
ג'דיידה-מכר,3.1,צהוב,5.2,0.0182370820668,-0.5, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,66.67,58.06,34.37,
נאעורה,4.3,ירוק,8.5,0.047619047619,0, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,73.05,63.45,37.57,
כוכב השחר,4.5,צהוב,12.8,0.0967741935483,0, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,62.33,54.45,37.50,
סולם,3.7,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,79.95,69.90,44.00,
בית שאן,3.9,צהוב,11.6,0.0291390728476,0.46666666666659995,32,ירוק,2022-05-19T00:00:00.000Z,74.39,68.24,48.52,16.9
זכרון יעקב,6.4,צהוב,33.2,0.0762711864406,0.25806451612900005,76,כתום,2022-05-19T00:00:00.000Z,80.64,76.88,62.29,32.3
יהוד,6.6,ירוק,29.3,0.0616016427104,0.35384615384609996,82,כתום,2022-05-19T00:00:00.000Z,82.16,77.72,62.39,27.3
קרית ביאליק,6,כתום,19.5,0.0613586559532,-0.3193277310925,101,צהוב,2022-05-19T00:00:00.000Z,81.59,77.93,62.90,24.3
בסמת טבעון,3.4,ירוק,3.7,0.0058823529411,0, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,58.67,53.23,29.85,
אכסאל,3.1,ירוק,1.3,0.0048309178743,-0.16666666666670005, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,67.42,58.56,32.51,
כפר מנדא,2.9,ירוק,1.0,0.0030487804878,0, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,61.89,52.09,26.10,
פסוטה,3.2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,78.41,71.60,50.99,
אליכין,4.3,ירוק,5.8,0.0266666666666,0, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,72.42,68.96,52.05,
סלמה,4.5,ירוק,11.8,0.0067001675041,0, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,68.78,58.93,36.07,
כפר כנא,3.6,ירוק,2.2,0.0123456790123,-0.09090909090910004, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,69.29,60.03,34.98,
ערערה,2.2,צהוב,1.6,0.0087260034904,-0.375, קטן מ-15 ,ירוק,2022-05-19T00:00:00.000Z,51.79,45.16,25.17,
שלומי,4.7,ירוק,7.4,0.0284552845528,0, קטן מ-15 ,צהוב,2022-05-19T00:00:00.000Z,77.36,73.07,56.21,
צור משה,5,ירוק,21.1,0.0518518518518,0, קטן מ-15 ,צהוב,2022-05-19T00:00:00.000Z,70.49,67.74,54.57,
קרית עקרון,5.4,צהוב,15.4,0.0798479087452,0.21428571428569998,21,צהוב,2022-05-19T00:00:00.000Z,69.62,65.52,48.11,19.0
